QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150317_003179	Demon Summoning
QUEST_LV_0100_20150317_003180	Aku akan sikat demon summoner
QUEST_LV_0100_20150317_003181	Semua akan baik-baik saja
QUEST_LV_0100_20150317_003182	To the Goddess at once
QUEST_LV_0100_20150317_003183	Susah sekali
QUEST_LV_0100_20150317_003184	Guardian of Kenneth
QUEST_LV_0100_20150317_003185	Akan aku kalahkan Demon itu
QUEST_LV_0100_20150317_003186	Tahan dan tetap semangat
QUEST_LV_0100_20150317_003187	Bull hunting
QUEST_LV_0100_20150317_003188	Aku akan pergi denganmu
QUEST_LV_0100_20150317_003189	Aku siap-siap dulu
QUEST_LV_0100_20150317_003190	About the followers
QUEST_LV_0100_20150317_003191	Foreseen Crisis (1)
QUEST_LV_0100_20150317_003192	Aku akan mencari tahu
QUEST_LV_0100_20150317_003193	Aku belum siap mengetahuinya
QUEST_LV_0100_20150317_003194	Foreseen Crisis (3)
QUEST_LV_0100_20150317_003195	Foreseen Crisis (2)
QUEST_LV_0100_20150317_003196	Aku akan membantumu
QUEST_LV_0100_20150317_003197	Guardian Statue's Warning
QUEST_LV_0100_20150317_003198	Ayo berburu contaminated guardian
QUEST_LV_0100_20150317_003199	Notice /Berburu Royal guardians dimulai
QUEST_LV_0100_20150317_003200	Notice /Berburu Royal guardians dimulai
QUEST_LV_0100_20150317_003201	Hidden treasure chest
QUEST_LV_0100_20150317_003202	Empty slatge
QUEST_LV_0100_20150317_003203	Abaikan
QUEST_LV_0100_20150317_003204	Treasure Hunt (1)
QUEST_LV_0100_20150317_003205	Aku akan menemukannya
QUEST_LV_0100_20150317_003206	Notice /!/Jebakan. Berburu monsters ! #7
QUEST_LV_0100_20150317_003207	Looking for the treasure(2)
QUEST_LV_0100_20150317_003208	Looking for the treasure(3)
QUEST_LV_0100_20150317_003209	Looking for the treasure(5)
QUEST_LV_0100_20150317_003210	Looking for the treasure(4)
QUEST_LV_0100_20150317_003211	Antidote
QUEST_LV_0100_20150317_003212	Aku akan meminjam Antidote
QUEST_LV_0100_20150317_003213	Akan segera baik-baik saja
QUEST_LV_0100_20150317_003214	Activate device
QUEST_LV_0100_20150317_003215	Secret area of the Royal Tomb
QUEST_LV_0100_20150317_003216	Semakin dekat ke Royal heritage
QUEST_LV_0100_20150317_003217	Research of Historian Rexipher (1)
QUEST_LV_0100_20150317_003218	Observing the Pillar
QUEST_LV_0100_20150317_003219	Research of Historian Rexipher (2)
QUEST_LV_0100_20150317_003220	Temukan inscription berikutnya
QUEST_LV_0100_20150317_003221	Research of Historian Rexipher (3)
QUEST_LV_0100_20150317_003222	Pergi ke tempat inscription itu berada
QUEST_LV_0100_20150317_003223	Research of Historian Rexipher (4)
QUEST_LV_0100_20150317_003224	Pindah ke lokasi inscription berikutnya
QUEST_LV_0100_20150317_003225	Research of Historian Rexipher (5)
QUEST_LV_0100_20150317_003226	Pindah ke lokasi inscription terakhir
QUEST_LV_0100_20150317_003227	Sedang mengamati/#SITGROPESET2/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_003228	Trick of the Demon (2)
QUEST_LV_0100_20150317_003229	Aku terus memperhatikan Rexipher
QUEST_LV_0100_20150317_003230	Jangan dicari
QUEST_LV_0100_20150317_003231	Notice /! /Ikuti Rexipher dan datangi Royal Mausoleum 3rd district! #7
QUEST_LV_0100_20150317_003232	Teliti mana teman atau musuh yang tidak berguna
QUEST_LV_0100_20150317_003233	Sebaiknya aku memburu guardians
QUEST_LV_0100_20150317_003234	Deviated Guardian
QUEST_LV_0100_20150317_003235	KalahkanShnayim
QUEST_LV_0100_20150317_003236	Mop up the Forger (4)
QUEST_LV_0100_20150317_003237	Historian Rexipher of research (6)
QUEST_LV_0100_20150317_003238	Aku akan mencarinya
QUEST_LV_0100_20150317_003239	Notice /Kamu membawa teeth of Hogma tapi Rexipher telah hilang! #8
QUEST_LV_0100_20150317_003240	Missing longer and historian Rexipher (1)
QUEST_LV_0100_20150317_003241	Aku akan tanya historian lain
QUEST_LV_0100_20150317_003242	Berhenti mencari Rexipher
QUEST_LV_0100_20150317_003243	Identitas Historian Rexipher
QUEST_LV_0100_20150317_003244	Aku yakin itu namanya
QUEST_LV_0100_20150317_003245	Berhenti mencari Rexipher
QUEST_LV_0100_20150317_003246	Rexipher's True Colors (1)
QUEST_LV_0100_20150317_003247	Dia benar
QUEST_LV_0100_20150317_003248	Aku pikir juga gitu sih
QUEST_LV_0100_20150317_003249	Notice /Kamu harus pergi ke Gedulah altar lebih dulu sebelum Rexipher! #7
QUEST_LV_0100_20150317_003250	Rexipher's True Colors (2)
QUEST_LV_0100_20150317_003251	Rexipher's True Colors (3)
QUEST_LV_0100_20150317_003252	menjelaskan mengenai 5 buah klue dan Rexipher
QUEST_LV_0100_20150317_003253	Sebaiknya tetap diam
QUEST_LV_0100_20150317_003254	Mengenai segel dari tempat ini
QUEST_LV_0100_20150317_003255	Rexipher's True Colors (4)
QUEST_LV_0100_20150317_003256	Akan ku urus
QUEST_LV_0100_20150317_003257	Rexipher's True Colors (5)
QUEST_LV_0100_20150317_003258	Self Subsistence (1)
QUEST_LV_0100_20150317_003259	About Ruklys
QUEST_LV_0100_20150317_003260	Self Subsistence (2)
QUEST_LV_0100_20150317_003261	Fragment chaser
QUEST_LV_0100_20150317_003262	Cari yang lain dulu
QUEST_LV_0100_20150317_003263	About Ruklys memorial
QUEST_LV_0100_20150317_003264	Checking
QUEST_LV_0100_20150317_003265	Protect the Heritage(1)
QUEST_LV_0100_20150317_003266	Aku akan mencari piece of memorial
QUEST_LV_0100_20150317_003267	Protect the Heritage(2)
QUEST_LV_0100_20150317_003268	Terlalu berbahaya
QUEST_LV_0100_20150317_003269	Mempelajari Attribute Cleric
QUEST_LV_0100_20150317_003270	Mendengarkan penjelasan tentang Attribute
QUEST_LV_0100_20150317_003271	Negotiation (1)
QUEST_LV_0100_20150317_003272	Aku akan menemukannya
QUEST_LV_0100_20150317_003273	Tidak
QUEST_LV_0100_20150317_003274	Watcher of Sesija Road
QUEST_LV_0100_20150317_003275	One to operate the device
QUEST_LV_0100_20150317_003276	Negotiation (2)
QUEST_LV_0100_20150317_003277	Swindler Rexipher
QUEST_LV_0100_20150317_003278	Aku akan memburu Rexipher di Royal tomb
QUEST_LV_0100_20150317_003279	Aku butuh persiapan
QUEST_LV_0100_20150317_003280	Fisihing on Land (1)
QUEST_LV_0100_20150317_003281	Jangan menyentuhnya sampai benar-benar diperlukan
QUEST_LV_0100_20150317_003282	Installing
QUEST_LV_0100_20150317_003283	Fisihing on Land (2)
QUEST_LV_0100_20150317_003284	Ardor for Study (2)
QUEST_LV_0100_20150317_003285	Installing amulet
QUEST_LV_0100_20150317_003286	Ardor for Study (3)
QUEST_LV_0100_20150317_003287	Repair the Practice Wooden Seal (1)
QUEST_LV_0100_20150317_003288	Aku akan perbaiki practice wooden seal
QUEST_LV_0100_20150317_003289	Proving skills
QUEST_LV_0100_20150317_003290	Aku terima tantangannya
QUEST_LV_0100_20150317_003291	Ujian Owl Burial Ground
QUEST_LV_0100_20150317_003292	Aku tidak lemah
QUEST_LV_0100_20150317_003293	Seseorang yang pernah mengalami kematian
QUEST_LV_0100_20150317_003294	Akan kutemukan dan kuhadapi Chapparition
QUEST_LV_0100_20150317_003295	Tidak bisa bertemu lagi
QUEST_LV_0100_20150317_003296	Akan kutemukan saudarimu dan berikan necklace ini
QUEST_LV_0100_20150317_003297	Duty of the soldier
QUEST_LV_0100_20150317_003298	Akan kuselesaikan tugas ini demi kamu
QUEST_LV_0100_20150317_003299	Bantuan yang mencurigakan
QUEST_LV_0100_20150317_003300	Aku akan lakukan tugasnya
QUEST_LV_0100_20150317_003301	Soldier Lindt's Favor
QUEST_LV_0100_20150317_003302	Akan kubagi makanan
QUEST_LV_0100_20150317_003303	Officer Ludas's Favor
QUEST_LV_0100_20150317_003304	Historian Colin's Favor
QUEST_LV_0100_20150317_003305	Aku akan membakar semangat dan menenangkan jiwa
QUEST_LV_0100_20150317_003306	Repair the Practice Wooden Seal (2)
QUEST_LV_0100_20150317_003307	Mempelajari Attribute Swordsman
QUEST_LV_0100_20150317_003308	Belajar tentang attribute
QUEST_LV_0100_20150317_003309	Mempelajari Attribute Wizard
QUEST_LV_0100_20150317_003310	Mempelajari Attribute Archer
QUEST_LV_0100_20150317_003311	Young Magician Owyn (1)
QUEST_LV_0100_20150317_003312	About the current situation of the tower
QUEST_LV_0100_20150317_003313	Young Magician Owyn (2)
QUEST_LV_0100_20150317_003314	Akan kuurus si Drake
QUEST_LV_0100_20150317_003315	Oke, aku harus pergi, daaaaaaah.
QUEST_LV_0100_20150317_003316	Evidence of Dazzlement (1)
QUEST_LV_0100_20150317_003317	Temukan black coal powder
QUEST_LV_0100_20150317_003318	Evidence of Dazzlement (2)
QUEST_LV_0100_20150317_003319	Akan kubawakan undying fire
QUEST_LV_0100_20150317_003320	Cari sendiri
QUEST_LV_0100_20150317_003321	Evidence of Dazzlement (3)
QUEST_LV_0100_20150317_003322	Aku akan memeriksanya
QUEST_LV_0100_20150317_003323	Checking bookcase
QUEST_LV_0100_20150317_003324	Suara aneh
QUEST_LV_0100_20150317_003325	Cari!
QUEST_LV_0100_20150317_003326	Aneh sekali, sudahlah abaikan saja
QUEST_LV_0100_20150317_003327	Sekarang aku bebas..
QUEST_LV_0100_20150317_003328	Sealed Soul (1)
QUEST_LV_0100_20150317_003329	Buru observer
QUEST_LV_0100_20150317_003330	Menyebalkan nih, biarin aja lah
QUEST_LV_0100_20150317_003331	Sealed Soul (2)
QUEST_LV_0100_20150317_003332	Finally free..
QUEST_LV_0100_20150317_003333	Sealed Soul (3)
QUEST_LV_0100_20150317_003334	Regain the holy ark
QUEST_LV_0100_20150317_003335	Finally.
QUEST_LV_0100_20150317_003336	Aku mau keluar
QUEST_LV_0100_20150317_003337	Aku akan melepasmu
QUEST_LV_0100_20150317_003338	Freed from the restrains..
QUEST_LV_0100_20150317_003339	What was the Crime (1)
QUEST_LV_0100_20150317_003340	What was the Crime (2)
QUEST_LV_0100_20150317_003341	Kembalikan suaranya
QUEST_LV_0100_20150317_003342	Ini bakalan lebih dari cukup..
QUEST_LV_0100_20150317_003343	Too many Seals (1)
QUEST_LV_0100_20150317_003344	Terlihat aneh, tapi kabulkanlah
QUEST_LV_0100_20150317_003345	Too many Seals (2)
QUEST_LV_0100_20150317_003346	Lepaskan sealnya
QUEST_LV_0100_20150317_003347	Kamu sibuk, lupakan saja
QUEST_LV_0100_20150317_003348	Freedom. I'm finally free..
QUEST_LV_0100_20150317_003349	Jeritan dalam keheningan
QUEST_LV_0100_20150317_003350	Mencurigakan, tapi mari kita bantu
QUEST_LV_0100_20150317_003351	Tetap jangan didengarkan
QUEST_LV_0100_20150317_003352	Transformer Furry Ode (1)
QUEST_LV_0100_20150317_003353	Aku akan bermutasi
QUEST_LV_0100_20150317_003354	Kuat sekali
QUEST_LV_0100_20150317_003355	Transformer Furry Ode (2)
QUEST_LV_0100_20150317_003356	Aku akan mengumpulkan, ayo berangkat
QUEST_LV_0100_20150317_003357	Tidak bisa, ada yang harus kukerjakan
QUEST_LV_0100_20150317_003358	Transformer Furry Ode (3)
QUEST_LV_0100_20150317_003359	Sudahlah pergi saja
QUEST_LV_0100_20150317_003360	Seal aneh
QUEST_LV_0100_20150317_003361	Habiskan monster-monster disekitar
QUEST_LV_0100_20150317_003362	Terima kasih
QUEST_LV_0100_20150317_003363	Sekarang benar-benar jelas aneh
QUEST_LV_0100_20150317_003364	Biar aku bereskan
QUEST_LV_0100_20150317_003365	Terima kasih telah melepaskanmu
QUEST_LV_0100_20150317_003366	Hot-blooded Simon Shaw (1)
QUEST_LV_0100_20150317_003367	Maaf, sepertinya ku tak mampu
QUEST_LV_0100_20150317_003368	Hot-blooded Simon Shaw (2)
QUEST_LV_0100_20150317_003369	Jangan khawatir
QUEST_LV_0100_20150317_003370	Hot-blooded Simon Shaw (3)
QUEST_LV_0100_20150317_003371	Akan kuhabisi Bearkaras hanya untukmu
QUEST_LV_0100_20150317_003372	Mending buru-buru kabur aja
QUEST_LV_0100_20150317_003373	Identity of the Suspicous Seals (1)
QUEST_LV_0100_20150317_003374	Kalahkan monsternya
QUEST_LV_0100_20150317_003375	Aku sibuk
QUEST_LV_0100_20150317_003376	About the possessed soul
QUEST_LV_0100_20150317_003377	Identity of the Suspicous Seals (2)
QUEST_LV_0100_20150317_003378	Akan kulepaskan soulnya dengan menghabisi Stone Whale
QUEST_LV_0100_20150317_003379	Sekarang aku benar-benar bebas
QUEST_LV_0100_20150317_003380	Goddess of Tower
QUEST_LV_0100_20150317_003381	Notice /Nai ke atas dan temui Goddess Gabija #5
QUEST_LV_0100_20150317_003382	Demon Master Helgacercle
QUEST_LV_0100_20150317_003383	Fearless ones
QUEST_LV_0100_20150317_003384	Aku akan memberinya pelajaran
QUEST_LV_0100_20150317_003385	Biarkan dia melakukannya sendiri
QUEST_LV_0100_20150317_003386	About the guards
QUEST_LV_0100_20150317_003387	Parts Thief
QUEST_LV_0100_20150317_003388	Akan kuambilkan untukmu
QUEST_LV_0100_20150317_003389	About repairing the gondola
QUEST_LV_0100_20150317_003390	Temukan tuasnya
QUEST_LV_0100_20150317_003391	Akan kubawakan
QUEST_LV_0100_20150317_003392	Godain Baby Pantos
QUEST_LV_0100_20150317_003393	About the Pantos
QUEST_LV_0100_20150317_003394	Kumpulkan recycling materials
QUEST_LV_0100_20150317_003395	Sayang sekali (leave)
QUEST_LV_0100_20150317_003396	About the Holy Land
QUEST_LV_0100_20150317_003397	Tyrant of Silver Stream Gorge
QUEST_LV_0100_20150317_003398	Aku akan berburu Poatas
QUEST_LV_0100_20150317_003399	Jangan takut, tidak akan terjadi lagi
QUEST_LV_0100_20150317_003400	About the gondola
QUEST_LV_0100_20150317_003401	Membuat kotor
QUEST_LV_0100_20150317_003402	Stubborness
QUEST_LV_0100_20150317_003403	Ku tak yakin tapi akan kucoba
QUEST_LV_0100_20150317_003404	Rencana yang berbahaya sepertinya
QUEST_LV_0100_20150317_003405	About the Capris
QUEST_LV_0100_20150317_003406	Petting
QUEST_LV_0100_20150317_003407	Imminent invasion
QUEST_LV_0100_20150317_003408	Natural seeds
QUEST_LV_0100_20150317_003409	About the pledge
QUEST_LV_0100_20150317_003410	Totems to turn stomach(1)
QUEST_LV_0100_20150317_003411	Totems to turn stomach(2)
QUEST_LV_0100_20150317_003412	Searching
QUEST_LV_0100_20150317_003413	Purifying doll (1)
QUEST_LV_0100_20150317_003414	About the contaminated Land with Magi
QUEST_LV_0100_20150317_003415	Purifying doll (2)
QUEST_LV_0100_20150317_003416	Stimulating
QUEST_LV_0100_20150317_003417	Ikat dengan kuat
QUEST_LV_0100_20150317_003418	About the Curse dol
QUEST_LV_0100_20150317_003419	Dua burung dan satu batu
QUEST_LV_0100_20150317_003420	Touching it
QUEST_LV_0100_20150317_003421	Lepaskan Goddess Saule (1)
QUEST_LV_0100_20150317_003422	Aku butuh waktu untuk bersiap-siap
QUEST_LV_0100_20150317_003423	Entrapped Goddess
QUEST_LV_0100_20150317_003424	Entrapping magic circle of Drugys Courtyard
QUEST_LV_0100_20150317_003425	Entrapping magic circle of Vavspa Vacant Lot
QUEST_LV_0100_20150317_003426	Release of Goddess Saulee (2)
QUEST_LV_0100_20150317_003427	Tunggu sampai benar-benar pulih
QUEST_LV_0100_20150317_003428	Release of Goddess Saule (3)
QUEST_LV_0100_20150317_003429	Monster disekitar akan aku basmi
QUEST_LV_0100_20150317_003430	Release of Goddess Saule (4)
QUEST_LV_0100_20150317_003431	Melepaskan Barrier
QUEST_LV_0100_20150317_003432	Goddess Saule
QUEST_LV_0100_20150317_003433	Melepas restraining sphere
QUEST_LV_0100_20150317_003434	Ke Gateway of the Great King
QUEST_LV_0100_20150317_003435	Tunjukkan revelation
QUEST_LV_0100_20150317_003436	Notice/Gunakan portal dan pergi ke gateway of the Great King #5
QUEST_LV_0100_20150317_003437	Mencari Goddess Saule
QUEST_LV_0100_20150317_003438	Aku akan memurnikannya
QUEST_LV_0100_20150317_003439	Pikirkan cara yang lain
QUEST_LV_0100_20150317_003440	Tentang Goddess Saule
QUEST_LV_0100_20150317_003441	Notice/scroll /Gunakan gondola untuk menyebrang ke Zvelgian  #8
QUEST_LV_0100_20150317_003442	Notice/Pergilah dan murnikan sacred pond #5
QUEST_LV_0100_20150317_003443	Memurnikan Holy Pond
QUEST_LV_0100_20150317_003444	Purifying
QUEST_LV_0100_20150317_003445	Mencari orang-orang desa yang menghilang
QUEST_LV_0100_20150317_003446	Aku akan mencari mereka
QUEST_LV_0100_20150317_003447	Perikasa portalnya jalan atau tidak
QUEST_LV_0100_20150317_003448	Aku akan pergi ke sanctuary untukmu
QUEST_LV_0100_20150317_003449	Khawatir dengan lukanya
QUEST_LV_0100_20150317_003450	About the portal
QUEST_LV_0100_20150317_003451	Checking
QUEST_LV_0100_20150317_003452	Notice/!/Portalnya tidak bekerja.
QUEST_LV_0100_20150317_003453	Notice/Pergilah mencari Village Elder dari Rhombuspaving Dale!#5
QUEST_LV_0100_20150317_003454	Moyabruka of Nugria sanctuary
QUEST_LV_0100_20150317_003455	Notice/Moyabraka muncul!
QUEST_LV_0100_20150317_003456	Bersihkan pencemaran di Veidma Uphill
QUEST_LV_0100_20150317_003457	Notice /Musnahkan monster disekitar yang menyebabkan pencemaran{nl} hancurkan sumbernya!
QUEST_LV_0100_20150317_003458	Merregina of the sacred pond
QUEST_LV_0100_20150317_003459	Notice/Merregina muncul!
QUEST_LV_0100_20150317_003460	Girl in Danger
QUEST_LV_0100_20150317_003461	Kesempatan dan persiapan
QUEST_LV_0100_20150317_003462	Akan kucari apa yang kau minta
QUEST_LV_0100_20150317_003463	Close book
QUEST_LV_0100_20150317_003464	Brother, and after 
QUEST_LV_0100_20150317_003465	Aku menghargainya
QUEST_LV_0100_20150317_003466	Membuka box dengan key
QUEST_LV_0100_20150317_003467	Crafting and materials
QUEST_LV_0100_20150317_003468	Aku akan membuatnya
QUEST_LV_0100_20150317_003469	The Wizard and Magician Tower (1)
QUEST_LV_0100_20150317_003470	Aku akan bertaruh
QUEST_LV_0100_20150317_003471	The Wizard and Magician Tower (2)
QUEST_LV_0100_20150317_003472	Aku akan melakukannya
QUEST_LV_0100_20150317_003473	Hidden, and hidden.
QUEST_LV_0100_20150317_003474	Open Sesame (1)
QUEST_LV_0100_20150317_003475	Aku akan menemukan caranya, ayo berikan clue nya
QUEST_LV_0100_20150317_003476	Open Sesame (2)
QUEST_LV_0100_20150317_003477	Aku akan pecahkan teka-tekinya
QUEST_LV_0100_20150317_003478	Lepas segel Pasaga Cliff di Pillar Canyon
QUEST_LV_0100_20150317_003479	Releasing
QUEST_LV_0100_20150317_003480	Releasing
QUEST_LV_0100_20150317_003481	Lepas segel di jalan menuju collapsed sanctuary
QUEST_LV_0100_20150317_003482	Lepas segel di sebelah kiri collapsed sanctuary
QUEST_LV_0100_20150317_003483	Unfishished commission (3)
QUEST_LV_0100_20150317_003484	Akan kutemukan artifactnya
QUEST_LV_0100_20150317_003485	Aku akan berhenti sekaran, ini menyebalkan.
QUEST_LV_0100_20150317_003486	Epitaph of Shirnas Plateau
QUEST_LV_0100_20150317_003487	Memperhatikan inscription
QUEST_LV_0100_20150317_003488	Sedang mengamati Epitath/LOOK/2/TRACK_AFTER/None
QUEST_LV_0100_20150317_003489	Epitaph on the right fork for Dykyne
QUEST_LV_0100_20150317_003490	Jasad collapsed soldier
QUEST_LV_0100_20150317_003491	Pryaing for the soul
QUEST_LV_0100_20150317_003492	Praying for the dead soul
QUEST_LV_0100_20150317_003493	Notice /Berdoa untuk soul of the dead soldier! #2
QUEST_LV_0100_20150317_003494	Melepaskan Segel Chedek Altar
QUEST_LV_0100_20150317_003495	Treasure Chest of Hogmas
QUEST_LV_0100_20150317_003496	Permintaan Sentinel (1)
QUEST_LV_0100_20150317_003497	Akan kucari kotaknya
QUEST_LV_0100_20150317_003498	Lupakan, pergilah
QUEST_LV_0100_20150317_003499	Sentinnel's Favor (2)
QUEST_LV_0100_20150317_003500	Jangan khawatir, akan kucarikan
QUEST_LV_0100_20150317_003501	Berhati-hatilah
QUEST_LV_0100_20150317_003502	Curse of Laziness - Sleep
QUEST_LV_0100_20150317_003503	Notice/Sepucuk surat terjatuh!#3
QUEST_LV_0100_20150317_003504	Get Out of Bewilderment (5)
QUEST_LV_0100_20150317_003505	Memperlihatkan Lukisan dan sapu tangan
QUEST_LV_0100_20150317_003506	Melepaskan dari delusi(6)
QUEST_LV_0100_20150317_003507	Dengar baik-baik
QUEST_LV_0100_20150317_003508	Making grave
QUEST_LV_0100_20150317_003509	Notice/Membuat grave untuk Witas#3
QUEST_LV_0100_20150317_003510	Special necklace
QUEST_LV_0100_20150317_003511	Memberikan dengan patuh
QUEST_LV_0100_20150317_003512	Tidak dapat merampas sesuatu yang berharga ini
QUEST_LV_0100_20150317_003513	Alasan memiliki ketertarikan
QUEST_LV_0100_20150317_003514	Mysterious slate (1)
QUEST_LV_0100_20150317_003515	Of looking at
QUEST_LV_0100_20150317_003516	Notice/Kembali ke Klaipeda dan bicara pda Knight Commander Uska
QUEST_LV_0100_20150317_003517	Mysterious slate (2)
QUEST_LV_0100_20150317_003518	Aku akan kunjungi Master Bokor
QUEST_LV_0100_20150317_003519	Mysterious slate (3)
QUEST_LV_0100_20150317_003520	Aku akan temui Master Paladin
QUEST_LV_0100_20150317_003521	Kalahkan Lepus
QUEST_LV_0100_20150317_003522	Notice/!/Kalahkan Lepus yang menghalangi jalan!#8
QUEST_LV_0100_20150317_003523	Notice/!/Mengalahkan Lepus yang menghalangi jalan!#8
QUEST_LV_0100_20150317_003524	Report of Moody
QUEST_LV_0100_20150317_003525	Akan kutemukan laporannya dan memberikannya pada officer Lutas
QUEST_LV_0100_20150317_003526	Trophy (2)
QUEST_LV_0100_20150317_003527	Aku akan mencuri Saulem's trophy of war
QUEST_LV_0100_20150317_003528	Dumble Ball of Siaulamb (1)
QUEST_LV_0100_20150317_003529	Aku akan menjaga Dumble balls
QUEST_LV_0100_20150317_003530	Dumble Ball of Siaulamb (2)
QUEST_LV_0100_20150317_003531	Checking the box
QUEST_LV_0100_20150317_003532	Burning
QUEST_LV_0100_20150317_003533	Dumble Ball of Siaulamb (3)
QUEST_LV_0100_20150317_003534	Dumble balls akan segera lenyap
QUEST_LV_0100_20150317_003535	Notice /! /Saulems menyerangmu! #5
QUEST_LV_0100_20150317_003536	Another enemy
QUEST_LV_0100_20150317_003537	Aku akan memeriksanya
QUEST_LV_0100_20150317_003538	Fear from the Sky (1)
QUEST_LV_0100_20150317_003539	Aku ikut!
QUEST_LV_0100_20150317_003540	Menaikkan Status
QUEST_LV_0100_20150317_003541	Coba menaikkan status
QUEST_LV_0100_20150317_003542	untuk melihat status #7
QUEST_LV_0100_20150317_003543	The road back 
QUEST_LV_0100_20150317_003544	Not as intended (2)
QUEST_LV_0100_20150317_003545	Seal of the Royal Family (3)
QUEST_LV_0100_20150317_003546	Akan kulepas segel terakhir
QUEST_LV_0100_20150317_003547	Aku siap-siap dulu sebentar
QUEST_LV_0100_20150317_003548	Operating
QUEST_LV_0100_20150317_003549	Strange Stone
QUEST_LV_0100_20150317_003550	Sentuh batunya untuk melihat lebih dekat
QUEST_LV_0100_20150317_003551	First Mission
QUEST_LV_0100_20150317_003552	Aku ingin tahu
QUEST_LV_0100_20150317_003553	Aku tidak mau tahu
QUEST_LV_0100_20150317_003554	Ardor for Study (1)
QUEST_LV_0100_20150317_003555	Ardor for Study (2)
QUEST_LV_0100_20150317_003556	Raided Historian
QUEST_LV_0100_20150317_003557	Reaksi yang sama seperti Nian stone. Lari!
QUEST_LV_0100_20150317_003558	Tak ada yang serius
QUEST_LV_0100_20150317_003559	Missing longer and historian Rexipher (2)
QUEST_LV_0100_20150317_003560	Temukan historian lainnya
QUEST_LV_0100_20150317_003561	Concern of Goras
QUEST_LV_0100_20150317_003562	Tak usah khawatir, mereka akan segera kembali.
QUEST_LV_0100_20150317_003563	Concern of Goras (1)
QUEST_LV_0100_20150317_003564	Biar aku bantu mencarikan research data
QUEST_LV_0100_20150317_003565	Temukan dan cepat kembali
QUEST_LV_0100_20150317_003566	About the loss of research data
QUEST_LV_0100_20150317_003567	Mop up the Forger (1)
QUEST_LV_0100_20150317_003568	Ini adalah pemalsusan yang jenius
QUEST_LV_0100_20150317_003569	Kamu datang ke tempat yang salah
QUEST_LV_0100_20150317_003570	Mop up the Forger (2)
QUEST_LV_0100_20150317_003571	Akan kudapatkan limestone 
QUEST_LV_0100_20150317_003572	Aku tidak bisa melakukan pekerjaan kotor
QUEST_LV_0100_20150317_003573	Mop up the Forger (3)
QUEST_LV_0100_20150317_003574	Data of Sculptor Hilda (1)
QUEST_LV_0100_20150317_003575	Kubiarkan kamu melihatnya sendiri
QUEST_LV_0100_20150317_003576	Data of Sculptor Hilda (2)
QUEST_LV_0100_20150317_003577	Aku dapat melindungimu
QUEST_LV_0100_20150317_003578	Data of Sculptor Hilda (3)
QUEST_LV_0100_20150317_003579	Berhentilah sekarang
QUEST_LV_0100_20150317_003580	Titah Sang Raja
QUEST_LV_0100_20150317_003581	Kumpulkan kembali serpihan royal tombstone
QUEST_LV_0100_20150317_003582	Trick of the Demon (1)
QUEST_LV_0100_20150317_003583	Pergilah ke guard the stone lantern of the Royal Tomb
QUEST_LV_0100_20150317_003584	Inheritance of the Royal Family (1)
QUEST_LV_0100_20150317_003585	Akan kucari sap
QUEST_LV_0100_20150317_003586	Aku tidak merasakannya
QUEST_LV_0100_20150317_003587	About getting the secret of the great king
QUEST_LV_0100_20150317_003588	Inheritance of the Royal Family (1)
QUEST_LV_0100_20150317_003589	Akan kudapatkan Amalas canyon
QUEST_LV_0100_20150317_003590	Weird fellows
QUEST_LV_0100_20150317_003591	Kasihan, mari bantu
QUEST_LV_0100_20150317_003592	Berlatihlah dengan keras
QUEST_LV_0100_20150317_003593	Insting dari treasure hunter
QUEST_LV_0100_20150317_003594	Akan kubuktikan jika kata-kata Edang itu benar
QUEST_LV_0100_20150317_003595	Buktikan sendiri
QUEST_LV_0100_20150317_003596	Aku tidak memilikinya, jadi tidak bisa jual
QUEST_LV_0100_20150317_003597	Lakukanlah
QUEST_LV_0100_20150317_003598	Pikir-pikir lagi
QUEST_LV_0100_20150317_003599	Treaure of the vacant lot
QUEST_LV_0100_20150317_003600	Trace of the Star (1)
QUEST_LV_0100_20150317_003601	Aku tertarik
QUEST_LV_0100_20150317_003602	About Lydia Schaffen
QUEST_LV_0100_20150317_003603	Working on the copy
QUEST_LV_0100_20150317_003604	Notice /Kamu baca tombstone pertama dari Lydia Schaffen. {nl} Ayo baca sisanya.
QUEST_LV_0100_20150317_003605	Trace of the Star (2)
QUEST_LV_0100_20150317_003606	Trace of the Star (3)
QUEST_LV_0100_20150317_003607	Trace of the Star (4)
QUEST_LV_0100_20150317_003608	Bye. (Periksa tombstone)
QUEST_LV_0100_20150317_003609	Berhenti di sini
QUEST_LV_0100_20150317_003610	Notice /Kamu periksa tombstone keempat dari Lydia Schaffen. {nl} Ayo cek tombstone terakhir.
QUEST_LV_0100_20150317_003611	Trace of the Star (5)
QUEST_LV_0100_20150317_003612	Notice /Kamu telah kalahkan Chapparition. {nl} Ayo periksa tombstone terakhir Lydia Schaffen.
QUEST_LV_0100_20150317_003613	Epitaph of Flurry (1)
QUEST_LV_0100_20150317_003614	Notice /Kamu telah membaca tombstone of Agailla Flurry. {nl} Ayo baca tombstone yang tersisa untuk memperoleh Flurry's legacy.
QUEST_LV_0100_20150317_003615	Epitaph of Flurry (2)
