ITEM_20150317_000001	Empty_helmet
ITEM_20150317_003015	Dumbleball Pouch
ITEM_20150317_003016	A pouch full of strange pills. These  fills Vubbes with courage but cause diarrhea in humans.
ITEM_20150317_003017	Astral Tower Lens
ITEM_20150317_003018	A telescope lens used at the Astral Tower.
ITEM_20150317_003019	Bat Venom Sample
ITEM_20150317_003020	Poison sample from bats.
ITEM_20150317_003021	Strangely Engraved Stone
ITEM_20150317_003022	A stone carried by the Hogmas. It attracts monsters.
ITEM_20150317_003023	Hogma Amulet
ITEM_20150317_003024	Friedka believes that this amulet is the key to the ruin's secrets.
ITEM_20150317_003025	Lindt's Supplies
ITEM_20150317_003026	Supplies of the unit which Lindt is a part of. A Wendigo ran away with it.
ITEM_20150317_003027	Canyon Apynys
ITEM_20150317_003028	A herb with a decent painkiller effect.
ITEM_20150317_003029	Spiritual Stone
ITEM_20150317_003030	This stone is said to attract Saugas. Could it be true?
ITEM_20150317_003031	Relic Fragment
ITEM_20150317_003032	A fragment of a relic swallowed by Denoptic. A monster that feeds on stone, how curious.
ITEM_20150317_003033	Payment
ITEM_20150317_003034	A pouch of coins meant for payment. Grave Robber Kujang asked you to deliver this to Grave Robber Bushobell.
ITEM_20150317_003035	Shining Gold Article
ITEM_20150317_003036	Treasure that belonged to human victims and was hoarded by the monster.
ITEM_20150317_003037	Loose Package
ITEM_20150317_003038	Broken Necklace from Thorn Forest
ITEM_20150317_003039	Bushobell's Bundle
ITEM_20150317_003040	Soldier's Belongings
ITEM_20150317_003041	Belongings from a soldier, stolen by a Leafbug. Looks like it's been stolen many times since then.
ITEM_20150317_003042	Piece of Vubbe Cloth
ITEM_20150317_003043	A ripped cloth piece from Vubbe. It's from the dirty waist area.
ITEM_20150317_003044	Weaver Claw
ITEM_20150317_003045	If you gather enough of these, they may have a use.
ITEM_20150317_003046	Relief Goods
ITEM_20150317_003047	Goods used as a provision for emergencies in Miners' Village.
ITEM_20150317_003048	Reinforcement Stone
ITEM_20150317_003049	Stone required to reinforce the Crystal Mine's exterior walls. Collect them before the wall crumbles.
ITEM_20150317_003050	Stinging Stick
ITEM_20150317_003051	A stick used to expel Sequoia. It has a few holy spirits.
ITEM_20150317_003052	Piece of Wood with Holy Spirit
ITEM_20150317_003053	Ingredient for a tool that chases away road-blocking Sequoia. You can feel the faint holy power.
ITEM_20150317_003054	Spirit crystals from Owl Sculptures that have been swallowed by monsters.
ITEM_20150317_003055	Spirit Essence
ITEM_20150317_003056	Warrior's Essence. It is very necessary to give Sequoia the very best bit.
ITEM_20150317_003057	Blue Soul Stone
ITEM_20150317_003058	The first soul stone. It harbors the strong grudge of a corrupt individual.
ITEM_20150317_003059	Red Soul Stone
ITEM_20150317_003060	The second soul stone. It harbors the strong grudge of a corrupt individual.
ITEM_20150317_003061	Evil Soul Stone
ITEM_20150317_003062	The third soul stone. It harbors the strong grudge of a corrupt individual.
ITEM_20150317_003063	Spirit-Leading Owl's Sign
ITEM_20150317_003064	A sign that the Angry Owl Sculpture had.
ITEM_20150317_003065	Spiritual Stick
ITEM_20150317_003066	This stick was made by upgrading a Stinging Stick. It is capable of subduing Sequoia.
ITEM_20150317_003067	The larvae of Meduja are eating away at the memories of life. They're sparkly.
ITEM_20150317_003068	Lost Luggage
ITEM_20150317_003069	The luggage of a dead merchant. His spirit is obsessed with it.
ITEM_20150317_003070	Torn Spell Scroll
ITEM_20150317_003071	A scroll of protection. It seems the scholar's spirit was vanquished before using it.
ITEM_20150317_003072	Copy of the Pilgrim Monument
ITEM_20150317_003073	A rubbed copy of the monument that the female explorer was looking for.
ITEM_20150317_003074	Burned Branch
ITEM_20150317_003075	The branch that was burned when the Sequoia made a disturbance.
ITEM_20150317_003076	Cursed Stick
ITEM_20150317_003077	This stick was made by upgrading a Spiritual Stick. It holds the grudges of the Owl Sculptures.
ITEM_20150317_003078	Keepsake from dead soldiers killed by monsters. It seems that the keepsake can comfort the soldiers' victimized souls.
ITEM_20150317_003079	Butterfly Scent
ITEM_20150317_003080	This smell reminds me of my hometown. I miss my home.
ITEM_20150317_003081	Abnormally Scented Ridimed Leaf.
ITEM_20150317_003082	Abnormally smelling juices are oozing from it.
ITEM_20150317_003083	Purified Urn
ITEM_20150317_003084	Quest item.
ITEM_20150317_003085	Completed Monster Decoy
ITEM_20150317_003086	A monster decoy used to complete the last mission of dead soldiers.
ITEM_20150317_003087	Test Decoy
ITEM_20150317_003088	Test it on a monster to confirm that it is working.
ITEM_20150317_003089	Legs of Solid Wood
ITEM_20150317_003090	A Bushspider's leg that has been taken off.
ITEM_20150317_003091	Rustling Skin
ITEM_20150317_003092	Old Kepa skin. Powder falls off it when shaken.
ITEM_20150317_003093	Needed to make the decoy more convincing. Will this decoy work well?
ITEM_20150317_003094	Dead Soldier's Body
ITEM_20150317_003095	Corpses of Johan's squad. Treat them well.
ITEM_20150317_003096	Supplies
ITEM_20150317_003097	Supply Bag
ITEM_20150317_003098	Portable supplies to be sent first to Danyus' squad.
ITEM_20150317_003099	Puragi's Hook
ITEM_20150317_003100	A hook that soldier Roy has to collect. He can return to his troops as soon as he collects it.
ITEM_20150317_003101	Nagging Owl's Soul
ITEM_20150317_003102	Bloodstained Report Page
ITEM_20150317_003103	The contents are illegible.
ITEM_20150317_003104	Hamming Stem
ITEM_20150317_003105	A material used to fix the wagon. Cut from the the hard part of the stem of a Hamming.
ITEM_20150317_003106	Tini Fluid
ITEM_20150317_003107	Fluid secreted from Tini's gland. Touching it will sting you.
ITEM_20150317_003108	Smelly Herbicide
ITEM_20150317_003109	Herbicide made from the fluid of a Tini. You can remove thornbushes with it.
ITEM_20150317_003110	Reinforcements Request
ITEM_20150317_003111	Training Certificates
ITEM_20150317_003112	A certificate awarded to soldiers who have safely completed their training.
ITEM_20150317_003113	Plantain Grass
ITEM_20150317_003114	Collection of only soft parts of Plantain Grass. It tastes bitter when chewed.
ITEM_20150317_003115	Tini Meat
ITEM_20150317_003116	This meat is definitely the right choice for growing one's strength.
ITEM_20150317_003117	Empty Potion Bottle
ITEM_20150317_003118	Empty potion bottle stolen by a Vubbe. It sparkles as if it has been vigorously cleaned.
ITEM_20150317_003119	Beetle's Shell
ITEM_20150317_003120	Soul Remains
ITEM_20150317_003121	Sacred Force Sculpture
ITEM_20150317_003122	Gateway Key
ITEM_20150317_003123	A pouch that a Vubbe has been keeping to spread evil spirits.
ITEM_20150317_003124	Krivis Relic
ITEM_20150317_003125	A precious relic that the Krivis keep with them to symbolize their faithfulness.
ITEM_20150317_003126	Stone Orca Heart
ITEM_20150317_003127	An item that proves one's ability to the Sword Master. It's the heart of Stone Orca.
ITEM_20150317_003128	Torn Bat Wings
ITEM_20150317_003129	Green Ointment
ITEM_20150317_003130	A Vubbe ointment that is used to treat their injured. It's not possible to use it as is.
ITEM_20150317_003131	Royal Mausoleum Guardian Power Source
ITEM_20150317_003132	A power source used by Guardians for movement.
ITEM_20150317_003133	Royal Mausoleum's Magic Source
ITEM_20150317_003134	The source of the magic that encircles the Royal Mausoleum.
ITEM_20150317_003135	Broken Slate of the Royal Mausoleum
ITEM_20150317_003136	A slate that ordered the Guardians to attack evil things. They are attacking everyone because it is broken.
ITEM_20150317_003137	Burning Stone
ITEM_20150317_003138	A stone that lights stone lanterns. Although it is burning, it isn't very hot.
ITEM_20150317_003139	Activation Stone
ITEM_20150317_003140	Overusing the inhibitor can cause it to overheat and break.
ITEM_20150317_003141	Blazing Magic Source
ITEM_20150317_003142	A magic source that shows the locations of the Royal Mausoleum's Guardians.
ITEM_20150317_003143	Wheelen's Mark
ITEM_20150317_003144	A mark of Wheelens. Collecting them gives the power to defeat enemies.
ITEM_20150317_003145	Brother's Diary
ITEM_20150317_003146	A diary that Coben asked you to find.
ITEM_20150317_003147	Cockatrice Fat
ITEM_20150317_003148	Fat mass from a Cockatrice.
ITEM_20150317_003149	Highly Condensed Cockatrice Fat.
ITEM_20150317_003150	Hallowventer Charcoal
ITEM_20150317_003151	Charcoal found from Hallowventers.
ITEM_20150317_003152	Strong Magical Power Absorption Jar
ITEM_20150317_003153	If you set up this jar, it will absorb magical power from around you.
ITEM_20150317_003154	Dust Sample
ITEM_20150317_003155	Could be a cause of the disease.
ITEM_20150317_003156	Big Cockatrice Tail
ITEM_20150317_003157	The tail of a diseased Big Cockatrice.
ITEM_20150317_003158	Grita's Absorbing Gem
ITEM_20150317_003159	A gem that absorbs a monster's life force. It absorbs the life force of monsters defeated near it.
ITEM_20150317_003160	Unseal Scroll
ITEM_20150317_003161	A scroll required to solve the seal of King Zachariel. It is the first seal.
ITEM_20150317_003162	Canyon Bomb Flower
ITEM_20150317_003163	An ingredient to make a Crystal Gem.
ITEM_20150317_003164	Oil-Stained Fuse
ITEM_20150317_003165	Flame Source
ITEM_20150317_003166	Any monster that uses fire abilities has a source. It is used to make Flame Gems.
ITEM_20150317_003167	Flame Searching Stick
ITEM_20150317_003168	Makes finding fire easy but how Grita got it is a mystery.
ITEM_20150317_003169	Pino Catching Sack.
ITEM_20150317_003170	Research Material
ITEM_20150317_003171	Research material stolen by monsters. It seems that monsters like to steal such documents.
ITEM_20150317_003172	Pino in a Sack
ITEM_20150317_003173	Dry Twigs
ITEM_20150317_003174	Useful dry twigs for fire.
ITEM_20150317_003175	Hard Lime
ITEM_20150317_003176	Hard lime be used to make Knockoff Goods.
ITEM_20150317_003177	Newly-Made Forgeries
ITEM_20150317_003178	Decicive evidence of Knockoff Goods. It isn't finished yet.
ITEM_20150317_003179	Building Piece
ITEM_20150317_003180	Piece of a building with beautiful pattern on it. It seems that the architect put a lot of work into making it.
ITEM_20150317_003181	Bag with Graverobbing Equipment
ITEM_20150317_003182	There are various tools inside, like a dowsing rod to check for underground tombs.
ITEM_20150317_003183	Loot Bag
ITEM_20150317_003184	The Saugas store their loot in bags. They share their loot equally.
ITEM_20150317_003185	Archaeologist Token
ITEM_20150317_003186	A very ancient looking token of an archaeologist.
ITEM_20150317_003187	Woodfung Poison
ITEM_20150317_003188	The highly toxic poison of a Woodfung. It releases this poison into the air when frightened.
ITEM_20150317_003189	Bucket
ITEM_20150317_003190	Valley Bomb (Disposable)
ITEM_20150317_003191	Increases your attack speed and movement speed while attacking. {nl} Also speeds up cast time and lowers cooldowns. {nl} {#ff0000} Caution: Taking this more than 3 times a day, may cause insomnia{nl}, headache, or indigestion symptoms. {/}
ITEM_20150317_003192	Canyon Bomb
ITEM_20150317_003193	Monster Head
ITEM_20150317_003194	Monster Corpse
ITEM_20150317_003195	A sack holding a monster's head
ITEM_20150317_003196	Monster Trunk
ITEM_20150317_003197	A sack holding a monster's trunk
ITEM_20150317_003198	Monster Hand
ITEM_20150317_003199	A sack holding a monster's hand
ITEM_20150317_003200	Lizardman Blood
ITEM_20150317_003201	Cockatrice Blood
ITEM_20150317_003202	Lizardman Blood is used in experiments conducted by necromancers.
ITEM_20150317_003203	Soul Jar
ITEM_20150317_003204	A soul jar given by the necromancer Drasyus. It will inhale monsters who are on the verge of death.
ITEM_20150317_003205	First Clue of the Great King
ITEM_20150317_003206	A clue to undo the seal at the entrance of Mausoleum.
ITEM_20150317_003207	Second Clue of the Great King
ITEM_20150317_003208	Third Clue of the Great King
ITEM_20150317_003209	Fourth Clue of the Great King
ITEM_20150317_003210	Fifth Clue of the Great King
ITEM_20150317_003211	Chipped Sword
ITEM_20150317_003212	A sword with a piece missing from it.
ITEM_20150317_003213	Corpse Relics
ITEM_20150317_003214	These relics might help identify the dead bodies.
ITEM_20150317_003215	Sword Piece
ITEM_20150317_003216	This piece fits into the Chipped Sword.
ITEM_20150317_003217	Wood
ITEM_20150317_003218	Wood picked from the wood pile by Cahill.
ITEM_20150317_003219	Strong Flying Frog Leather
ITEM_20150317_003220	This is used for various leather products.
ITEM_20150317_003221	Moses Diesel's Letter
ITEM_20150317_003222	A letter containing the heart of Mose Diesel.
ITEM_20150317_003223	Moses Diesel's Crutches
ITEM_20150317_003224	Mose Diesel made these crutches for the village youngster Cahill
ITEM_20150317_003225	Shiny Tree Sap
ITEM_20150317_003226	The first material Ahylas Jonas requested to undo the seal.
ITEM_20150317_003227	Collected Canyon Amalas
ITEM_20150317_003228	Seal Release Crystal
ITEM_20150317_003229	A crystal needed to release the seals in Broken Pillar Canyon
ITEM_20150317_003230	Lost Research Document
ITEM_20150317_003231	Research materials that the new researcher lost. Some of the papers were crumpled when they were stepped on.
ITEM_20150317_003232	Map marking the Great King's Inheritance
ITEM_20150317_003233	Could someone eventually find out the location of the Great King Zachariel's inheritance?
ITEM_20150317_003234	An antidote that can counteract a Scorpion's poison. Let's get this to Dezic.
ITEM_20150317_003235	Condensed Magic Source
ITEM_20150317_003236	It seems it will explode if it is touched. Be careful.
ITEM_20150317_003237	Hogma Tooth
ITEM_20150317_003238	A Hogma's tooth used to scratch out something on the slate.
ITEM_20150317_003239	Infroburk Meat
ITEM_20150317_003240	Meat gotten by slaying Infroburk. It looks tough.
ITEM_20150317_003241	Stubby Tree Trunk
ITEM_20150317_003242	This trunk looks like that of a normal tree.
ITEM_20150317_003243	Remains of Tree Ambulo
ITEM_20150317_003244	It seems to use as a firewood.
ITEM_20150317_003245	Broken Tombstone Fragment
ITEM_20150317_003246	Lydia Schaffen's tombstone piece regained from Cemetery Golems and Guri.
ITEM_20150317_003247	Piece of Lydia Schaffen's Broken Tombstone
ITEM_20150317_003248	A piece of a broken tombstone found from a Sea Turtle. You have to put the pieces of tombstone together to see whose it is.
ITEM_20150317_003249	Restored Tombstone of Lydia Schaffen
ITEM_20150317_003250	Finally restored the tombstone. What is in there?
ITEM_20150317_003251	Destroyed Tombstone Fragment
ITEM_20150317_003252	A piece of Flurry's tombstone that a Tama picked up and ate.
ITEM_20150317_003253	Villager's Bag
ITEM_20150317_003254	Bag filled with odds and ends
ITEM_20150317_003255	Black Coal Powder
ITEM_20150317_003256	A magical black powder made from coal that makes ink stick clearly onto parchment.
ITEM_20150317_003257	Eternal Ember
ITEM_20150317_003258	A material needed to open the sealed manual. Doesn't go out no matter how much you try.
ITEM_20150317_003259	Piece of the Holy Ark
ITEM_20150317_003260	The Holy Ark for holding souls has been broken. Will collecting its pieces be enough?
ITEM_20150317_003261	Small Monster Crystal
ITEM_20150317_003262	A monster's Small Crystal that the Suspicious Chair asked you to collect. To call it a crystal is a stretch, though.
ITEM_20150317_003263	Sealed Stone's Voice
ITEM_20150317_003264	The voice of the soul sealed within the Sealed Stone. You can hear a faint whisper from it.
ITEM_20150317_003265	Crystal of Restriction
ITEM_20150317_003266	A crystal infused with magic to prevent the sealed soul from escaping.
ITEM_20150317_003267	Variation Mediator
ITEM_20150317_003268	The Variation Mediator substance that the Variation Magician Furry Odd asked you to collect.
ITEM_20150317_003269	Hardened Black Crystal
ITEM_20150317_003270	A crystal that has been carelessly burnt.
ITEM_20150317_003271	Flame Charm
ITEM_20150317_003272	A burning charm. Because it was in a monster's stomach, it is wet and smells bad.
ITEM_20150317_003273	Silver Dye for Magical Tattoo
ITEM_20150317_003274	Silver dye used for Simon Shaw's tattoo. It is relatively easy to get.
ITEM_20150317_003275	Cordelier's Parchment
ITEM_20150317_003276	Parchment Cordelier gave you. Although coal powder has been used, it is hard to see the letters because the parchment has darkened.
ITEM_20150317_003277	Fallenlem Core
ITEM_20150317_003278	Contains a power source that moves the Fallenlem. Grita, who can't use magic, needs it.
ITEM_20150317_003279	Flame Crystal
ITEM_20150317_003280	Needed to stabilize the Flame Gem.
ITEM_20150317_003281	Bagworm's Body Fluid
ITEM_20150317_003282	Material needed to make a Bokor doll.
ITEM_20150317_003283	Thornball's Stem
ITEM_20150317_003284	Follower's Memo
ITEM_20150317_003285	A method for removing thorny vines is written on the paper.
ITEM_20150317_003286	Match
ITEM_20150317_003287	An ember to burn the thorny vines.
ITEM_20150317_003288	Acid Solution
ITEM_20150317_003289	A strong acid solution that can melt through thorn vines.
ITEM_20150317_003290	Magic Crystal
ITEM_20150317_003291	A crystal needed to remove thorn vines by holy power. It needs charging and refining to be used.
ITEM_20150317_003292	Thornball Remains
ITEM_20150317_003293	Thornball Wreckage burns well, even in rain.
ITEM_20150317_003294	Some fluid with a sour smell that oozed out from a toenail.
ITEM_20150317_003295	Horrible-Smelling Body Fluid
ITEM_20150317_003296	A useful fluid for flushing out the mini Griba that has become a parasite on Greepelli's hair.
ITEM_20150317_003297	Adele's Ring
ITEM_20150317_003298	Adele treasures this ring. Let's get it back to Adele.
ITEM_20150317_003299	Truffle's Poisonous Mushroom
ITEM_20150317_003300	A poisonous mushroom from Truffle. Most people think it's a horn.
ITEM_20150317_003301	A strong acidic solution that can melt through thorn stems.
ITEM_20150317_003302	Operer's Stinger
ITEM_20150317_003303	An Operor's saliva that has the power to purify corrupted magical crystals.
ITEM_20150317_003304	Refined Magic Crystal
ITEM_20150317_003305	A completely purified magical crystal. It can remove the thorn vines blocking the path.
ITEM_20150317_003306	Coliflower Sap
ITEM_20150317_003307	Highly volatile sap. Essential for burning away wet thorn vines.
ITEM_20150317_003308	Stimulants
ITEM_20150317_003309	A medicine effective in restoring one's mind.
ITEM_20150317_003310	Power Crystal
ITEM_20150317_003311	A crystal of power gotten from defeating Corylus. It is used to make a crystal of light.
ITEM_20150317_003312	Magical Enchantment Crystal
ITEM_20150317_003313	A crystal filled with enough energy to activate the underground enchantment.
ITEM_20150317_003314	Operation Map
ITEM_20150317_003315	Visual plans, where you can see the goal area for the operation. It is in the middle.
ITEM_20150317_003316	Thorn Pollen
ITEM_20150317_003317	Pollen used to exorcise evil spirits.
ITEM_20150317_003318	Lever Handle Latch
ITEM_20150317_003319	A latch used to tie down the handle of the cable car's lever.
ITEM_20150317_003320	Gear
ITEM_20150317_003321	A metal part shaped like a wheel that monsters had stolen. It is clearly a part of the cable car.
ITEM_20150317_003322	Plateau Sugar Beets
ITEM_20150317_003323	Sweet tasting Plateau specialty sugar beets. Young animals love them.
ITEM_20150317_003324	Cable Car Parts
ITEM_20150317_003325	Parts acquired from around the broken cable car
ITEM_20150317_003326	Thorn Pollen Stimulant
ITEM_20150317_003327	Good medicine for when the atmosphere becomes contaminated and hazy.
ITEM_20150317_003328	Blue Fragaras Petal
ITEM_20150317_003329	A Fragaras' resin is an effective exorcising material.
ITEM_20150317_003330	Ritualistic Rope
ITEM_20150317_003331	A ceremonial rope carried by a Panto Shaman
ITEM_20150317_003332	Enchanted Mane
ITEM_20150317_003333	A mane taken from the nape of a defeated Mushcaria
ITEM_20150317_003334	Divine Sphere
ITEM_20150317_003335	A legendary holy sphere used to defeat Gesti. Seems like it's not the right time to use this.
ITEM_20150317_003336	A legendary holy sphere used to defeat Gesti. It needs to be recharged before it can be used.
ITEM_20150317_003337	A legendary holy sphere used to defeat Gesti. It's ready to be used.
ITEM_20150317_003338	Purification Voodoo Doll Summon Scroll
ITEM_20150317_003339	A catalyst containing a Voodoo Doll. Activates the Voodoo Doll when used.
ITEM_20150317_003340	Igniter
ITEM_20150317_003341	An igniter found in a beacon mound.
ITEM_20150317_003342	Counterfeit Goods
ITEM_20150317_003343	Counterfeit goods passed to you from Kevin. They're not finished.
ITEM_20150317_003344	Divine Crystal
ITEM_20150317_003345	Lowers the strength of monsters when used on them.
ITEM_20150317_003346	Destroyed Altar Fragment
ITEM_20150317_003347	A piece broken off from the altar on the second floor of the Cathedral
ITEM_20150317_003348	Lesser Potion of Light
ITEM_20150317_003349	When used, you become invisible to demons for 10 seconds. The effect disappears if you attack or take damage.
ITEM_20150317_003350	Lesser Bead of the Divine Spirit
ITEM_20150317_003351	When used, a Divine Spirit appears and provokes nearby demons.
ITEM_20150317_003352	Revelator's Proof
ITEM_20150317_003353	An index describing how to obtain the Legendary Key from the West Barrier.
ITEM_20150317_003354	Seal of Space
ITEM_20150317_003355	A special key for finding revelations and hidden places.
ITEM_20150317_003356	Merog Spittle
ITEM_20150317_003357	It creates an awakening effect if it is mixed with Thorn Flower Powder Stimulant.
ITEM_20150317_003358	Enhanced Thorn Flower Stimulant
ITEM_20150317_003359	It has a better effect than the Thorn Flower Powder.
ITEM_20150317_003360	Thorn Flower Fluid
ITEM_20150317_003361	It has an awakening effect if mixed with a Merog's spit.
ITEM_20150317_003362	Slime's Body Liquid
ITEM_20150317_003363	Material requested by the Elementalist Master to prove your qualification.
ITEM_20150317_003364	Hallowventer Bone Piece
ITEM_20150317_003365	Graveyard Golem Activation Core
ITEM_20150317_003366	Dew Recepticle
ITEM_20150317_003367	A vessel to hold water enchanted with spiritual power.
ITEM_20150317_003368	Flimsy Charm
ITEM_20150317_003369	Altar Base Material.
ITEM_20150317_003370	An enemy that dies with this charm attached to it is supposed to be under our control but.. It seems kind of shabby.
ITEM_20150317_003371	Soul Pot
ITEM_20150317_003372	A pot filled with the magical energy that flows through the Royal Mausoleum.
ITEM_20150317_003373	Black Maize Venom
ITEM_20150317_003374	Ingredient necessary to redecorate the Obelisk. It has a high level of acidity.
ITEM_20150317_003375	Paralysis Powder
ITEM_20150317_003376	Paralysis Powder that can stun the Black Maize in Rhombuspaving Dale.
ITEM_20150317_003377	White Oak Sap
ITEM_20150317_003378	Ingredient necessary for the paint used in painting inscriptions onto the Obelisk. It's black in color.
ITEM_20150317_003379	Dye Coating
ITEM_20150317_003380	Ingredient necessary to redecorate the Obelisk. It's very sticky.
ITEM_20150317_003381	Paladin Scroll
ITEM_20150317_003382	A scroll used to mark the divine symbol of a Paladin onto demons
ITEM_20150317_003383	Shrine Offering Tools
ITEM_20150317_003384	The sacred energies of the Shrine still infuse them.
ITEM_20150317_003385	Confinement Key
ITEM_20150317_003386	A key to release the restraint ward tied by Goddess Saule
ITEM_20150317_003387	Nikotia Herbs
ITEM_20150317_003388	A great herb requested by the Cleric Master.
ITEM_20150317_003389	Goddess Offering Pocket
ITEM_20150317_003390	An offering pocket that clerics use to worship the Goddess Statue.
ITEM_20150317_003391	Balm
ITEM_20150317_003392	A balm used to repair Goddess Statue. It has an unusual, but gentle scent.
ITEM_20150317_003393	Boss Decision
ITEM_20150317_003394	Hardened Oil
ITEM_20150317_003395	It has a pronounced effect.
ITEM_20150317_003396	Peltasta Shield
ITEM_20150317_003397	A shield requested of the Fletcher Master from the Peltasta Master.
ITEM_20150317_003398	Dock Permit
ITEM_20150317_003399	A necessary permit needed for a ship to enter the port.
ITEM_20150317_003400	Navigator's Chart
ITEM_20150317_003401	A necessary map for sailing. It describes the ocean currents and wind directions.
ITEM_20150317_003402	Contract
ITEM_20150317_003403	What kind of contract is this?
ITEM_20150317_003404	Whetstone Bag
ITEM_20150317_003405	A bag that can hold a lot of whetstones.
ITEM_20150317_003406	Moya Body Fluid Sample
ITEM_20150317_003407	A body fluid sample extracted from a Moya.
ITEM_20150317_003408	Intermediate Arrow Sample
ITEM_20150317_003409	An arrow sample created by the Fletcher Master. It has good balance.
ITEM_20150317_003410	Sounding Wood
ITEM_20150317_003411	Wood that the Fletcher Master is looking for. It produces a fine timbre when knocked on.
ITEM_20150317_003412	Grime-Encrusted Tree
ITEM_20150317_003413	There is a clear sound coming from one of these trees. Let's knock on the tree and investigate.
ITEM_20150317_003414	Simple Tube
ITEM_20150317_003415	A simple tube that can shoot a neruotoxin dart.
ITEM_20150317_003416	Synthetic Poison
ITEM_20150317_003417	A special poison made from a Stoulet's bodily fluids. It only reacts with the neurotoxin dart used with the Simple Tube.
ITEM_20150317_003418	Phalanx Tactics
ITEM_20150317_003419	An easy tactic made for beginner Centurions, it is nonetheless difficult to remember without practice.
ITEM_20150317_003420	Flare
ITEM_20150317_003421	A flare mainly used by Scouts. Used to find hidden monsters.
ITEM_20150317_003422	Stone Rubbing
ITEM_20150317_003423	A rubbing of Lydia Schaffen requested by the Quarrel Shooter Master for testing.
ITEM_20150317_003424	Heavily Cursed Jewel
ITEM_20150317_003425	A jewel suffering from a very powerful curse. It seems to be continuously calling to someone.
ITEM_20150317_003426	Mothstem's Fire Jar
ITEM_20150317_003427	Jar of fire obtained from  Mostems. Mostems treasure them.
ITEM_20150317_003428	Blue Fisherman Bones
ITEM_20150317_003429	Blue Fisherman Bones. It too small to hold.
ITEM_20150317_003430	Lepusbunny's Guts
ITEM_20150317_003431	Feels terrible
ITEM_20150317_003432	Harpeia's Beak
ITEM_20150317_003433	The beak of a Harpeia. It is very sharp.
ITEM_20150317_003434	Smoke Grenade
ITEM_20150317_003435	Used to easily escape from enemies during a crisis. Bang!
ITEM_20150317_003436	Orb of Provocation
ITEM_20150317_003437	An orb very useful for taunting enemies
ITEM_20150317_003438	Lasso
ITEM_20150317_003439	A rope with a noose attached to it. Used for throwing and tying up enemies.
ITEM_20150317_003440	Sapper Master's Introduction Letter
ITEM_20150317_003441	Letter of introduction that Sapper Master wrote to the Highlander Master
ITEM_20150317_003442	Highlander Master's Proof
ITEM_20150317_003443	Confirmation from the Highlander Master that you accomplished all of the necessary requirements for advancement.
ITEM_20150317_003444	Tanu's Purifying Stone
ITEM_20150317_003445	Crystal with Tanu's ability to purify
ITEM_20150317_003446	Skill Item
ITEM_20150317_003447	Use skill item
ITEM_20150317_003448	Canyon Metos Sap
ITEM_20150317_003449	Liquid extracted from Gorge Metoses. It is used as an ingredient in medicine used for alleviating mental illness symptoms.
ITEM_20150317_003450	Relic Memorandum
ITEM_20150317_003451	Kepeck's record of relics transcribed verbatim. Only the shape and size of the relics are recorded.
ITEM_20150317_003452	Memorial Rubbings
ITEM_20150317_003453	Rubbings requested by the epigraphist Smith
ITEM_20150317_003454	A torn letter found from a dead body. Let's find a place to place the relics.
ITEM_20150317_003455	Zubeck's Secret Moves
ITEM_20150317_003456	A scroll describing the secret moves of the legendary thief, Zubeck. Grants 1 Stat Point when used.
ITEM_20150317_003457	Jewel of Prominence
ITEM_20150317_003458	Gem containing an aura of fire. It will be helpful to the Goddess Gabija.
ITEM_20150317_003459	Languid Herb
ITEM_20150317_003460	A herb that makes one feel languid
ITEM_20150317_003461	Strongly Scented Soul Flower
ITEM_20150317_003462	A flower with a powerful fragrance. There is a rumor that souls inhabit this flower.
ITEM_20150317_003463	Useful Bomb
ITEM_20150317_003464	Explosives made to prevent monsters from advancing into Andale Village.
ITEM_20150317_003465	Languid Herb Bomb
ITEM_20150317_003466	The chemical essence of the Languid Herb has been concentrated for use in this bomb.
ITEM_20150317_003467	Sparnas Bait
ITEM_20150317_003468	A bait used to attract Sparnas. It made by lumping together old grains.
ITEM_20150317_003469	Simple Supplies
ITEM_20150317_003470	Supplies requested by the supplier to be delivered to the Danus unit.
ITEM_20150317_003471	Scot's First Report
ITEM_20150317_003472	A report of the forgotten Naru's development records.
ITEM_20150317_003473	Supply Pouch
ITEM_20150317_003474	A pouch of supplies looted by Vubbes. Let's take these to Yukurt to investigate the odd behaviour of the Vubbes.
ITEM_20150317_003475	Ducky Fat
ITEM_20150317_003476	Fat that reeks with a Ducky's scent.
ITEM_20150317_003477	Toolbox
ITEM_20150317_003478	Full of tools used to repair the scarecrow.
ITEM_20150317_003479	Death Marker
ITEM_20150317_003480	A marker found from Chapparition. The voices of the killed innocents echo from it.
ITEM_20150317_003481	A necklace that a ghost asked you to take to his younger brother. A modest pendant is attached to it.
ITEM_20150317_003482	A bag full of money. What was the Reaper doing with this?
ITEM_20150317_003483	Messenger's Note
ITEM_20150317_003484	A messenger's hastily scribbled note. It describes a great threat.
ITEM_20150317_003485	Ancient Writings
ITEM_20150317_003486	There are verses on it to appease the souls of those who died while researching the Royal Mausoleum.
ITEM_20150317_003487	Wizard's Torn Page
ITEM_20150317_003488	A page torn from a book. It looks like the author is Shaman Show.
ITEM_20150317_003489	Mark of a Pilgrim
ITEM_20150317_003490	A pilgrim's mark swallowed by a monster. The owner is nowhere to be found.
ITEM_20150317_003491	Great Cathedral Marble Parts
ITEM_20150317_003492	Marble Parts found attached to the monsters in the Cathedral.
