ETC_20150317_000001	Kepa
ETC_20150317_007413	Give the experience of a certain percentage
ETC_20150317_007414	%s% of the experience value cycle
ETC_20150317_007415	Logout
ETC_20150317_007416	Love
ETC_20150317_007417	Victory
ETC_20150317_007418	Best
ETC_20150317_007419	Follow
ETC_20150317_007420	Help
ETC_20150317_007421	Hi
ETC_20150317_007422	No!
ETC_20150317_007423	Sorry
ETC_20150317_007424	Thanks
ETC_20150317_007425	Good
ETC_20150317_007426	Greetings
ETC_20150317_007427	Salute
ETC_20150317_007428	Cheer
ETC_20150317_007429	Hearts
ETC_20150317_007430	Hadouken
ETC_20150317_007431	Surprised
ETC_20150317_007432	Cry
ETC_20150317_007433	Red Tree Rumor
ETC_20150317_007434	Defeat Giant Red Wood Goblin
ETC_20150317_007435	According to the travelers who passed through the Starving Demon's Way a few days ago,
ETC_20150317_007436	appeared and attacked the person. The rumor is the stolen item is going to be returned
ETC_20150317_007437	Once defeat them.
ETC_20150317_007438	Spider under darkness
ETC_20150317_007439	According to a rumor from Fedimian Suburbs, when Pilgrims pilgrimage on the Ray-lit Land
ETC_20150317_007440	appeared at back and took the pilgrims.
ETC_20150317_007441	If you defeat it, you will have both the respect and stolen items.
ETC_20150317_007442	Timid Robber
ETC_20150317_007443	Defeat Templeshooter
ETC_20150317_007444	The ones who survived from the destroyed city are either losing their lives or being stolen from the Scattered Stairway that is on the way to Fedimian. According to what survivors said
ETC_20150317_007445	Robber is mainly attacking the rich person.
ETC_20150317_007446	If you defeat them, you have the booty.
ETC_20150317_007447	Sanctum Pilgrimage
ETC_20150317_007448	Activate Sanctum Device
ETC_20150317_007449	Lots of Revelators are traveling various collapsed places in the world to look for the arrangement of the goddesses. While they were doing so, they found a place that looks to be the sanctum at Scattered Stairway. If you could recover and use it, you will be the hero to the ones who travel to that region.
ETC_20150317_007450	Suspicious spell device
ETC_20150317_007451	Activate spell device
ETC_20150317_007452	According to what Scouts reported, they found the magical device that they didn't see before at the hillside of Purple Tree Fault Forest. They tried to activate it, but since there are too many monsters nearby, they just fled away. Someone should try activating it and see what effects there will be.
ETC_20150317_007453	Hire Mercenary!
ETC_20150317_007454	Protect big merchant Gilliam
ETC_20150317_007455	There is news that Gilliam, a big merchant who did not sell items to anyone, has been placed at the crossroad of a new city.
ETC_20150317_007456	Basic Session
ETC_20150317_007457	Quest Hitme Reward
ETC_20150317_007458	Run away from the monster-safe area
ETC_20150317_007459	Make 
ETC_20150317_007460	Attached Effect
ETC_20150317_007461	Trap Box
ETC_20150317_007462	Crystal Mine Diary
ETC_20150317_007463	Create code
ETC_20150317_007464	Rest Mode
ETC_20150317_007465	Create bonfire (2)
ETC_20150317_007466	Create bonfire (3)
ETC_20150317_007467	Create bonfire (4)
ETC_20150317_007468	Commander Vacenin (3)
ETC_20150317_007469	Trading Info
ETC_20150317_007470	Collect Abandoned Graverobbing Equipment
ETC_20150317_007471	Bait for Demon (4)
ETC_20150317_007472	Search for relics (1)
ETC_20150317_007473	Search for relics (2)
ETC_20150317_007474	Unended request (5)
ETC_20150317_007475	Styptic of monster
ETC_20150317_007476	Disappeared Guard
ETC_20150317_007477	Collect Canyon Apynys
ETC_20150317_007478	Detour block (1)
ETC_20150317_007479	Detour block (2)
ETC_20150317_007480	Perfect defense (1)
ETC_20150317_007481	Perfect defense (2)
ETC_20150317_007482	Perfect defense (3)
ETC_20150317_007483	Absorb the Guardian Energy 
ETC_20150317_007484	Additional Pollution Prevention
ETC_20150317_007485	Search for follower Tomas (1)
ETC_20150317_007486	Search for follower Tomas (2)
ETC_20150317_007487	Obtain Coben's brother's diary
ETC_20150317_007488	Obtain Cockatrice Fat
ETC_20150317_007489	Check the monument using Cockatrice Fat
ETC_20150317_007490	Collect Hallowventer Charcoal
ETC_20150317_007491	Check the monument using Hallowventer Charcoal
ETC_20150317_007492	Charge the Strong Magical Power Absorption Jar
ETC_20150317_007493	Check the contents of the monument
ETC_20150317_007494	Illusion Tower (1)
ETC_20150317_007495	Illusion Tower (2)
ETC_20150317_007496	Illusion Tower (3)
ETC_20150317_007497	Obtain Purified Essence
ETC_20150317_007498	Attach the Holy Bomb
ETC_20150317_007499	Collect Spiritual Stone
ETC_20150317_007500	Information for the barrier (3)
ETC_20150317_007501	Siauliai Miners' Village (1)
ETC_20150317_007502	Collect the Relief Supplies
ETC_20150317_007503	Mine Manager's Misunderstanding (1)
ETC_20150317_007504	Gather stones for reinforcement
ETC_20150317_007505	Mine Manager's Misunderstanding (2)
ETC_20150317_007506	Take the refugee couple to the Healer Lady
ETC_20150317_007507	Rescue the Kidnapped Villagers (1)
ETC_20150317_007508	Vubbe Sentinel
ETC_20150317_007509	Rescue the Kidnapped Villagers (2)
ETC_20150317_007510	Rescue the Kidnapped Villagers (3)
ETC_20150317_007511	To the Mines (3)
ETC_20150317_007512	Disturbance of the monster blocked the way (2)
ETC_20150317_007513	Disturbance of the monster blocked the way (6)
ETC_20150317_007514	Disturbance of the monster blocked the way (8)
ETC_20150317_007515	Search the northern areas
ETC_20150317_007516	Expel Sequoia
ETC_20150317_007517	Receive the Ghost's Essence in Kateen
ETC_20150317_007518	Blue Soul Stone Acquisition 
ETC_20150317_007519	Red Soul Stone Acquisition 
ETC_20150317_007520	Help an Ardent Owl Statue
ETC_20150317_007521	Lost Package Collection
ETC_20150317_007522	Pilgrim memorial stone Writing
ETC_20150317_007523	Recover Soldier's Body
ETC_20150317_007524	Collect Butterfly Fragrance at Butterfly Tomb
ETC_20150317_007525	Check the neglected wagon
ETC_20150317_007526	Memorial Ceremony (4)
ETC_20150317_007527	Guided Soul
ETC_20150317_007528	Save the soul
ETC_20150317_007529	Induce the souls
ETC_20150317_007530	Incorrect Salvation (3)
ETC_20150317_007531	Recover the Urn
ETC_20150317_007532	Confirm Soul Gate
ETC_20150317_007533	Remove Trap
ETC_20150317_007534	Search for a Great Pillar (1)
ETC_20150317_007535	Search for a Great Pillar (2)
ETC_20150317_007536	Search for a Great Pillar (3)
ETC_20150317_007537	Defeat Boowooks near a Royal Cube so it can absorb them
ETC_20150317_007538	Trial of King Zachariel the Great (1)
ETC_20150317_007539	Put the Power Sources in the containers
ETC_20150317_007540	Trial of King Zachariel the Great (2)
ETC_20150317_007541	Recharge the Soul Pot by luring Madakia
ETC_20150317_007542	Listen to the advice of King Zachariel the Great
ETC_20150317_007543	Charge the Absorbing Gem
ETC_20150317_007544	Fill the Jewel with Flame Vapor
ETC_20150317_007545	Fill the Jewel with Essence of Fire
ETC_20150317_007546	Information on Magic Control Valves
ETC_20150317_007547	Destroy Trap
ETC_20150317_007548	Rescue Paladin (3)
ETC_20150317_007549	Listen to the next plan from Commander Raimondas
ETC_20150317_007550	Find the animal's dead body
ETC_20150317_007551	Deliver the Divine Sphere to Paladin (1)
ETC_20150317_007552	Deliver the Divine Sphere to Paladin (2)
ETC_20150317_007553	Charge the Tree Guard Post Barrier with demon souls
ETC_20150317_007554	Deliver the Divine Sphere to Paladin (3)
ETC_20150317_007555	Deliver the Divine Sphere to Paladin (8)
ETC_20150317_007556	Identity of the great evil
ETC_20150317_007557	Deliver the Divine Sphere to Paladin (8)
ETC_20150317_007558	Deliver the Divine Sphere to Paladin (5)
ETC_20150317_007559	Deliver the Divine Sphere to Paladin (6)
ETC_20150317_007560	Manipulate the Demon Summoning Circles
ETC_20150317_007561	Destroy the Rebel Army Records
ETC_20150317_007562	Guard Keepsake Collection 
ETC_20150317_007563	Move to Katyne Forest though Fallen Tree Garden
ETC_20150317_007564	Good Quality Whetstone Collection
ETC_20150317_007565	Use Smoke Bomb
ETC_20150317_007566	Defeat Abomination
ETC_20150317_007567	Provoke the enemy to use a provocation mine concession
ETC_20150317_007568	Use a rope for cop
ETC_20150317_007569	Ruklys of memorial (3)
ETC_20150317_007570	Curiosity kills a epigraphist (1)
ETC_20150317_007571	Curiosity kills a epigraphist (2)
ETC_20150317_007572	Lydia Schaffen is leaving zeolite (1)
ETC_20150317_007573	Activated Guard Device
ETC_20150317_007574	Rexipher treatment
ETC_20150317_007575	Chafer's Attack
ETC_20150317_007576	 - Press this to open Skill window and learn skills
ETC_20150317_007577	Bait for Demons (1)
ETC_20150317_007578	Bait for Demons (2)
ETC_20150317_007579	Bait for Demons (3)
ETC_20150317_007580	Defeat the monster to use a experimental bait
ETC_20150317_007581	Bait for Demons (5)
ETC_20150317_007582	By corner of Katin Forest
ETC_20150317_007583	Retrieve Supplies
ETC_20150317_007584	A stray soldier
ETC_20150317_007585	Wake up the sleeping Boowook
ETC_20150317_007586	Negotiation (3)
ETC_20150317_007587	Trap
ETC_20150317_007588	Revealment
ETC_20150317_007589	First Soldier
ETC_20150317_007590	Request from Drasius
ETC_20150317_007591	Second Soldier
ETC_20150317_007592	Offer worship to the Statue of Goddess Zemyna
ETC_20150317_007593	Advice of Laimonas (4)
ETC_20150317_007594	To Klaipeda
ETC_20150317_007595	Third Soldier
ETC_20150317_007596	For Combat Soldier (3)
ETC_20150317_007597	Collect the stone parts
ETC_20150317_007598	Rescuing Aras (4)
ETC_20150317_007599	Rescuing Aras (5)
ETC_20150317_007600	Recapture the Eastern Woods (3)
ETC_20150317_007601	Recapture the Eastern Woods (4)
ETC_20150317_007602	Find a clue from Popolions
ETC_20150317_007603	Commission of Aras (4)
ETC_20150317_007604	Attacked Adventurer
ETC_20150317_007605	Memorial Stone of adventure (1)
ETC_20150317_007606	Use the research result
ETC_20150317_007607	Check the research result
ETC_20150317_007608	Collect Stone to craft with
ETC_20150317_007609	Fine the trace of scout
ETC_20150317_007610	Collect the Essence of Fire
ETC_20150317_007611	Statue of Goddess Vakarine, Western Woods
ETC_20150317_007612	Statue of Goddess Zemyna, Western Woods
ETC_20150317_007613	Statue of Goddess Vakarine, Eastern Woods
ETC_20150317_007614	Statue of Goddess Vakarine, Miners' Village
ETC_20150317_007615	Statue of Goddess Zemyna, Miners' Village
ETC_20150317_007616	First Scroll to save the reference
ETC_20150317_007617	Second Scroll to save the reference
ETC_20150317_007618	Third Scroll to save the reference
ETC_20150317_007619	Fifth Scroll to save the reference
ETC_20150317_007620	First Scroll to save the reference
ETC_20150317_007621	Treat Patient from Miners' Village
ETC_20150317_007622	Achieved Lv. 6 enhancement on spear-type equipment
ETC_20150317_007623	Achieved Lv. 6 enhancement on shield-type equipment
ETC_20150317_007624	Track
ETC_20150317_007625	Recapture the Eastern Woods (1)
ETC_20150317_007626	1 sheet of Magic Research Reference 
ETC_20150317_007627	2 sheet of Magic Research Reference 
ETC_20150317_007628	3 sheet of Magic Research Reference 
ETC_20150317_007629	Test the bombs on monsters in East Siauliai Woods 
ETC_20150317_007630	Boss Monster Card
ETC_20150317_007631	Put the sun's pot to the center of reading room
ETC_20150317_007632	First Shield of Fedimian
ETC_20150317_007633	Second Shield of Fedimian
ETC_20150317_007634	Third Shield of Fedimian
ETC_20150317_007635	Treat the injured people
ETC_20150317_007636	Find the document related with Naktis
ETC_20150317_007637	Bokor Master's Answer
ETC_20150317_007638	Open Pyromancer's Box
ETC_20150317_007639	Crazy but Faithful Archivist
ETC_20150317_007640	Request of the Archivist (2)
ETC_20150317_007641	Historian sacrificed
ETC_20150317_007642	Archive the Royal Mausoleum Artifact
ETC_20150317_007643	Collect Dry Thorn Forest Wood
ETC_20150317_007644	Place to fire
ETC_20150317_007645	Guard Citizen
ETC_20150317_007646	Story of an Old Owl Statue
ETC_20150317_007647	Recurrent Grudge
ETC_20150317_007648	Awaken the memories of the Sleeping Owl Sculptures
ETC_20150317_007649	Mercenary of valley
ETC_20150317_007650	Special Device of Valley
ETC_20150317_007651	Disappeared Research Grop (3)
ETC_20150317_007652	Remove the Western Barrier
ETC_20150317_007653	Remove the Eastern Barrier
ETC_20150317_007654	Remove the Northern Barrier
ETC_20150317_007655	A Girl lost path (1)
ETC_20150317_007656	Find clues of the missing by looking through Saugas' pockets
ETC_20150317_007657	A Girl lost path (2)
ETC_20150317_007658	Disappeared Research Grop (4)
ETC_20150317_007659	Disappeared Research Grop (5)
ETC_20150317_007660	Request of the Archivist
ETC_20150317_007661	Parchment of the Archivist
ETC_20150317_007662	Ink of the Archivist
ETC_20150317_007663	Protect Archivist Jonas
ETC_20150317_007664	The Archivist and the Liaison Officer
ETC_20150317_007665	Hidden Archives
ETC_20150317_007666	Fear of the Archivist
ETC_20150317_007667	Request of Archivist
ETC_20150317_007668	Check the beacon mound
ETC_20150317_007669	Rousing Medicine
ETC_20150317_007670	Historian's Danger
ETC_20150317_007671	Retrieve Research Aid Supplies
ETC_20150317_007672	Activate 1st purification device
ETC_20150317_007673	Purifier held by the monster
ETC_20150317_007674	Hidden Purifier parts
ETC_20150317_007675	Activate purifier in 1st Gallery passage
ETC_20150317_007676	Miner's master keeping the path
ETC_20150317_007677	Activate purifier in 1st Gallery passage (3)
ETC_20150317_007678	Problem of the circulation purifier in 2nd mine
ETC_20150317_007679	Problem of energy transmission device
ETC_20150317_007680	Destroyer of the main purifier (4)
ETC_20150317_007681	Repair Scarecrow 
ETC_20150317_007682	Repair Scarecrow (2)
ETC_20150317_007683	Repair the Scarecrow
ETC_20150317_007684	Pointed Sense
ETC_20150317_007685	Secret Place (1)
ETC_20150317_007686	Girl's Soul
ETC_20150317_007687	Katin Middle Boss
ETC_20150317_007688	Temporarily stop event
ETC_20150317_007689	N/A
ETC_20150317_007690	N/A
ETC_20150317_007691	N/A
ETC_20150317_007692	N/A
ETC_20150317_007693	N/A
ETC_20150317_007694	N/A
ETC_20150317_007695	N/A
ETC_20150317_007696	N/A
ETC_20150317_007697	N/A
ETC_20150317_007698	N/A
ETC_20150317_007699	Difficult Couple (2)
ETC_20150317_007700	Sparnas dominated a brewery
ETC_20150317_007701	Lost Search Tool
ETC_20150317_007702	Sow Seeds
ETC_20150317_007703	Charge the orb with holy magic
ETC_20150317_007704	Demon Master Tautreemas Sealed 
ETC_20150317_007705	Treat the addled Revelators
ETC_20150317_007706	Suspicious Pot (1)
ETC_20150317_007707	Suspicious Pot (2)
ETC_20150317_007708	Suspicious Pot (3)
ETC_20150317_007709	Suspicious Chair
ETC_20150317_007710	Suspicious Paper (1)
ETC_20150317_007711	Suspicious Paper (2)
ETC_20150317_007712	Suspicious Box (1)
ETC_20150317_007713	Suspicious Box (2)
ETC_20150317_007714	Suspicious Woodpiles
ETC_20150317_007715	Suspicious Wheelchair
ETC_20150317_007716	Tattoo of Shaiman Shaw
ETC_20150317_007717	Demon Master Howbuck (1)
ETC_20150317_007718	Demon Master Howbuck (2)
ETC_20150317_007719	Gabija rescue
ETC_20150317_007720	Cable Car Near Miss (1)
ETC_20150317_007721	Cable Car near miss (2)
ETC_20150317_007722	Retrieve the lever handle latches
ETC_20150317_007723	Lure Baby Pantos with sugar beets
ETC_20150317_007724	To Repair a Cable Car (2)
ETC_20150317_007725	Find the Paladin Master again (1)
ETC_20150317_007726	Mission of the Paladin Master
ETC_20150317_007727	Verification Damage (1)
ETC_20150317_007728	Pick the herb asked by Cleric Master
ETC_20150317_007729	Offer worship to the Statue of Goddess Vakarine in Fedimian
ETC_20150317_007730	Manage the Statue of Goddess Vakarine in Fedimian
ETC_20150317_007731	Manage the Statue of Goddess Vakarine in Klaipeda
ETC_20150317_007732	Remove the source of corruption
ETC_20150317_007733	Use the Crest of Emptiness towards the girl near the portal
ETC_20150317_007734	Sanctum of Secrecy - Swordsman type_conditions
ETC_20150317_007735	Sanctum of Secrecy - Wizard type_conditions
ETC_20150317_007736	Sanctum of Secrecy - Archer type_conditions
ETC_20150317_007737	Sanctum of Secrecy - Cleric type_conditions
ETC_20150317_007738	Purpose of the secret box
ETC_20150317_007739	Passed Magician Owyn's quiz
ETC_20150317_007740	Answer Cordelier's quiz
ETC_20150317_007741	Answer Transmuter Furry Odd's quiz
ETC_20150317_007742	Got a sheet from a wizard's book inside the laboratory at Mage Tower 3F
ETC_20150317_007743	For Failure and Success
ETC_20150317_007744	Enter numbers to the chat window.
ETC_20150317_007745	For Open Sesame
ETC_20150317_007746	Defend yourself from the monsters
ETC_20150317_007747	Read to the tombstone at Dykyne Fork on the left
ETC_20150317_007748	Evil Goddess Statue
ETC_20150317_007749	Julius transformed into the Drapeliun, try to change him back
ETC_20150317_007750	Collect young leaves from Asellucho
ETC_20150317_007751	Clean the rotten food piles
ETC_20150317_007752	Find a scattered Tree Root Crystal Core
ETC_20150317_007753	Collect the back moss through Kowak
ETC_20150317_007754	Spray the back moss to transformed tree roots
ETC_20150317_007755	Find & release the real mutated Tree Root Crystal
ETC_20150317_007756	Defeat the monster after modifying the curse with transformation tree roots
ETC_20150317_007757	Bring nearby monsters to the treasure chest and defeat them
ETC_20150317_007758	Release the souls bound to the altar
ETC_20150317_007759	Testing Drug Experiment to scattered monsters
ETC_20150317_007760	Collect flowers
ETC_20150317_007761	Offer the flowers to the altar to comfort the soul
ETC_20150317_007762	Donate the appropriate silver to altar
ETC_20150317_007763	Defeat the monsters attracted to the altar 
ETC_20150317_007764	Collect Reed Dewdrops
ETC_20150317_007765	Remove the monster summon circle
ETC_20150317_007766	Protect an altar from monsters running
ETC_20150317_007767	Collect the flag to find the curse monsters through a faith's mark
ETC_20150317_007768	Protect a Goddess Statue from the ivy entangling it
ETC_20150317_007769	Pick a wild flower near the sanctum
ETC_20150317_007770	Collect the tombstone's dew
ETC_20150317_007771	Collect material of drug with monster live on reed root
ETC_20150317_007772	Prepare First Sap Pot
ETC_20150317_007773	Prepare Second Sap Pot
ETC_20150317_007774	Prepare Third Sap Pot
ETC_20150317_007775	1st Collect a sap pot 
ETC_20150317_007776	2st Collect a sap pot 
ETC_20150317_007777	3rd Collect a sap pot 
ETC_20150317_007778	Owl's Eternal (1)
ETC_20150317_007779	Destroyer (1)
ETC_20150317_007780	Protect yourself from monsters is attacking
ETC_20150317_007781	Defeat High Vubbe Archers and get Wooden Arrows!
ETC_20150317_007782	Throw the Wooden Arrows into the fire
ETC_20150317_007783	Steel the booty of Siaulamb
ETC_20150317_007784	 - press this key to use a Status Point
ETC_20150317_007785	To Klaipeda (5)
ETC_20150317_007786	Recapture Eastern Woods (2)
ETC_20150317_007787	Guard of Royal Path(2)
ETC_20150317_007788	Secret Place (2)
ETC_20150317_007789	Help of the messenger Nian
ETC_20150317_007790	To Historian Cyrenia Odell
ETC_20150317_007791	Decoy Material
ETC_20150317_007792	Fleeing Odell (2)
ETC_20150317_007793	Forger Sweep (5)
ETC_20150317_007794	Collect firewood
ETC_20150317_007795	Take out the forgeries from the Molding Pot
ETC_20150317_007796	Foreknowledge (1)
ETC_20150317_007797	Collect Shiny Tree Sap
ETC_20150317_007798	Position saw in dream (1)
ETC_20150317_007799	Position saw in dream
ETC_20150317_007800	Collect the antidote from people of Stone Pole Platform
ETC_20150317_007801	Activate the sealed device
ETC_20150317_007802	Check the royal device
ETC_20150317_007803	The discharge seal release of Dzurura in earlier than Rexipher
ETC_20150317_007804	Release a seal of Sviesa's altar
ETC_20150317_007805	Ruklys of memorial (2)
ETC_20150317_007806	Obtain the first tombstone piece
ETC_20150317_007807	Collect Dusty Fragment
ETC_20150317_007808	Ruklys re-evaluation (1)
ETC_20150317_007809	Ruklys re-evaluation (2)
ETC_20150317_007810	Collect Stumpy Tree Sap
ETC_20150317_007811	Obtain a buried ruins fragment
ETC_20150317_007812	Lydia Schaffen is leaving zeolite (2)
ETC_20150317_007813	Collect Long-Branched Tree Charcoal
ETC_20150317_007814	Third Rubbing
ETC_20150317_007815	Lydia Schaffen is leaving zeolite (4)
ETC_20150317_007816	Lydia Schaffen is leaving zeolite (5)
ETC_20150317_007817	Flurry's Epitaph (7)
ETC_20150317_007818	Request of solicitor Eden
ETC_20150317_007819	N/A
ETC_20150317_007820	Open the front gate of Sanctum (4)
ETC_20150317_007821	Release the barrier
ETC_20150317_007822	Move to experimental place
ETC_20150317_007823	Find the related military official in Fedimian
ETC_20150317_007824	Enter the Petrified City
ETC_20150317_007825	Check the Plaza
ETC_20150317_007826	Check B area
ETC_20150317_007827	Check C area
ETC_20150317_007828	Check the collapsed plaza walls
ETC_20150317_007829	Check blacksmith distance
ETC_20150317_007830	Remove the weakened Petrifying Frost
ETC_20150317_007831	Petrification Frost Forecast (3)
ETC_20150317_007832	Defeat the Dico Tomb robber
ETC_20150317_007833	Retrieve stolen supplies
ETC_20150317_007834	Past Monitoring
ETC_20150317_007835	Check the portal of army district
ETC_20150317_007836	Check the portal of novle district
ETC_20150317_007837	Check the portal of Drasa high place demolition
ETC_20150317_007838	Ruklys Check the large square of portal
ETC_20150317_007839	Deliver supplies covered with body odor
ETC_20150317_007840	Coat the monster's body odor
ETC_20150317_007841	Destroy the Floating Petrified Records
ETC_20150317_007842	Attach the Royal Army flyers
ETC_20150317_007843	Listen to the last word
ETC_20150317_007844	Acquire the keepsake
ETC_20150317_007845	Victim Liberation
ETC_20150317_007846	Truth transmission of Ruklys
ETC_20150317_007847	Use a Petrifaction Fusion
ETC_20150317_007848	Cordiality of Moses Diesel (3)
ETC_20150317_007849	The first Thorn Gate (1)
ETC_20150317_007850	The first Thorn Gate (2)
ETC_20150317_007851	The second Thorn Gate (1)
ETC_20150317_007852	Chafer Decoy
ETC_20150317_007853	The second Thorn Gate (2)
ETC_20150317_007854	The third Thorn Gate (1)
ETC_20150317_007855	Recharge Magic Crystals
ETC_20150317_007856	The third Thorn Gate (2)
ETC_20150317_007857	The third Thorn Gate (3)
ETC_20150317_007858	The first Thorn Gate (3)
ETC_20150317_007859	Melt a thorn tunnel to use an acidity solution
ETC_20150317_007860	Use the Magic Crystal to remove the thorny vines
ETC_20150317_007861	Open the front temple gate (1)
ETC_20150317_007862	Open the front temple gate (2)
ETC_20150317_007863	Activate Apsauga Altar barrier 
ETC_20150317_007864	Deceive Pawndel to the Apsauga Altar
ETC_20150317_007865	Deceive Pawnd to the Apsauga Altar
ETC_20150317_007866	Convert demons
ETC_20150317_007867	Activate the Globejas Altar barrier (1)
ETC_20150317_007868	Unexpected action
ETC_20150317_007869	Stolen Seal of Space
ETC_20150317_007870	Insert a fragment to the central pillar (1)
ETC_20150317_007871	Insert a fragment to the central pillar (2)
ETC_20150317_007872	Insert a fragment to the central pillar (3)
ETC_20150317_007873	Insert a fragment to the central pillar (4)
ETC_20150317_007874	Insert a fragment to the central pillar (5)
ETC_20150317_007875	Insert a fragment to the central pillar (6)
ETC_20150317_007876	Insert a fragment to the central pillar (7)
ETC_20150317_007877	Insert a fragment to the central pillar (8)
ETC_20150317_007878	Activate the Malda Altar Barrier (2)
ETC_20150317_007879	Defeat Gesti
ETC_20150317_007880	Find a secret sanctum
ETC_20150317_007881	Collect Spiritually Enchanted Sap
ETC_20150317_007882	Check the charm effect to Panto spearman
ETC_20150317_007883	Control the Pantos to defeat the Large Panto Spearman
ETC_20150317_007884	The Panto became friendly
ETC_20150317_007885	Capture the suspicious movement 
ETC_20150317_007886	Capture the suspicious movement (1)
ETC_20150317_007887	Capture the suspicious movement (2)
ETC_20150317_007888	Capture the suspicious movement (3)
ETC_20150317_007889	Capture the suspicious movement (4)
ETC_20150317_007890	Capture the suspicious movement (5)
ETC_20150317_007891	Surprise Attack of Maegro
ETC_20150317_007892	Load of Bramble, Gaigalas
ETC_20150317_007893	Create a enhanced thorn pollen stimulant to mix with a Maegro's Mspittle and a Pollen stimulant
ETC_20150317_007894	Load of Bramble, Molich
ETC_20150317_007895	Bramble punished
ETC_20150317_007896	Activate a Obelisk
ETC_20150317_007897	Don't fall for the Beholder's trick
ETC_20150317_007898	Portal do not open (1)
ETC_20150317_007899	Defeat the monsters that reacted to the altar's power
ETC_20150317_007900	Plan of Bishop (1)
ETC_20150317_007901	Obtain Spirit Essences
ETC_20150317_007902	Look for a complete scripture for the Bishop's Spirit
ETC_20150317_007903	Suspicious Devices of Main Chamber (1)
ETC_20150317_007904	Release Maven's device
ETC_20150317_007905	Plan of Bishop (3)
ETC_20150317_007906	Use a soul summon bible item to open an inventory
ETC_20150317_007907	Stolen Mayvern's stuff
ETC_20150317_007908	Insert the Relic of Mercy into the altar
ETC_20150317_007909	Insert the Relic of Salvation into the altar
ETC_20150317_007910	Use the Orb of Divine Detection to find Graceful Relics
ETC_20150317_007911	Threated Priest 
ETC_20150317_007912	Receive a research report with priest in Grand Corridor
ETC_20150317_007913	Receive a research report with priest in Penitence Route
ETC_20150317_007914	Receive a research report with priest in Sanctuary
ETC_20150317_007915	Find a stuff the hidden by Mayvern to use solove the Mayvern's device
ETC_20150317_007916	Find a key to release the Mayvern's device to use a slate
ETC_20150317_007917	Scattered documents in Grand Corridor (2)
ETC_20150317_007918	Watch for Reagent's Effects
ETC_20150317_007919	Collect the herb
ETC_20150317_007920	Surprise Attack of Demons
ETC_20150317_007921	Monitor the pilgrim's reaction to the meat
ETC_20150317_007922	Operate a purification's altar
ETC_20150317_007923	Cold Bishop (1)
ETC_20150317_007924	Cold Bishop (2)
ETC_20150317_007925	Fine the recipe written how to transform monsters
ETC_20150317_007926	Block the monster's attack while making a drug
ETC_20150317_007927	Tell Demons the Mayvern's device position
ETC_20150317_007928	Solve Maven's secret device
ETC_20150317_007929	Release the left Seal Candlestick's barrier
ETC_20150317_007930	Release the right Seal Candlestick's barrier
ETC_20150317_007931	Find the hidden path using the keys
ETC_20150317_007932	Surprise Attack
ETC_20150317_007933	Fight with the Priest of Evidence and win
ETC_20150317_007934	Street Corner Block
ETC_20150317_007935	Find the cathedral's things (1)
ETC_20150317_007936	Find the cathedral's things
ETC_20150317_007937	Petrified Book Rubbing
ETC_20150317_007938	Quest Buff
ETC_20150317_007939	Move to Fallen Worry Forest through Gate Route and Spineheart Dale
ETC_20150317_007940	Move to Leaf Veil Plateau
ETC_20150317_007941	I will move to Fedimian
ETC_20150317_007942	Get leather from Jukopus
ETC_20150317_007943	Get leather from Vubbe Thief
ETC_20150317_007944	N/A
ETC_20150317_007945	Roaming AI
ETC_20150317_007946	Using the EXP Card
ETC_20150317_007947	N/A
ETC_20150317_007948	Simple Example (1)
ETC_20150317_007949	Simple Example (2)
ETC_20150317_007950	Simple Example (3)
ETC_20150317_007951	Interim Example (1)
ETC_20150317_007952	Interim Example (2)
ETC_20150317_007953	Final Example (1)
ETC_20150317_007954	Drop Management
ETC_20150317_007955	Klaipeda Manager
ETC_20150317_007956	Event Zone
ETC_20150317_007957	Compensation for Treasure Drop
ETC_20150317_007958	It disappears when the NPC is gone.
ETC_20150317_007959	NPC for Body Color
ETC_20150317_007960	Monster Summoner
ETC_20150317_007961	Monster effects and color changer
ETC_20150317_007962	Check your shared kills with the NPC
ETC_20150317_007963	A crack appeared
ETC_20150317_007964	Follower Vitri
ETC_20150317_007965	Royal Mausoleum 32 Boowook
ETC_20150317_007966	Royal Mausoleum 32 Cube
ETC_20150317_007967	Stake
ETC_20150317_007968	Tomb Cube Group Meeting
ETC_20150317_007969	N/A
ETC_20150317_007970	N/A
ETC_20150317_007971	N/A
ETC_20150317_007972	Kill countdown (for suicide)
ETC_20150317_007973	Essence of Fire [Highlander Advancement]
ETC_20150317_007974	Second Thorn Gate (3)
ETC_20150317_007975	Interrupt Strategy
ETC_20150317_007976	Completed Power (1)
ETC_20150317_007977	Monsters will disappear automatically if there are no players nearby
ETC_20150317_007978	N/A
ETC_20150317_007979	1 hour for each mission
ETC_20150317_007980	N/A
ETC_20150317_007981	Set Shop Sell Count 
ETC_20150317_007982	Session Object Smart Gen
ETC_20150317_007983	Smart Mongen
ETC_20150317_007984	N/A
ETC_20150317_007985	N/A
ETC_20150317_007986	Gairas Set
ETC_20150317_007987	AoE Attack Ratio ▲2
ETC_20150317_007988	Lightning Property Damage ▲30
ETC_20150317_007989	Zega Set
ETC_20150317_007990	Defense ▲6
ETC_20150317_007991	Magi Set
ETC_20150317_007992	Additional Darkness Property Damage +30
