SKILL_20150317_000001	Attack
SKILL_20150317_002347	Multi-Shot: SP Recovery
SKILL_20150317_002348	Memulihkan attribute sebanyak Lv x 5% SP ketika Multi-Shot is critical. 
SKILL_20150317_002349	Swift Step: Critical
SKILL_20150317_002350	Ketika skill [Swift Step] aktif, tingkat critical meningkat 10% per attribute level.
SKILL_20150317_002351	Full Draw: Defense Decrease
SKILL_20150317_002352	Physical Defense dari musuh yang ditarik [Full Draw] berkurang 2% per attribute level.
SKILL_20150317_002353	Barrage: Knockback
SKILL_20150317_002354	Musuh yang diserang dengan [Barrage] akan didorong menjauh dengan kemungkinan 10% per attribute level.
SKILL_20150317_002355	High Anchoring: Directional Rotation
SKILL_20150317_002356	Kamu dapat mengubah arah ketika You can change directions while mengisi [High Anchoring].
SKILL_20150317_002357	Bounce Shot: Slow
SKILL_20150317_002358	Musuh yang dipukul dengan [Bounce shot] akan terkena [Slow] dengan 3% kemungkinan per attribute level.
SKILL_20150317_002359	Steady Aim: Attack Speed Remaining
SKILL_20150317_002360	Kecepatan serangan menghilang ketika dalam [Steady Aim] berkurang 5% per attribute level.
SKILL_20150317_002361	[Arrow Sprinkle]
SKILL_20150317_002362	Deploy Pavise: Quantity
SKILL_20150317_002363	Meningkatkan jumlah dari Pavises yang dapat ditanam hingga 2, tapi HP dari Pavise akan berkurang setengah.
SKILL_20150317_002364	Scatter Caltrops: Duration
SKILL_20150317_002365	Durasi dari [Scatter Caltrops] meningkat 1 detik per attribute level.
SKILL_20150317_002366	Scatter Caltrops: Bleeding
SKILL_20150317_002367	Musuh akan terkena [Bleed] dengan kemungkinan 8%  per attribute level ketika menginjak caltrops.
SKILL_20150317_002368	Stone Shot: Stun
SKILL_20150317_002369	Meningkatkan kemungkinan stun dari [Stone Shot] sebanyak 5% per level.
SKILL_20150317_002370	Rapid Fire: Directional Rotation
SKILL_20150317_002371	Kamu dapat mengubah arah ketika mengisi [Rapid Fire] (Tidak dapat digunakan ketika menembak)
SKILL_20150317_002372	Stone Picking: Quantity
SKILL_20150317_002373	Jumlah Stone Bullet yang dapat diambil dari [Stone Picking] sesuai dengan [skill level].
SKILL_20150317_002374	Broom Trap: Revolutions Count
SKILL_20150317_002375	Watu rotasi dari [Broom Trap] berkurang 0.2 detik per attribute level dan jumlah dari waktu durasi berkurang 1 per attribute level.
SKILL_20150317_002376	Claymore: Splash
SKILL_20150317_002377	Jumlah musuh yang diserang menggunakan [Claymore] meningkat 1 per Attribute level.
SKILL_20150317_002378	Punji Stake: Fall damage
SKILL_20150317_002379	Musuh yang dihembus degan [Punji Steak] menerima damage jatuh sama dengan 50% dari karakter Physical attack.
SKILL_20150317_002380	Detonate Traps: Party Trap
SKILL_20150317_002381	Meningkatkan jumlah dari Lingkaran Magic yang dapat meledak dari [Detonate Traps] sebanyak 1 per attribute level.
SKILL_20150317_002382	Pointing: Fear
SKILL_20150317_002383	Musuh yang terkena efek [Pointing] akan terkena juga [fear] dengan 10% kemungkinan per attribute level.
SKILL_20150317_002384	Coursing: Aggro
SKILL_20150317_002385	Musuh yang digigit dengan [Coursing] attack dari companion.
SKILL_20150317_002386	Retrieve: Defense Decrease
SKILL_20150317_002387	Defense dari musuh yang terkena serangan [Retrieve] berkurang sebanyak 5 per attribute level.
SKILL_20150317_002388	Snatching: Airborne Enemy Damage
SKILL_20150317_002389	Flight type monsters yang jatuh dikarenakan [Snatching] menerima tambahan 20% damage dari Slash and Strike tipe serangan.
SKILL_20150317_002390	Praise: Movement Speed
SKILL_20150317_002391	Kecepatan bergerak dari companion ditambah dari [Praise] meningkat 5% per attribute level.
SKILL_20150317_002392	Hounding: Panic
SKILL_20150317_002393	Musuh yang ditemukan [Hounding] akan terkena efek [Confusion] dengan kemungkinan 10% per attribute level.
SKILL_20150317_002394	Detoxify: Poison Immunity
SKILL_20150317_002395	Karakter menjadi kebal terhadap [Poison] untuk dua detik setelah disembuhkan dari efek [Poison] ketika menggunakan [Detoxifiy].
SKILL_20150317_002396	Needle Blow - Use Poison
SKILL_20150317_002397	[Needle Blow] Mengurangi  karakterisktik penggunaan Lv x 5% dari skill poison
SKILL_20150317_002398	Bewitch: Maintaining Poison
SKILL_20150317_002399	Musuh yang terinfeksi [Confusion] dari [Bewitch] tidak dapat terkena efek [Poison] dengan kemungkinan 5% per attribute level.
SKILL_20150317_002400	Wugong Gu: Host duration
SKILL_20150317_002401	Host state dari skill [Wugong Gu] meningkat hingga 2 detik per attribute level.
SKILL_20150317_002402	Throw Gu Pot: Poison Remaining
SKILL_20150317_002403	[Poison] is maintained dengan 2 detik per attribute level ketika musuh pergi dari jarak [Throw Gu Pot].
SKILL_20150317_002404	Jincan Gu: Duration
SKILL_20150317_002405	Durasi dari memanggil venom insect [Jincan Gu] meningkat 2 detik per level.
SKILL_20150317_002406	Poison Pot: Stock
SKILL_20150317_002407	Cadangan Poison [poison pot] meningkat 20%
SKILL_20150317_002408	Cloaking: Physical Damage
SKILL_20150317_002409	Damage tambahan yang dihasilkan sama dengan 50% physical damage setelah pukulan pertama yang dihasilkan dari [Cloaking].
SKILL_20150317_002410	Camouflage: Movement Speed
SKILL_20150317_002411	Meningkatkan kecepatan bergerak kamu sebesar 10% per attribute level ketika menggunakan [Camouflage].
SKILL_20150317_002412	Perspective Distortion: Physical Damage
SKILL_20150317_002413	Physical attack dari teman ketika [Perspective Distortion] meningkat 5% per attribute level.
SKILL_20150317_002414	Reconnaissance: Pierce Damage
SKILL_20150317_002415	Monster yang terdeteksi menggunakan [Reconaissance] menerima tambahan 10% Pierce damage per level ketika skill ini berlangsung
SKILL_20150317_002416	Be Prepared: Reset Aggro
SKILL_20150317_002417	Karakter aggro yang ditahan dari musuh agar reset [Be Prepared].
SKILL_20150317_002418	Sneak Hit: Duration
SKILL_20150317_002419	Durasi [Sneak Hit] meningkat 2 detik per attribute level.
SKILL_20150317_002420	Feint: Evasion Increase
SKILL_20150317_002421	Kemampuan menghindar dari teman dengan range [Feint] meningkat dengan jumlah musuh.
SKILL_20150317_002422	Burrow: SP
SKILL_20150317_002423	Skill [Burrow] dapat bersembunyi di tanah dengan tingkat pemulihan SP Lv x 5 increase -> Delete
SKILL_20150317_002424	Brandish Bow: Knockback
SKILL_20150317_002425	Meningkatkan jarak dorongan dari [Brandish Bow] sebanyak 1m per attribute level.
SKILL_20150317_002426	Unlock Chest: Movement Speed
SKILL_20150317_002427	Meningkatkan kecepatan bergerak 10% per attribute level untuk 5 detik setelah membuka treasure chest dengan [Unlock Chest]
SKILL_20150317_002428	Arrow Crafting
SKILL_20150317_002429	[Fletcher] Produksi Arrow
SKILL_20150317_002430	Broadhead: Bleeding
SKILL_20150317_002431	Durasi dari [Bleed] yang disebabkan [Broadhead] meningkat 2 detik per attribute level.
SKILL_20150317_002432	Bodkin Point: Decrease defense
SKILL_20150317_002433	[Defense Decrease] dari [Bodkin Point] meningkat 2% per attribute level.
SKILL_20150317_002434	Flu Flu: Crossfire
SKILL_20150317_002435	Jika musuh terkena skill [Flu Flu] dan terbunuh dengan [Crossfire], serangan [Flu Flu] dapat digunakan kembali.
SKILL_20150317_002436	Flu Flu: Number of Debuffs
SKILL_20150317_002437	Jumlah musuh yang terkena serangan [Flu Flu] meningkat 1 per attribute level.
SKILL_20150317_002438	Crossfire: Burn
SKILL_20150317_002439	Kemungkinan 10% per attribute level musuh yang tekena serangan [Crossfire] akan terinfeksi [image] dan menerima 5% of your Physical attack untuk 5 detik
SKILL_20150317_002440	Rod Mastery: Ice
SKILL_20150317_002441	Ketika menggunakan [Rod], Attack elemen Ice meningkat sebanyak 5 per attribute level.
SKILL_20150317_002442	Rush: Stun
SKILL_20150317_002443	Musuh yang didorong menggunakan [Rush] akan terkena [Stun] untuk 2 detik dengan kemungkinanan 5% per attribute level.
SKILL_20150317_002444	Impaler: Double Damage
SKILL_20150317_002445	Monster Original diserang dengan [Impaler] menerima Double Damage.
SKILL_20150317_002446	Dragging Death: Ally Trap Control
SKILL_20150317_002447	Ally dapat mengambil perangkap yang telah dipasang  dan patung dari [Dragging Death].
SKILL_20150317_002448	Steed Charge: Additional Damage to Large-type
SKILL_20150317_002449	Ketika [Stead Charge] sedang digunakan melawan large monster, memberikan 25% damage tambahan per attribute level
SKILL_20150317_002450	Arrest: Number arrested
SKILL_20150317_002451	Jumlah monster yang dapat terkena [Arrest] meningkat (kecil: 2 per level)( sedang 1 per level)
SKILL_20150317_002452	Repair: Repair Count
SKILL_20150317_002453	Menggunakan [Repair] meningkat 1 per attribute level.
SKILL_20150317_002454	Weapon TouchUp: retention time
SKILL_20150317_002455	Waktu penyimpanan dari [Weapon TouchUp] meningkat hingga 10 menit per attribute level
SKILL_20150317_002456	Armor Touch Up: Retention time
SKILL_20150317_002457	Waktu penyimpanan dari [Armor TouchUp] meningkat hingga 10 menit per attribute level
SKILL_20150317_002458	Iron Hook: Large-type Monster
SKILL_20150317_002459	Mencegah Large-type monsters untuk bergerak selama 0.5 detik per attribute level dengan [Iron Hook].
SKILL_20150317_002460	Double Weapon Assault: Sub-weapon damage
SKILL_20150317_002461	Increases the physical damage of the sub-weapon used with [Double Weapon Assault] by 10 per level.
SKILL_20150317_002462	Zali Roger: Pirate Flag Defense
SKILL_20150317_002463	Increases the pirate flag's defense from [Zali Roger] by 5 per level.
SKILL_20150317_002464	Keel Hauling: Stun
SKILL_20150317_002465	Chance of [Keel Hauling] inflicting [Stun] increases by 5% per level.
SKILL_20150317_002466	Kecepatan bergerak meningkat 10% per attribute level untuk 5 detik ketika membuka Treasure Chest dengan [Unlock Chest]
SKILL_20150317_002467	Form Pirates
SKILL_20150317_002468	Dapat membentuk Party [Pirates] dengan 1 member per attribute level.
SKILL_20150317_002469	Palm Strike: Strike
SKILL_20150317_002470	Musuh menerima 50% Physical damage ketika terlempar ke dinding menggunakan [Palm Strike].
SKILL_20150317_002471	Iron Skin: Additional damage
SKILL_20150317_002472	Damage yang kembali dari [Iron Skin] meningkat 10% dari Physical damage per attribute level.
SKILL_20150317_002473	Energy Blast: Directional Rotation
SKILL_20150317_002474	Kamu dapat mengganti arah ketika menggunakan [Energy Blast] (Tidak berjalan ketika menembak)
SKILL_20150317_002475	Ballista: Durasi
SKILL_20150317_002476	Meningkatkan durasi dari [Ballista] selama 2 detik per attribute level. 
SKILL_20150317_002477	Bash: Enhance
SKILL_20150317_002478	Meningkatkan damage dari [Bash] per attribute level.
SKILL_20150317_002479	Thrust: Enhance
SKILL_20150317_002480	Meningkatkan damage dari [Thrust] per attribute level.
SKILL_20150317_002481	Rim Blow: Enhance
SKILL_20150317_002482	Meningkatkan damage dari [Rim Blow] per attribute level.
SKILL_20150317_002483	Umbo Blow: Enhance
SKILL_20150317_002484	Meningkatkan damage dari  [Umbo Blow] per attribute level.
SKILL_20150317_002485	Cartar Stroke: Enhance
SKILL_20150317_002486	Meningkatkan damage dari  [Cartar Stroke] per attribute level.
SKILL_20150317_002487	Crown: Enhance
SKILL_20150317_002488	Meningkatkan damage dari  [Crown] per attribute level.
SKILL_20150317_002489	Wagon Wheel: Enhance
SKILL_20150317_002490	Meningkatkan damage dari [Wagon Wheel] per attribute level.
SKILL_20150317_002491	Moulinet: Enhance
SKILL_20150317_002492	Meningkatkan damage dari  [Moulinet] per attribute level.
SKILL_20150317_002493	Multi Shot: Enhance
SKILL_20150317_002494	Meningkatkan damage dari  [Multi Shot] per attribute level.
SKILL_20150317_002495	Full Draw: Enhance
SKILL_20150317_002496	Meningkatkan damage dari [Full Draw] per attribute level.
SKILL_20150317_002497	Oblique Shot: Enhance
SKILL_20150317_002498	Meningkatkan damage dari  [Oblique Shot] per attribute level.
SKILL_20150317_002499	Barrage: Enhance
SKILL_20150317_002500	Meningkatkan damage dari  [Barrage] per attribute level.
SKILL_20150317_002501	High Anchoring: Enhance
SKILL_20150317_002502	Meningkatkan damage dari [High Anchoring] per attribute level.
SKILL_20150317_002503	Bounce Shot: Enhance
SKILL_20150317_002504	Meningkatkan damage dari  [Bounce Shot] per attribute level.
SKILL_20150317_002505	Scatter Caltrops: Enhance
SKILL_20150317_002506	Meningkatkan damage dari  [Scatter Caltrops] per attribute level.
SKILL_20150317_002507	Stone Shot: Enhance
SKILL_20150317_002508	Meningkatkan damage dari  [Stone Shot] per attribute level.
SKILL_20150317_002509	Rapid Fire: Enhance
SKILL_20150317_002510	Meningkatkan damage dari  [Rapid Fire] per attribute level.
SKILL_20150317_002511	Energy Bolt: Enhance
SKILL_20150317_002512	Meningkatkan damage dari [Energy Bolt] per attribute level.
SKILL_20150317_002513	Magic Missile: Enhance
SKILL_20150317_002514	Meningkatkan damage dari  [Magic Missile] per attribute level.
SKILL_20150317_002515	Earthquake: Enhance
SKILL_20150317_002516	Meningkatkan damage dari  [Earthquake] per attribute level.
SKILL_20150317_002517	Fireball: Enhance
SKILL_20150317_002518	Meningkatkan damage dari [Fireball] per attribute level.
SKILL_20150317_002519	Fire Wall: Enhance
SKILL_20150317_002520	Meningkatkan damage dari [Fire Wall] per attribute level.
SKILL_20150317_002521	Flare: Enhance
SKILL_20150317_002522	Meningkatkan damage dari  [Flare] per attribute level.
SKILL_20150317_002523	Hell Breath: Enhance
SKILL_20150317_002524	Meningkatkan damage dari  [Hell Breath] per attribute level.
SKILL_20150317_002525	Fire Pillar: Enhance
SKILL_20150317_002526	Meningkatkan damage dari  [Fire Pillar] per attribute level.
SKILL_20150317_002527	Ice Bolt: Enhance
SKILL_20150317_002528	Meningkatkan damage dari  [Ice Bolt] per attribute level.
SKILL_20150317_002529	Ice Pike: Enhance
SKILL_20150317_002530	Meningkatkan damage dari  [Ice Pike] per attribute level.
SKILL_20150317_002531	Ice Blast: Enhance
SKILL_20150317_002532	Meningkatkan damage dari  [Ice Blast] per attribute level.
SKILL_20150317_002533	Cure: Enhance
SKILL_20150317_002534	Meningkatkan damage dari  [Cure] per attribute level.
SKILL_20150317_002535	Heal: Enhance
SKILL_20150317_002536	Meningkatkan damage dan recovery dari [Heal] per attribute level.
SKILL_20150317_002537	Zaibas: Enhance
SKILL_20150317_002538	Meningkatkan damage dari  [Zaibas] per attribute level.
SKILL_20150317_002539	Stabbing: Enhance
SKILL_20150317_002540	Meningkatkan damage dari  [Stabbing] per attribute level.
SKILL_20150317_002541	Long Stride: Enhance
SKILL_20150317_002542	Meningkatkan damage dari  [Long Stride] per attribute level.
SKILL_20150317_002543	Synchro Thrusting: Enhance
SKILL_20150317_002544	Meningkatkan damage dari  [Synchro Thrusting] per attribute level.
SKILL_20150317_002545	Pierce: Enhance
SKILL_20150317_002546	Meningkatkan damage dari  [Pierce] per attribute level.
SKILL_20150317_002547	Telekinesis: Enhance
SKILL_20150317_002548	Meningkatkan damage dari [Telekinesis] per attribute level.
SKILL_20150317_002549	Psychic Pressure: Enhance
SKILL_20150317_002550	Meningkatkan damage dari  [Psychic Pressure] per attribute level.
SKILL_20150317_002551	Magnetic Force: Enhance
SKILL_20150317_002552	Meningkatkan damage dari [Magnetic Force] per attribute level.
SKILL_20150317_002553	Aspersion: Enhance
SKILL_20150317_002554	Meningkatkan damage dari [Aspersion] per attribute level.
SKILL_20150317_002555	Broom Trap: Enhance
SKILL_20150317_002556	Meningkatkan damage dari [Broom Trap] per attribute level.
SKILL_20150317_002557	Claymore: Enhance
SKILL_20150317_002558	Meningkatkan damage dari [Claymore] per attribute level.
SKILL_20150317_002559	Punji Stake: Enhance
SKILL_20150317_002560	Meningkatkan damage dari  [Punji Stake] per attribute level.
SKILL_20150317_002561	Detonate Traps: Enhance
SKILL_20150317_002562	Meningkatkan damage dari  [Detonate Traps] per attribute level.
SKILL_20150317_002563	Gung Ho: Enhance
SKILL_20150317_002564	Meningkatkan physical attack, sewaktu Defense berkurang oleh [Gung Ho] per attribute level.
SKILL_20150317_002565	Concentrate: Enhance
SKILL_20150317_002566	Meningkatkan damage tambahan dari [Concentrate] per attribute level.
SKILL_20150317_002567	Restrain: Enhance
SKILL_20150317_002568	Increases the physical attack, while your maximum HP decreases of [Restrain] per attribute level.
SKILL_20150317_002569	Guardian: Enhance
SKILL_20150317_002570	Increases the defense, while physical attack decreases of [Guardian] per attribute level.
SKILL_20150317_002571	Effigy: Enhance
SKILL_20150317_002572	Meningkatkan damage dari [Effigy] per attribute level.
SKILL_20150317_002573	Damballa: Enhance
SKILL_20150317_002574	Meningkatkan damage dari  [Damballa] per attribute level.
SKILL_20150317_002575	Carve: Enhance
SKILL_20150317_002576	Meningkatkan damage dari  [Carve] per attribute level. Meningkatkan damage tambahan terhadap musuh plant-type.
SKILL_20150317_002577	Carve Owl: Enhance
SKILL_20150317_002578	Meningkatkan damage dari [Carve Owl] per attribute level.
SKILL_20150317_002579	Cross Guard: Enhance
SKILL_20150317_002580	Meningkatkan defense dari  [Cross Guard] per attribute level.
SKILL_20150317_002581	Enchant Fire: Enhance
SKILL_20150317_002582	Meningkatkan damage terhadap Fire property dari [Enchant Fire] per attribute level.
SKILL_20150317_002583	Kneeling Shot: Enhance
SKILL_20150317_002584	Meningkatkan physical attack dari [Kneeling Shot] per attribute level.
SKILL_20150317_002585	Steady Aim: Enhance
SKILL_20150317_002586	Meningkatkan damage tambahan dari [Steady Aim] per attribute level.
SKILL_20150317_002587	Sacrament: Enhance
SKILL_20150317_002588	Meningkatkan Attack Elemen Holy dari [Sacrament] per attribute level.
SKILL_20150317_002589	Bash: Enhance 2
SKILL_20150317_002590	Menambah damage dari [Bash] Swordsman's 2nd Circle standards. 
SKILL_20150317_002591	Bash: Enhance 3
SKILL_20150317_002592	Menambah damage dari [Bash] Swordsman's 3rd Circle standards. 
SKILL_20150317_002593	Thrust: Enhance 2
SKILL_20150317_002594	Menambah damage dari [Thrust] Swordsman's 2nd Circle standards. 
SKILL_20150317_002595	Thrust: Enhance 3
SKILL_20150317_002596	Menambah damage dari [Thrust] to Swordsman's 3rd Circle standards. 
SKILL_20150317_002597	Gung Ho: Enhance 2
SKILL_20150317_002598	Menambah damage physical yang ditingkatkan dari [Gung Ho] Swordsman's 2nd Circle standards. (Defense yang berkurang juga meningkat)
SKILL_20150317_002599	Gung Ho: Enhance 3
SKILL_20150317_002600	Menambah damage physical yang ditingkatkan dari [Gung Ho] Swordsman's 3rd Circle standards. (Defense yang berkurang juga meningkat.)
SKILL_20150317_002601	Concentrate: Enhance 2
SKILL_20150317_002602	Meningkatkan damage tambahan dari [Concentrate] Swordsman's 2nd Circle standards. 
SKILL_20150317_002603	Concentrate: Enhance 3
SKILL_20150317_002604	Meningkatkan damage tambahan dari [Concentrate] Swordsman's 3rd Circle standards.  
SKILL_20150317_002605	Restrain: Enhance 2
SKILL_20150317_002606	Meningkatkan damage physical attack dari [Restrain] Swordsman's 3rd Circle standards. (Max HP yang berkurang juga dikurang.)
SKILL_20150317_002607	Lethargy: Enhance
SKILL_20150317_002608	Meningkatkan damage debuff yang dihasilkan oleh [Lethargy] per attribute level standards.
SKILL_20150317_002609	Energy Bolt: Enhance 2
SKILL_20150317_002610	Menambah damage dari [Energy Bolt] Wizard's 2nd Circle standards.
SKILL_20150317_002611	Energy Bolt: Enhance 3
SKILL_20150317_002612	Menambah damage dari [Energy Bolt] Wizard's 3rd Circle standards.
SKILL_20150317_002613	Reflect Shield: Enhance 2
SKILL_20150317_002614	Menambah damage yang dikembalikan dari [Reflect shield] Wizard's 2nd Circle standards.
SKILL_20150317_002615	Reflect Shield: Enhance 3
SKILL_20150317_002616	Menambah damage yang dikembalikan dari [Reflect shield] Wizard's 3rd Circle standards.
SKILL_20150317_002617	Lethargy: Enhance 2
SKILL_20150317_002618	Meningkatkan damage Debuff yang dihasilkan dari [Lethargy] Wizard's 2nd Circle standards.
SKILL_20150317_002619	Lethargy: Enhance 3
SKILL_20150317_002620	Meningkatkan damage Debuff yang dihasilkan dari [Lethargy] Wizard's 3rd Circle standards.
SKILL_20150317_002621	Earthquake: Enhance 2
SKILL_20150317_002622	Menambah Damage dari [Earthquake] Wizard's 3rd Circle standards.
SKILL_20150317_002623	Multi Shot: Enhance 2
SKILL_20150317_002624	Menambah damage dari [Multi Shot] Archer's 2nd Circle standards.
SKILL_20150317_002625	Multi Shot: Enhance 3
SKILL_20150317_002626	Menambah damage dari [Multi Shot] Archer's 3rd Circle standards.
SKILL_20150317_002627	Full Draw: Enhance 2
SKILL_20150317_002628	Menambah dmage dari [Full Draw] Archer's 2nd Circle standards.
SKILL_20150317_002629	Full Draw: Enhance 3
SKILL_20150317_002630	Menambah dmage dari [Full Draw] Archer's 3rd Circle standards.
SKILL_20150317_002631	Oblique Shot: Enhance 2
SKILL_20150317_002632	Menambah dmage dari [Oblique Shot] Archer's 2nd Circle standards.
SKILL_20150317_002633	Oblique Shot: Enhance 3
SKILL_20150317_002634	Menambah dmage dari [Oblique Shot] Archer's 3rd Circle standards.
SKILL_20150317_002635	Kneeling Shot: Enhance 2
SKILL_20150317_002636	Menambah efek physical attack dari [Kneeling Shot] Archer's 2nd Circle standards.
SKILL_20150317_002637	Kneeling Shot: Enhance 3
SKILL_20150317_002638	Menambah efek physical attack dari [Kneeling Shot] Archer's 3rd Circle standards.
SKILL_20150317_002639	Deprotected Zone: Enhance
SKILL_20150317_002640	Meningkatkan defense debuff di [Deprotected Zone] per attribute level.
SKILL_20150317_002641	Cure: Enhance 2
SKILL_20150317_002642	Menambah damage dari [Cure] Cleric's 2nd Circle standards.
SKILL_20150317_002643	Cure: Enhance 3
SKILL_20150317_002644	Menambah damage dari [Cure] Cleric's 3rd Circle standards.
SKILL_20150317_002645	Heal: Enhance 2
SKILL_20150317_002646	Menambah damage dan efek pemulihan dari [Heal] Cleric's 2nd Circle standards.
SKILL_20150317_002647	Heal: Enhance 3
SKILL_20150317_002648	Menambah damage dan efek pemulihan dari [Heal] Cleric's 3rd Circle standards.
SKILL_20150317_002649	Deprotected Zone: Enhance 2
SKILL_20150317_002650	Meningkatkan defense debuff di [Deprotected Zone] Cleric's 2nd Circle standards.
SKILL_20150317_002651	Deprotected Zone: Enhance 3
SKILL_20150317_002652	Meningkatkan defense debuff di [Deprotected Zone] Cleric's 3rd Circle standards.
SKILL_20150317_002653	Fire Ball: Enhance 2
SKILL_20150317_002654	Meningkatkan damage dari [Fireball] Pyromancer's 2nd Circle standards.
SKILL_20150317_002655	Fire Ball: Enhance 3
SKILL_20150317_002656	Meningkatkan damage dari [Fireball] Pyromancer's 3rd Circle standards.
SKILL_20150317_002657	Fire Wall: Enhance 2
SKILL_20150317_002658	Meningkatkan damage dari [Fire Wall] Pyromancer's 2nd Circle standards.
SKILL_20150317_002659	Fire Wall: Enhance 3
SKILL_20150317_002660	Meningkatkan damage dari [Fire Wall] Pyromancer's 3rd Circle standards.
SKILL_20150317_002661	Flare: Enhance 2
SKILL_20150317_002662	Meningkatkan damage dari [Flare] Pyromancer's 2nd Circle standards.
SKILL_20150317_002663	Flare: Enhance 3
SKILL_20150317_002664	Meningkatkan damage dari [Flare] Pyromancer's 3rd Circle standards.
SKILL_20150317_002665	Enchant Fire: Enhance 2
SKILL_20150317_002666	Menambah Attack berelemen Api yang ditingkatkan oleh [Enchant Fire] Pyromancer's 2nd Circle standards.
SKILL_20150317_002667	Enchant Fire: Enhance 3
SKILL_20150317_002668	Menambah Attack berelemen Api yang ditingkatkan oleh [Enchant Fire] Pyromancer's 3rd Circle standards.
SKILL_20150317_002669	Fire Pillar: Enhance 2
SKILL_20150317_002670	Menambah damage dari [Fire Pillar] Pyromancer's 3rd Circle standards.
SKILL_20150317_002671	Ice Bolt: Enhance 2
SKILL_20150317_002672	Menambah damage dari [Ice Bolt] Cryomancer's 2nd Circle standards.
SKILL_20150317_002673	Ice Bolt: Enhance 3
SKILL_20150317_002674	Menambah damage dari [Ice Bolt] to Cryomancer's 3rd Circle standards.
SKILL_20150317_002675	Ice Pike: Enhance 2
SKILL_20150317_002676	Menambah damage dari [Ice Pike] Cryomancer's 2nd Circle standards.
SKILL_20150317_002677	Ice Pike: Enhance 3
SKILL_20150317_002678	Menambah damage dari [Ice Pike] Cryomancer's 3rd Circle standards.
SKILL_20150317_002679	Ice Blast: Enhance 2
SKILL_20150317_002680	Menambah damage dari [Ice Blast] Cryomancer's 2nd Circle standards.
SKILL_20150317_002681	Ice Blast: Enhance 3
SKILL_20150317_002682	Menambah damage dari [Ice Blast] Cryomancer's 3rd Circle standards.
SKILL_20150317_002683	Shield Lob: Enhance
SKILL_20150317_002684	Menambah damage dari [Shield Lob] per attribute level.
SKILL_20150317_002685	Rim Blow: Enhance 2
SKILL_20150317_002686	Menambah damage dari [Rim Blow] Peltasta's 2nd Circle standards.
SKILL_20150317_002687	Rim Blow: Enhance 3
SKILL_20150317_002688	Menambah damage dari [Rim Blow] Peltasta's 3rd Circle standards.
SKILL_20150317_002689	Umbo Blow: Enhance 2
SKILL_20150317_002690	Menambah damage dari [Umbo Blow] Peltasta's 2nd Circle standards.
SKILL_20150317_002691	Umbo Blow: Enhance 3
SKILL_20150317_002692	Menambah damage dari [Umbo Blow] Peltasta's 3rd Circle standards.
SKILL_20150317_002693	Guardian: Enhance 2
SKILL_20150317_002694	Memberikan Defense tambahan dari [Guardian] Peltasta's 2nd Circle standards. (Efek Physical attack yang berkurang juga meningkat.)
SKILL_20150317_002695	Guardian: Enhance 3
SKILL_20150317_002696	Memberikan Defense tambahan dari [Guardian] Peltasta's 3rd Circle standards. (Efek Physical attack yang berkurang juga meningkat.)
SKILL_20150317_002697	Shield Lob: Enhance 2
SKILL_20150317_002698	Meningkatkan damage dari [Shield Lob] Peltasta's 3rd Circle standards.
SKILL_20150317_002699	Cartar Stroke: Enhance 2
SKILL_20150317_002700	Meningkatkan damage dari [Cartar Stroke] Highlander's 2nd Circle standards.
SKILL_20150317_002701	Cartar Stroke: Enhance 3
SKILL_20150317_002702	Meningkatkan damage dari [Cartar Stroke] Highlander's 3rd Circle standards.
SKILL_20150317_002703	Crown: Enhance 2
SKILL_20150317_002704	Meningkatkan damage dari [Crown] Highlander's 2nd Circle standards.
SKILL_20150317_002705	Crown: Enhance 3
SKILL_20150317_002706	Meningkatkan damage dari Crown] Highlander's 3rd Circle standards.
SKILL_20150317_002707	Wagon Wheel: Enhance 2
SKILL_20150317_002708	Meningkatkan damage dari [Wagon Wheel] Highlander's 2nd Circle standards.
SKILL_20150317_002709	Wagon Wheel: Enhance 3
SKILL_20150317_002710	Meningkatkan damage dari [Wagon Wheel] Highlander's 3rd Circle standards.
SKILL_20150317_002711	Cross Guard: Enhance 2
SKILL_20150317_002712	Menambahkan defense yang meningkatkan dari [Cross Guard] to Highlander's 2nd Circle standards.
SKILL_20150317_002713	Cross Guard: Enhance 3
SKILL_20150317_002714	Menambahkan defense yang meningkatkan dari  [Cross Guard] to Highlander's 3rd Circle standards.
SKILL_20150317_002715	Moulinet: Enhance 2
SKILL_20150317_002716	Meningkatkan damage dari [Moulinet] Highlander's 3rd Circle standards.
SKILL_20150317_002717	Stabbing: Enhance 2
SKILL_20150317_002718	Meningkatkan damage dari [Stabbing] Hoplite's 2nd Circle standards.
SKILL_20150317_002719	Stabbing: Enhance 3
SKILL_20150317_002720	Meningkatkan damage dari [Stabbing] Hoplite's 3rd Circle standards.
SKILL_20150317_002721	Long Stride: Enhance
SKILL_20150317_002722	Meningkatkan damage dari [Long Stride] Hoplite's 2nd Circle standards.
SKILL_20150317_002723	Long Stride: Enhance 2
SKILL_20150317_002724	Meningkatkan damage dari [Long Stride] Hoplite's 3rd Circle standards.
SKILL_20150317_002725	Synchro Thrusting: Enhance 2
SKILL_20150317_002726	Meningkatkan damage dari [Synchro Thrusting] Hoplite's 2nd Circle standards.
SKILL_20150317_002727	Synchro Thrusting: Enhance 3
SKILL_20150317_002728	Meningkatkan damage dari [Synchro Thrusting] Hoplite's 3rd Circle standards.
