QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150317_002312	Hmm, alright. I have accessories that will fit.{nl}I don't need them anymore so I want to give them to you if you could take care of the {nl}monsters nearby.
QUEST_LV_0100_20150317_002313	Not done yet?{nl}They'll will fit on you nicely.
QUEST_LV_0100_20150317_002314	Yes. Well done.{nl}Here you go. It's a gift to you as promised.{nl}
QUEST_LV_0100_20150317_002315	Don't underestimate it. It was a strong animal in the old stories.{nl}In some places, one becomes an enemy to all other people just by touching that animal.
QUEST_LV_0100_20150317_002316	I'm sorry, but could you burn the funeral ode in front of an epitaph at Dense Mist Plateau?{nl}I'd say that you would be the most well suited to calm their {nl}spirits as you have explored the gorge regions from top to bottom.
QUEST_LV_0100_20150317_002317	The canyon area is like a grave for many explorers and historians. {nl} And we study to find more factual history on top of their graves.
QUEST_LV_0100_20150317_002318	Thank you. {nl}Our scholars will not forget him either. 
QUEST_LV_0100_20150317_002319	Yes. The Revelator who said the same things lies at rest here.{nl}If you can survive after facing nearby monsters for 2 minutes, then I'll think better of you.
QUEST_LV_0100_20150317_002320	From now on, be careful when using shared equipment. Nonetheless, an impressive show of strength.
QUEST_LV_0100_20150317_002321	Well... just looking at it leaves me at loss for words. {nl}Was it really this fragile...
QUEST_LV_0100_20150317_002322	This isn't good.{nl}We may have to evacuate from here.
QUEST_LV_0100_20150317_002323	Deal with all the monsters that you can at Owl Burial Ground before you return.{nl}How about 40 of them? I'll bet that you can't do it.
QUEST_LV_0100_20150317_002324	I will pray for that monster.{nl}If it even has a soul to listen to my prayer...
QUEST_LV_0100_20150317_002325	Unfortunately... I don't know where my brother is. {nl}He also probably won't know where I am too.
QUEST_LV_0100_20150317_002326	I cannot leave until I have completed the mission...
QUEST_LV_0100_20150317_002327	He is so stupid. {nl}He could have given it sooner in good terms rather than get on my nerves. {nl}Hmm. Maybe I am belittling myself too.
QUEST_LV_0100_20150317_002328	Don't act like you know me! {nl}It's not my fault. Everything is because of him!
QUEST_LV_0100_20150317_002329	Is it ready yet?{nl}I could eat anything to recover right now...
QUEST_LV_0100_20150317_002330	Frankly, I'm afraid of what the world will turn into.
QUEST_LV_0100_20150317_002331	Cyrenia Odell
QUEST_LV_0100_20150317_002332	Hmm.. where is this place?{nl}What about Rexipher? Where is he?
QUEST_LV_0100_20150317_002333	Oh? The woman. I forgot.{nl}I will release her as promised. Do try to keep her alive.
QUEST_LV_0100_20150317_002334	Sincerity is our strength. {nl}There will be no problems if you sincerely believe and follow the goddess.
QUEST_LV_0100_20150317_002335	My throat hurts.. I think being confined in there damaged my throat. {nl}I wonder about the girl who was with us? Where did she go?
QUEST_LV_0100_20150317_002336	Aren't you the Revelator who saved us last time? {nl}We were more than glad to see you back then.
QUEST_LV_0100_20150317_002337	The goddess must have sent you.{nl}If you didn't come... we'd be already... It's too scary to think about it.
QUEST_LV_0100_20150317_002338	It was horrible in captivity. {nl}The Vubbes would come and smelled us.. {nl}and make us dig here and there using pickaxes..
QUEST_LV_0100_20150317_002339	Rexipher... Was he really a demon?
QUEST_LV_0100_20150317_002340	You saved us. Thank you so much. {nl}But I have a question for you.
QUEST_LV_0100_20150317_002341	Healing magic. {nl}Can normal people easily do it?
QUEST_LV_0100_20150317_002342	Okay but listen to my story a little. {nl}When I was taken to the mine, I injured my knee. {nl}
QUEST_LV_0100_20150317_002343	But a girl touched my knee and the pain was gone. {nl}Even the wound disappeared. {nl}
QUEST_LV_0100_20150317_002344	Strange huh? I made her a flower ring to give to her. {nl}But I don't know where she's went.
QUEST_LV_0100_20150317_002345	Good job.{nl}I will take the Jewel of Prominence.
QUEST_LV_0100_20150317_002346	Strange Sack
QUEST_LV_0100_20150317_002347	Found a letter in the sack
QUEST_LV_0100_20150317_002348	The letter in the sack
QUEST_LV_0100_20150317_002349	Receiver: Drasius{nl}Address: Virdului Mountain Cabin{nl}I am sending you the head of the Long-Branched Tree that you ordered.
QUEST_LV_0100_20150317_002350	400 years would have passed by the time this revelation reaches you. {nl}Thank you in advance for your continued pursuit of finding this revelation. {nl}
QUEST_LV_0100_20150317_002351	As I'm sure the demons will prey on the revelation, I will leave this revelation in the hands of {nl}Rimgaudas, the first Paladin. If you find this revelation, it would mean that he had done an {nl}excellent job in fulfilling his mission. {nl}
QUEST_LV_0100_20150317_002352	The demons have been chasing the revelation before I made this revelation. {nl}Gesti, the leader of the demons whom you have met is one of them. {nl}
QUEST_LV_0100_20150317_002353	There are two Demon Kings and one Demon Queen with many Demon Lords to serve them.{nl}Giltine is the one that rules over them all.{nl}
QUEST_LV_0100_20150317_002354	All these catastrophes are her plans. {nl}The disasters will continue and at the end of it will be the end of the human race. {nl}
QUEST_LV_0100_20150317_002355	My ability to see all of this have made my existence threatening to them. {nl}That's why Giltine is attempting to send me back to the world's waters. 
QUEST_LV_0100_20150317_002356	Also, they will extend their evil powers to the goddesses who go against their will. {nl}
QUEST_LV_0100_20150317_002357	Now disasters are happening just as I saw them to be. {nl}But it also means that hope, which I saw further away, will also definitely come. {nl}
QUEST_LV_0100_20150317_002358	Dear Savior, our sister Saule is losing her light. {nl}Reach her light at the iridescent valley and you will be guided to the next revelation.
QUEST_LV_0100_20150317_002359	Revelation of Crystal Mine
QUEST_LV_0100_20150317_002360	Dear Savior, {nl}in order for me to regain my whole appearance and stop the demons, {nl}you must find all the revelations hidden in the axis of all times. {nl}
QUEST_LV_0100_20150317_002361	But only you and I can save the world. {nl}I will wait for you in the high gardens.
QUEST_LV_0100_20150317_002362	Revelation of Tenet Church
QUEST_LV_0100_20150317_002363	Revelation of Kvailas Forest
QUEST_LV_0100_20150317_002364	Revelation of Royal Mausoleum
QUEST_LV_0100_20150317_002365	[Tutorial] Talk to Knight Titas (1)
QUEST_LV_0100_20150317_002366	Return to Knight Titas
QUEST_LV_0100_20150317_002367	[Tutorial] Talk to Knight Titas (2)
QUEST_LV_0100_20150317_002368	Offer to help gather soldiers
QUEST_LV_0100_20150317_002369	Decline
QUEST_LV_0100_20150317_002370	Talk to the Scout (1)
QUEST_LV_0100_20150317_002371	I'm just here to tell the troops to assemble
QUEST_LV_0100_20150317_002372	Quickly run away
QUEST_LV_0100_20150317_002373	Talk to the Scout (2)
QUEST_LV_0100_20150317_002374	I'll find your missing belongings
QUEST_LV_0100_20150317_002375	I'll wait until you find it
QUEST_LV_0100_20150317_002376	key to check the map #7
QUEST_LV_0100_20150317_002377	Talk to Knight Titas (3)
QUEST_LV_0100_20150317_002378	Alright
QUEST_LV_0100_20150317_002379	Cancel
QUEST_LV_0100_20150317_002380	Talk to the Search Scout
QUEST_LV_0100_20150317_002381	There is an order to assemble
QUEST_LV_0100_20150317_002382	Nothing. Never mind
QUEST_LV_0100_20150317_002383	Notice/!/ Use jump to avoid attacks from the Large Kepa!
QUEST_LV_0100_20150317_002384	Laimonas' Favor
QUEST_LV_0100_20150317_002385	What will happen next?
QUEST_LV_0100_20150317_002386	I'm not interested
QUEST_LV_0100_20150317_002387	About the Goddess Statues
QUEST_LV_0100_20150317_002388	The Road to Klaipeda (1)
QUEST_LV_0100_20150317_002389	Sure, I can do that
QUEST_LV_0100_20150317_002390	The Road to Klaipeda (2)
QUEST_LV_0100_20150317_002391	I'll lend my strength to you
QUEST_LV_0100_20150317_002392	Enter Klaipeda
QUEST_LV_0100_20150317_002393	Talk to the Battle Commander (1)
QUEST_LV_0100_20150317_002394	I'll help out with your missions
QUEST_LV_0100_20150317_002395	I'll wait then
QUEST_LV_0100_20150317_002396	About the monsters
QUEST_LV_0100_20150317_002397	Talk to the Battle Commander (2)
QUEST_LV_0100_20150317_002398	Accept
QUEST_LV_0100_20150317_002399	The Beginning of Trouble
QUEST_LV_0100_20150317_002400	I'll try to look for them
QUEST_LV_0100_20150317_002401	They will be back soon
QUEST_LV_0100_20150317_002402	Something Fishy
QUEST_LV_0100_20150317_002403	I'll take a look for you
QUEST_LV_0100_20150317_002404	The Bishop's Dream of the Revelation
QUEST_LV_0100_20150317_002405	I have come with the revelation
QUEST_LV_0100_20150317_002406	Camp Crisis
QUEST_LV_0100_20150317_002407	I didn't see anything like that
QUEST_LV_0100_20150317_002408	Not really my problem
QUEST_LV_0100_20150317_002409	Threats of the Eastern Woods
QUEST_LV_0100_20150317_002410	Emphasize that it's important
QUEST_LV_0100_20150317_002411	I will wait until the problem is solved
QUEST_LV_0100_20150317_002412	About the Miner's Village
QUEST_LV_0100_20150317_002413	Sentinel's Favor (1)
QUEST_LV_0100_20150317_002414	I'll defeat the Chupacabra
QUEST_LV_0100_20150317_002415	You should take care of it yourself
QUEST_LV_0100_20150317_002416	The role of Aras' Troops
QUEST_LV_0100_20150317_002417	Sentinel's Favor (2)
QUEST_LV_0100_20150317_002418	I'll get the Supplies Camp back
QUEST_LV_0100_20150317_002419	Not as Intended (3)
QUEST_LV_0100_20150317_002420	I'll defeat the Large Gray Chupacabra
QUEST_LV_0100_20150317_002421	Not as Intended (4)
QUEST_LV_0100_20150317_002422	I'll defeat the Weavers
QUEST_LV_0100_20150317_002423	Aras' Commission (1)
QUEST_LV_0100_20150317_002424	I'll find something that might be a clue from the Popolions
QUEST_LV_0100_20150317_002425	I'll do it later
QUEST_LV_0100_20150317_002426	Aras' Commission (2)
QUEST_LV_0100_20150317_002427	I'll take a look
QUEST_LV_0100_20150317_002428	I think you should take care of it yourself
QUEST_LV_0100_20150317_002429	About the Vubbes
QUEST_LV_0100_20150317_002430	Aras' Commission (3)
QUEST_LV_0100_20150317_002431	I'll find the traces of the Vubbe Fighter
QUEST_LV_0100_20150317_002432	Supply Soldier's Favor (1)
QUEST_LV_0100_20150317_002433	I'll help you collect Weaver Claws
QUEST_LV_0100_20150317_002434	Supply Soldier's Favor (2)
QUEST_LV_0100_20150317_002435	I'll deal with the Pokubus
QUEST_LV_0100_20150317_002436	Let me defeat the Vubbe Fighter instead of waiting
QUEST_LV_0100_20150317_002437	I am going to wait for backup
QUEST_LV_0100_20150317_002438	Enter the Miners' Village
QUEST_LV_0100_20150317_002439	Ask for access to the Miner's Village what he promised
QUEST_LV_0100_20150317_002440	Give me some time to prepare
QUEST_LV_0100_20150317_002441	Rescue the Villagers
QUEST_LV_0100_20150317_002442	I'll find the village residents first
QUEST_LV_0100_20150317_002443	Quit
QUEST_LV_0100_20150317_002444	About the Closed Area
QUEST_LV_0100_20150317_002445	Netherbovine's Attack
QUEST_LV_0100_20150317_002446	Of looking at/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002447	Demons of the Closed Area
QUEST_LV_0100_20150317_002448	Searching around/ LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002449	Stonemason Pipoti's Friend
QUEST_LV_0100_20150317_002450	I will find your colleague
QUEST_LV_0100_20150317_002451	I will come back soon
QUEST_LV_0100_20150317_002452	Notice/right click on the treasure map, find the location of the treasure!
QUEST_LV_0100_20150317_002453	Treasure Map of the Stonemason's Family (1)
QUEST_LV_0100_20150317_002454	Checking/SITGROPE/2.5/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002455	Notice/!/Jonna Jolem appeared with the treasure box when you checked the marked place.{nl}Defeat Jonna Jolem and find a clue to open the box!#7
QUEST_LV_0100_20150317_002456	Notice/The treasure box just disappeared!{nl}Right click on the treasure map to find the next location!
QUEST_LV_0100_20150317_002457	Treasure Map of the Stonemason's Family (2)
QUEST_LV_0100_20150317_002458	Checking/SITGROPE/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002459	Notice /!/Treasure chest appeared again! {nl} avoid interference with the monsters, check inside the treasure chest! #7
QUEST_LV_0100_20150317_002460	Notice/The treasure chest is empty! {nl} Right click on the map and find the next area! #5
QUEST_LV_0100_20150317_002461	Treasure Map of the Stonemason's Family (3)
QUEST_LV_0100_20150317_002462	Notice/!/The box appeared again!{nl}Please check the box inside while avoiding monsters' attacks!#7
QUEST_LV_0100_20150317_002463	Notice/The box is empty!{nl}Right click on the treasure map to check the next location!
QUEST_LV_0100_20150317_002464	Treasure Map of the Stonemason's Family (4)
QUEST_LV_0100_20150317_002465	Checking/SITGROPE/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002466	Notice/!/The box appeared!{nl}Check the box inside while avoiding monsters' attacks!#7
QUEST_LV_0100_20150317_002467	Notice/You failed to get the treasure of the stonemason's family!{nl}Pipoti has disappeared, but you will meet him again in the future!
QUEST_LV_0100_20150317_002468	Adventurer's Favor (1)
QUEST_LV_0100_20150317_002469	I can find it
QUEST_LV_0100_20150317_002470	Checking/#SITGROPESET2/3.5/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002471	Notice/Obtained the diary of Varkis{nl}Let's bring it back to Varkis!
QUEST_LV_0100_20150317_002472	Adventurer's Favor (2)
QUEST_LV_0100_20150317_002473	Notice/Rescue Varkis under attacks!#5
QUEST_LV_0100_20150317_002474	Notice/Varkis died. Go to the camp of Varkis.#5
QUEST_LV_0100_20150317_002475	Incinerate the Adventurer's Journal (1)
QUEST_LV_0100_20150317_002476	Incinerating/FIRE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002477	Rubbing/SITREAD/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002478	Notice/It is written that the next document is hidden in the middle of the way to Snake's Neck Cliff#5
QUEST_LV_0100_20150317_002479	Incinerate the Adventurer's Journal (2)
QUEST_LV_0100_20150317_002480	Looking for the document which Varkis hid.../#SITGROPESET2/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002481	Notice/Defeat Unknocker!#4
QUEST_LV_0100_20150317_002482	Notice/It is written that the next document is hidden at Apatinis Cliff#5
QUEST_LV_0100_20150317_002483	Incinerate the Adventurer's Journal (3)
QUEST_LV_0100_20150317_002484	Notice/Soothe Varkis by burning his document at his camp.#3
QUEST_LV_0100_20150317_002485	Incinerate the Adventurer's Journal (4)
QUEST_LV_0100_20150317_002486	In their Honor (1)
QUEST_LV_0100_20150317_002487	I'll accept your request
QUEST_LV_0100_20150317_002488	I'm busy
QUEST_LV_0100_20150317_002489	Extracting/#SITGROPESET2/3.5/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002490	In their Honor (2)
QUEST_LV_0100_20150317_002491	I'll pay 10,000 silver
QUEST_LV_0100_20150317_002492	Tell him that it's too expensive
QUEST_LV_0100_20150317_002493	In their Honor (3)
QUEST_LV_0100_20150317_002494	I'll go there
QUEST_LV_0100_20150317_002495	I think you better do it yourself
QUEST_LV_0100_20150317_002496	The Keys Within the Spatial Gap
QUEST_LV_0100_20150317_002497	I'll find the keys
QUEST_LV_0100_20150317_002498	I'd like to stop
QUEST_LV_0100_20150317_002499	Not as Intended (1)
QUEST_LV_0100_20150317_002500	I'll help you retrieve the supplies
QUEST_LV_0100_20150317_002501	Crystal Wall of the Closed Area
QUEST_LV_0100_20150317_002502	Of looking at/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002503	Notice/The Crystal Wall blocking the Closed Area is falling down! #5
QUEST_LV_0100_20150317_002504	Back to Siauliai Woods
QUEST_LV_0100_20150317_002505	Pass the report
QUEST_LV_0100_20150317_002506	Tell him that you will pass the report
QUEST_LV_0100_20150317_002507	Support Soldier York
QUEST_LV_0100_20150317_002508	Suggest him that you will defeat Siaulamb Laggon
QUEST_LV_0100_20150317_002509	About the big bird
QUEST_LV_0100_20150317_002510	Booty(1)
QUEST_LV_0100_20150317_002511	I'll get back the Supplies
QUEST_LV_0100_20150317_002512	The fear that appeared from the sky(2)
QUEST_LV_0100_20150317_002513	I'll defeat the Sparnas
QUEST_LV_0100_20150317_002514	Batch of handouts/STANDSPINKLE/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002515	Crazy Archivist (1)
QUEST_LV_0100_20150317_002516	I will bring him back if I find him
QUEST_LV_0100_20150317_002517	I will search for him
QUEST_LV_0100_20150317_002518	Eyes of Zachariel (2)
QUEST_LV_0100_20150317_002519	I will light the signal
QUEST_LV_0100_20150317_002520	It feels like a burden
QUEST_LV_0100_20150317_002521	Historian Kepeck (1)
QUEST_LV_0100_20150317_002522	Sure, I'll help
QUEST_LV_0100_20150317_002523	Historian's Trick
QUEST_LV_0100_20150317_002524	Thank you for the advice, but I'll be alright
QUEST_LV_0100_20150317_002525	Look around
QUEST_LV_0100_20150317_002526	Historian Kepeck (3)
QUEST_LV_0100_20150317_002527	I'll help even though you don't know what it is
QUEST_LV_0100_20150317_002528	I didn't come here to help
QUEST_LV_0100_20150317_002529	An Endless Mission (1)
QUEST_LV_0100_20150317_002530	Weird, but I'll go instead
QUEST_LV_0100_20150317_002531	I'm not a new recruit
QUEST_LV_0100_20150317_002532	An Endless Mission (2)
QUEST_LV_0100_20150317_002533	Offer to deliver the report
QUEST_LV_0100_20150317_002534	An Endless Mission (3)
QUEST_LV_0100_20150317_002535	Weird, but I'll carry out the task
QUEST_LV_0100_20150317_002536	Make it clear that you're not a new recruit
QUEST_LV_0100_20150317_002537	Trivial Honor (1)
QUEST_LV_0100_20150317_002538	I'll gather Ducky Fat
QUEST_LV_0100_20150317_002539	I'm not a new recruit so I'll refuse
QUEST_LV_0100_20150317_002540	An Endless Mission (4)
QUEST_LV_0100_20150317_002541	Collect Cronewt leathers
QUEST_LV_0100_20150317_002542	I'm not a new recruit
QUEST_LV_0100_20150317_002543	Trivial Honor (2)
QUEST_LV_0100_20150317_002544	I'll burn the Ducky Fat
QUEST_LV_0100_20150317_002545	Setting up firewood .../FIRE/3/TRACK_BEFORE
QUEST_LV_0100_20150317_002546	Old Owl Sculpture's Aid
QUEST_LV_0100_20150317_002547	Ask what to do
QUEST_LV_0100_20150317_002548	Ignore the Owl
QUEST_LV_0100_20150317_002549	Truth and Spirit
QUEST_LV_0100_20150317_002550	I've met the soldiers
QUEST_LV_0100_20150317_002551	Tell him that he doesn't have to know
QUEST_LV_0100_20150317_002552	One More Time
QUEST_LV_0100_20150317_002553	Help him with his mental readiness
QUEST_LV_0100_20150317_002554	The End of Gaigalas
QUEST_LV_0100_20150317_002555	Notice/unlucky guy Gallas aid!/5
QUEST_LV_0100_20150317_002556	Missing Researcher (1)
QUEST_LV_0100_20150317_002557	Just go
QUEST_LV_0100_20150317_002558	Business Interference (1)
QUEST_LV_0100_20150317_002559	Accept the suggestion since you want to ride on the cable car
QUEST_LV_0100_20150317_002560	Just go back
QUEST_LV_0100_20150317_002561	Business Interference (2)
QUEST_LV_0100_20150317_002562	Accept the suggestion
QUEST_LV_0100_20150317_002563	About the strange barrier
QUEST_LV_0100_20150317_002564	Missing Researcher (2)
QUEST_LV_0100_20150317_002565	I'll save Airine
QUEST_LV_0100_20150317_002566	Call the mercenary
QUEST_LV_0100_20150317_002567	Missing Researcher (3)
QUEST_LV_0100_20150317_002568	Inform her to hold on until the barrier devices are deactivated
QUEST_LV_0100_20150317_002569	Inform her that Dezic will help
QUEST_LV_0100_20150317_002570	Releasing Airine/SITGROPE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002571	Worrisome Disappearances (1)
QUEST_LV_0100_20150317_002572	I'll gather some clues by defeating Sauga
QUEST_LV_0100_20150317_002573	About the disappearances
QUEST_LV_0100_20150317_002574	Worrisome Disappearances (2)
QUEST_LV_0100_20150317_002575	I'll defeat the monsters
QUEST_LV_0100_20150317_002576	I'll get going now
QUEST_LV_0100_20150317_002577	Missing Researcher (4)
QUEST_LV_0100_20150317_002578	Prepare to protect Airine
QUEST_LV_0100_20150317_002579	Run away
QUEST_LV_0100_20150317_002580	Missing Researcher (5)
QUEST_LV_0100_20150317_002581	Say goodbye
QUEST_LV_0100_20150317_002582	Tell him that it would be better to take some rest
QUEST_LV_0100_20150317_002583	New Researcher's Favor (1)
QUEST_LV_0100_20150317_002584	I'll find it for you
QUEST_LV_0100_20150317_002585	Cheer up
QUEST_LV_0100_20150317_002586	About the Gate of the Great King
QUEST_LV_0100_20150317_002587	New Researcher's Favor (2)
QUEST_LV_0100_20150317_002588	New Researcher's Favor (3)
QUEST_LV_0100_20150317_002589	New Researcher's Favor (4)
QUEST_LV_0100_20150317_002590	Traces of Notice/storage does not remain even #5
QUEST_LV_0100_20150317_002591	Crazy Archivist (2)
QUEST_LV_0100_20150317_002592	Persuade him to go back since this place is too dangerous
QUEST_LV_0100_20150317_002593	Crazy Archivist (3)
QUEST_LV_0100_20150317_002594	I will go see Davio
QUEST_LV_0100_20150317_002595	Tell him that the medicine won't be effective
QUEST_LV_0100_20150317_002596	About the Archivist Jonas
QUEST_LV_0100_20150317_002597	Returned Memories
QUEST_LV_0100_20150317_002598	I will follow you
QUEST_LV_0100_20150317_002599	My work is done so I'll be going now
QUEST_LV_0100_20150317_002600	Gorath's Concern (2)
QUEST_LV_0100_20150317_002601	Tell him that Molich wasn't there
QUEST_LV_0100_20150317_002602	Ignore since you are scared
QUEST_LV_0100_20150317_002603	Eyes of Zachariel (1)
QUEST_LV_0100_20150317_002604	I am qualified
QUEST_LV_0100_20150317_002605	I won't need it
QUEST_LV_0100_20150317_002606	About the secret treasures of the Great King
QUEST_LV_0100_20150317_002607	Jonas' Medicine (2)
QUEST_LV_0100_20150317_002608	I'll bring you the Canyon Metos
QUEST_LV_0100_20150317_002609	I will get it later
QUEST_LV_0100_20150317_002610	Jonas' Medicine (1)
QUEST_LV_0100_20150317_002611	I will bring the gold
QUEST_LV_0100_20150317_002612	I don't have a reason to give it to him
QUEST_LV_0100_20150317_002613	About Jonas' Status
QUEST_LV_0100_20150317_002614	Jonas' Medicine (3)
QUEST_LV_0100_20150317_002615	I will go see Jonas
QUEST_LV_0100_20150317_002616	I will bring it later
QUEST_LV_0100_20150317_002617	Historian Kepeck (2)
QUEST_LV_0100_20150317_002618	I will bring the supplies back
QUEST_LV_0100_20150317_002619	Tell her to take some rest and look for them slowly
QUEST_LV_0100_20150317_002620	Purify the Toxic Fumes in 1F
QUEST_LV_0100_20150317_002621	Ask how to repair the purifier
QUEST_LV_0100_20150317_002622	That seems difficult
QUEST_LV_0100_20150317_002623	About the monsters in the mine
QUEST_LV_0100_20150317_002624	Incomplete Purifier (1)
QUEST_LV_0100_20150317_002625	Checking Purifier /HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002626	Notice/Some parts of the purifier are missing. {nl} Check for any parts on the floor! #5
QUEST_LV_0100_20150317_002627	Of the component assembly/GROPE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002628	Notice/Some parts are still missing. {nl} Find the missig parts from Vubbes with question marks on top of its head. #5
QUEST_LV_0100_20150317_002629	Incomplete Purifier
QUEST_LV_0100_20150317_002630	Notice/!/Some parts of the Purifier are missing. {nl} Find the parts from the Vubbe with a question mark above its head. #5
QUEST_LV_0100_20150317_002631	Repairing Purifier/HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002632	Notice/Repair complete. {nl}Entrance Purifier is activated again. #5
QUEST_LV_0100_20150317_002633	Purifier parts scattered on the floor
QUEST_LV_0100_20150317_002634	Purify the Toxic Fumes in 2F
QUEST_LV_0100_20150317_002635	Notice/All purifers are fixed. {nl}Go to 3F and meet with Vaidotas. #5
QUEST_LV_0100_20150317_002636	Fix the Central Purifier (1)
QUEST_LV_0100_20150317_002637	Opening the valve /HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002638	Notice/critical device seems to be broken or lost. {nl} find that the parts be replaced using a compass mine! #5
QUEST_LV_0100_20150317_002639	Fix the Central Purifier (2)
QUEST_LV_0100_20150317_002640	Notice/The Mine Compass is pointing to District 4.{nl}Go to District 4 and search for the spare parts. #5
QUEST_LV_0100_20150317_002641	Notice/Defeat the Bearkaras that appeared in front of the spare purifier! #5
QUEST_LV_0100_20150317_002642	Of the replacement parts/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002643	Notice/Succesfully repaired the Central Purifier! {nl} The Purifiers is working now. #5
QUEST_LV_0100_20150317_002644	Cyclops' Attack in the Crystal Mine
QUEST_LV_0100_20150317_002645	Of looking at/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002646	Activate the Passage Purifier (1)
QUEST_LV_0100_20150317_002647	Notice/important parts seemed to have disappeared. {nl} Find the parts using compass mine! #5
QUEST_LV_0100_20150317_002648	Notice/The Mine Compass is pointing to District 6.{nl}Go to District 6 and search for the parts!#5
QUEST_LV_0100_20150317_002649	Activate the Passage Purifier (2)
QUEST_LV_0100_20150317_002650	Notice/The Mine Compass is pointing to District 6. {nl} Go to District 6 and find the parts! #5
QUEST_LV_0100_20150317_002651	Notice /!/Compass is pointing to Specter Monarch. {nl} Defeat Specter Monarch and regain your part. #5
QUEST_LV_0100_20150317_002652	Notice/!/Found the parts! {nl}Return to passage purifier and fix it #5
QUEST_LV_0100_20150317_002653	Activate the Passage Purifier (3)
QUEST_LV_0100_20150317_002654	Notice/Succesfully repaired the Passage Purifier! {nl} Purifier is now working. #5
QUEST_LV_0100_20150317_002655	Circulation Purifier Issues (1)
QUEST_LV_0100_20150317_002656	Checking Purifier/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002657	Notice/There seems to be a problem in the Purifier Pipe. {nl} Check the Purifier Pipe in 3rd District! #5
QUEST_LV_0100_20150317_002658	Cechking Purifier Pipe/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002659	Notice /!/Opened the valve. {nl} Return to the circulation purifier. #5
QUEST_LV_0100_20150317_002660	Purifier working/HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002661	Notice /!/Circulation purifier is still not working! Check the Purifier Pipe in 2nd District #5
QUEST_LV_0100_20150317_002662	Circulation Purifier Issues (2)
QUEST_LV_0100_20150317_002663	Notice/Defeat Carapace blocking the way to the purifier! #5
QUEST_LV_0100_20150317_002664	Circulation Purifier Issues (3)
QUEST_LV_0100_20150317_002665	Notice/You got rid of the Carapace. {nl} Check the Purifier Pipe in the 2nd District #5
QUEST_LV_0100_20150317_002666	Checking Purifier Pipe/GROPE/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002667	Notice/Opened the purifier valve. {nl} Return to circulataion purifier and activate it again. #5
QUEST_LV_0100_20150317_002668	Operating of the purifier/HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002669	Notice/circulation purifier is staring to activate.
QUEST_LV_0100_20150317_002670	Inoperable Auxiliary Purifier (1)
QUEST_LV_0100_20150317_002671	Checking/LOOK/3/TRACK_BEFORE/Nonev
QUEST_LV_0100_20150317_002672	Notice/Power supply is not working properly. {nl} Try the Mine Compass. #5
QUEST_LV_0100_20150317_002673	Notice/The Mine Compass is pointing to District 4. {nl}Check the spell supply device in District 4. #5
QUEST_LV_0100_20150317_002674	Inoperable Auxiliary Purifier (2)
QUEST_LV_0100_20150317_002675	Of looking at/LOOK_SIT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002676	Notice/The device is rusty and not working. {nl}Use the compass to find a way to remove the rust. #5
QUEST_LV_0100_20150317_002677	Inoperable Auxiliary Purifier (3)
QUEST_LV_0100_20150317_002678	Notice/The Mine Compass is still pointing to District 4. {nl}Go around District 4 to find a way to remove the rust. #5
QUEST_LV_0100_20150317_002679	You are greased/SITREAD/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002680	Notice/Spell supply device is fixed. {nl} Try running the secondary purifier. #5
QUEST_LV_0100_20150317_002681	Inoperable Auxiliary Purifier (4)
QUEST_LV_0100_20150317_002682	Notice/secondary Purifier is working again. #5
QUEST_LV_0100_20150317_002683	Destroyer of the Main Purifier (1)
