ETC_20150317_000001	Kepa
ETC_20150323_009907	Revelators are exploring the different fallen parts of the world to find assignments of the goddess. What seems to be a sanctuary was found in the Altar Way. If you can find something restore and use it again, you will be a hero to those who travel this area. 
ETC_20150323_009908	According to the scout's reports, there were spell devices found in the Forest of Prayer. They tried to activate it but there were too many monsters around so they had to run for their lives. Someone has to activate the spell device and check what powers it has.
ETC_20150323_009909	Pass through Tenet Garden and move to the Entrance of Kateen Forest
ETC_20150323_009910	Place the Sun Essence in Ramstis Ridge
ETC_20150323_009911	Find reference related to Naktis
ETC_20150323_009912	Get Asellu Leaf Buds
ETC_20150323_009913	Get kindling from Kowak
ETC_20150323_009914	Add kindling to the burning Tree Root Crystal
ETC_20150323_009915	Free the pilgrim's soul from the monster and attack the Tree Root Crystal
ETC_20150323_009916	Test the Reagent on the monsters in Altary Way
ETC_20150323_009917	Lure the monsters to the sanctum and defeat them
ETC_20150323_009918	Destroy the Demon Summoning Circle
ETC_20150323_009919	Find the badges of the sanctum and burn them
ETC_20150323_009920	Obtain Reed Sap Crystals from parasitic Tree Ambulos that live off of Reed Roots
ETC_20150323_009921	Collect sap with the first jar
ETC_20150323_009922	Collect sap with the second jar
ETC_20150323_009923	Collect sap with the third jar
ETC_20150323_009924	Get an antidote from the people at Akmens Ridge
ETC_20150323_009925	Remove the seal of Viesa Altar
ETC_20150323_009926	Find documents about the method of demon transformation in the Sanctuary
ETC_20150323_009927	Defend against the demons while the Demon Transformation Scroll is being completed
ETC_20150323_009928	Obtain the 4th key of Maven from Apgaule Altar
ETC_20150323_009929	Remove demonic objects
ETC_20150323_009930	Unknown device 
ETC_20150323_009931	Win against the Priest of Evidence
ETC_20150323_009932	Find Scriptural Relic
ETC_20150323_009933	Listen to the story of Demon Lord Hauberk
ETC_20150323_009934	Grasp the situation
ETC_20150323_009935	Close the dimensional crack
ETC_20150323_009936	Release Seal of Rearda
ETC_20150323_009937	Release Seal of Kasa
ETC_20150323_009938	Release Seal of Rada
ETC_20150323_009939	Find Hauberk among the monsters
ETC_20150323_009940	Seal Hauberk
ETC_20150323_009941	Find Goddess Vakarine
ETC_20150323_009942	Subordinate demon monsters
ETC_20150323_009943	Demonic rule
ETC_20150323_009944	Collect Mark of Star
ETC_20150323_009945	Check status of the ground
ETC_20150323_009946	Collect ingredients for medicine
ETC_20150323_009947	Existence of singularity
ETC_20150323_009948	Examine the smooth pile of soil
ETC_20150323_009949	Unopenable box
ETC_20150323_009950	Long-term countermeasures
ETC_20150323_009951	Pick Young Dandelions
ETC_20150323_009952	Eliminate the competitor
ETC_20150323_009953	Diary of a Girl
ETC_20150323_009954	Need an egg
ETC_20150323_009955	Farm under Disaster
ETC_20150323_009956	Cure the grape poisoning
ETC_20150323_009957	Give the antidote to the poisoned farmers
ETC_20150323_009958	Guide the farmers to Druid
ETC_20150323_009959	Stop the beast with the beast's blood
ETC_20150323_009960	Bring along the Green Winged Frog via telepathy
ETC_20150323_009961	Open the Magic Box(1)
ETC_20150323_009962	Differences between crops and weeds
ETC_20150323_009963	Changes that can't be reversed
ETC_20150323_009964	That's different from what I heard(1)
ETC_20150323_009965	Defeat the monster summoned by Gord Shatton
ETC_20150323_009966	This is also purification
ETC_20150323_009967	Block the Underground Tunnel
ETC_20150323_009968	Culprit of the Underground Maze
ETC_20150323_009969	Escort Farm Soldier Upham to General Buros
ETC_20150323_009970	Move to Kvailas Forest through Gate Route and Sirdgela Forest
ETC_20150323_009971	Move to Gele Plateau
ETC_20150323_009972	Gytis Settlement Area Phenomenon(1)
ETC_20150323_009973	Gytis Settlement Area Phenomenon(2)
ETC_20150323_009974	Antidote(1)
ETC_20150323_009975	Get Ridimed Leaf
ETC_20150323_009976	Cure the poisoned people
ETC_20150323_009977	Louise's Farmland(1)
ETC_20150323_009978	Louise's Farmland(2)
ETC_20150323_009979	Get lumber
ETC_20150323_009980	Dig through the grass and scavenge for hidden food
ETC_20150323_009981	Stun the Scorpio and extract its venom
ETC_20150323_009982	Obtain Sweet Herb
ETC_20150323_009983	Try not to spoil the rice cake
ETC_20150323_009984	Eliminate the strange energy
ETC_20150323_009985	Look around the area Arunas mentioned
ETC_20150323_009986	Look through the nearby crops
ETC_20150323_009987	Create a magic circle using the lumber that Arunas gave you
ETC_20150323_009988	Burn the baron's spell doll at the magic circle
ETC_20150323_009989	Remove the Protection Stone with Strange Aura
ETC_20150323_009990	Put the Yellow Ellom's evil energy into the first empty bottle
ETC_20150323_009991	Put the Keposeed's evil energy into the second empty bottle
ETC_20150323_009992	Bury the bottle containing evil energy to the right side of the magic circle
ETC_20150323_009993	Bury the bottle containing evil energy to the left side of the magic circle
ETC_20150323_009994	Lure the living monsters to the magic circle
ETC_20150323_009995	Avoid monster attacks and destroy the alcohol containers within the time limit
ETC_20150323_009996	Get a wooden hammer head
ETC_20150323_009997	Get a wooden hammer handle
ETC_20150323_009998	Open alcohol container
ETC_20150323_009999	Test the incomplete magic circle on a monster
ETC_20150323_010000	Throw Dandell into the burning magic circle
ETC_20150323_010001	Put the statue of the goddess onto the magic circle
ETC_20150323_010002	Obtain round wood sticks from nearby fences
ETC_20150323_010003	Fill in the poison pots
ETC_20150323_010004	Obtain the farming tool - Plow
ETC_20150323_010005	Obtain the farming tool - Hand Hoe
ETC_20150323_010006	Obtain the farming tool - Spade
ETC_20150323_010007	Obtain the farming tool - Pickaxe
ETC_20150323_010008	Obtain the farming tool - Pitchfork
ETC_20150323_010009	Extract the dandelions
ETC_20150323_010010	Throw the stones to destroy the magic circle
ETC_20150323_010011	Collect the farmers' signatures on the Compact
ETC_20150323_010012	Storage Use Fee
ETC_20150323_010013	While getting on the Companion, your node height was too high to establish a link 
ETC_20150323_010014	Recipe - Antidote
ETC_20150323_010015	Elementalist Advancement
ETC_20150323_010016	Card Synthesis
ETC_20150323_010017	Enter your personal greeting
ETC_20150323_010018	Visit Barrack
ETC_20150323_010019	Start Game
ETC_20150323_010020	User Buy-in Shop
ETC_20150323_010021	Buff Shop
ETC_20150323_010022	Crafter is still using the skill.
ETC_20150323_010023	Item refinement has been completed.
ETC_20150323_010024	Consume
ETC_20150323_010025	Hire as a Mercenary
ETC_20150323_010026	{Price} TPs will be consumed to hire for {Minute} minutes. Do you wish to continue?
ETC_20150323_010027	Fire the Mercenary
ETC_20150323_010028	Hiring fee will not be refunded. Are you sure you want to dismiss? 
ETC_20150323_010029	Wrong equipment. Please check the title. 
ETC_20150323_010030	{gr gradation2}{s19}{ol}{b}{#ffcc00}Right-click: Sell / Buy Button{/}{/}{nl}Press down the right-click for long to sell multiple quantities of the item.{nl}Double-click to sell all.{nl}?{nl}{b}{#ffcc00}Left-click: Cancel / Return Button{/}{/}{nl}Press down the left-click for long to cancel multiple quantities of the item.{nl} Double left-click to sell all.
ETC_20150323_010031	Consume material should have the same or more stars that the item to combine.
ETC_20150323_010032	This item cannot be awakened. 
ETC_20150323_010033	This item is already awakened.
ETC_20150323_010034	Item Awakening!
ETC_20150323_010035	Potential is consumed when you awaken an item. Do you wish to continue? 
ETC_20150323_010036	Buff Duration
ETC_20150323_010037	The distribution table can only be used near the base.
ETC_20150323_010038	It can be only constructed on one base.
ETC_20150323_010039	Weapon Maintenance Effect
ETC_20150323_010040	Armor Maintenance Effect
ETC_20150323_010041	Anvil Enhancement
ETC_20150323_010042	Add physical attack of Companion by {Value}
ETC_20150323_010043	%d Players
ETC_20150323_010044	received your buff.
ETC_20150323_010045	had the item repaired.
ETC_20150323_010046	Collecting Young Leaves
ETC_20150323_010047	Collected a Young Leaf, but the tough leaf cut you!
ETC_20150323_010048	The tough leaves cut your hand!
ETC_20150323_010049	You discarded the music box back to where it was
ETC_20150323_010050	An old music box was found from the pile of grass!
ETC_20150323_010051	Collected Asellu Leaf Bud
ETC_20150323_010052	Going through the pile of food
ETC_20150323_010053	Get more food waste from the pile of food in Ishplash Plaza
ETC_20150323_010054	There is no monster
ETC_20150323_010055	Destroying the Tree Root Crystal Core
ETC_20150323_010056	The core of Crystal exploded.
ETC_20150323_010057	Destroyed the Tree Root Crystal Core and recovered Stamina!
ETC_20150323_010058	There was an abnormal reaction from the Core of Crystal and Old Hook Appeared!
ETC_20150323_010059	Successfully destroyed Mutated Tree Root Crystal!
ETC_20150323_010060	Touched the wrong Tree Root Crystal and movement speed decreased!
ETC_20150323_010061	Don't lie! I will finish you too!
ETC_20150323_010062	You think I'll forgive you? 
ETC_20150323_010063	I will destroy you too!
ETC_20150323_010064	You think I'll fall for that? Come on and fight!
ETC_20150323_010065	Picking a Flower
ETC_20150323_010066	Picked a beautiful flower.
ETC_20150323_010067	You tried to calm the trapped soul{nl}But, he was overwhelmed with rage and turned into a monster!
ETC_20150323_010068	Still... I cannot forgive you!
ETC_20150323_010069	How could you... do that to me!
ETC_20150323_010070	We were your colleagues and you betrayed us!
ETC_20150323_010071	You can run faster for 30 seconds because of the Sanctum's Blessing!
ETC_20150323_010072	Donate 100 silver
ETC_20150323_010073	Donate 500 silver
ETC_20150323_010074	Donate 1000 silver
ETC_20150323_010075	You can run faster for 60 seconds because of the Sanctum's Blessing!
ETC_20150323_010076	You can run faster for 120 seconds because of the Sanctum's Blessing!
ETC_20150323_010077	Donated 100 silver
ETC_20150323_010078	Donated 500 silver
ETC_20150323_010079	Donated 1000 silver
ETC_20150323_010080	Donated 40 silver
ETC_20150323_010081	Donated 50 silver
ETC_20150323_010082	Your attack has increased because of the Sanctum's Blessing!
ETC_20150323_010083	Detected a monster that swallowed a Badge!{nl}Press the V key to use the Symbol of Faith!
ETC_20150323_010084	Monster polluting the Sanctum
ETC_20150323_010085	A monster that swallowed the badge has appeared!
ETC_20150323_010086	Your attack is increased for 10 seconds because of the Sanctum's Blessing!
ETC_20150323_010087	Obtained Divine Aura for 10 seconds because of the Sanctum's Blessing!
ETC_20150323_010088	Poison spurted out!
ETC_20150323_010089	You cannot give an offer nor receive blessings!
ETC_20150323_010090	Restored HP because of the Sanctum's Blessing!
ETC_20150323_010091	A Tree Ambulo living off of the reed root appeared!
ETC_20150323_010092	Obtained the Reed Sap Crystal!
ETC_20150323_010093	Acquired 5 food waste.
ETC_20150323_010094	Monsters are eating the food waste.
ETC_20150323_010095	It is not responding to the food waste.
ETC_20150323_010096	You stepped on Cactusvel's pit and fell under it's curse!
ETC_20150323_010097	You stepped on the pollutant and fainted!
ETC_20150323_010098	Please help me...
ETC_20150323_010099	It is not reacting. Try it on a different monster.
ETC_20150323_010100	There was a monster hiding in its root!
ETC_20150323_010101	You were scraped by the reed with poison and grew numb!
ETC_20150323_010102	You have been injured by the reed, and are slowed down!
ETC_20150323_010103	Sleeping gas suddenly rose!
ETC_20150323_010104	You couldn't find anything!
ETC_20150323_010105	Found a badge of the sanctum!
ETC_20150323_010106	Cannot find the badge of the Sanctum!
ETC_20150323_010107	Witas' curse is making you fall asleep!
ETC_20150323_010108	The soul is returning to the goddess.
ETC_20150323_010109	Released the soul restrained by the monster!
ETC_20150323_010110	You already have enough food waste.
ETC_20150323_010111	Persuade the tired Drapeliun!
ETC_20150323_010112	You went through the food pile and it exploded!
ETC_20150323_010113	Acquired kindling! {nl}Put it in the fire for the Tree Root Crystal to burn it!
ETC_20150323_010114	Adding Kindling
ETC_20150323_010115	Flame is blazing up!
ETC_20150323_010116	Successfully burned Tree Root Crystal.
ETC_20150323_010117	trapped the evil aura in the box.
ETC_20150323_010118	The evil aura is being absorbed into the box.
ETC_20150323_010119	It will automatically explode when you get its Core from the monsters nearby!
ETC_20150323_010120	Tree Root Crystal Reacting
ETC_20150323_010121	Soul of Pilgrim entrapped by the monster is released!{nl}Destroy the entrapped Soul of Pilgrim to release him!
ETC_20150323_010122	Trapped Pilgrim's Soul
ETC_20150323_010123	Lure the monster and consume its HP before extracting its soul
ETC_20150323_010124	Successfully destroyed the Demon's Magic Circle
ETC_20150323_010125	The flower dried up and died!
ETC_20150323_010126	Picking up the small portrait again
ETC_20150323_010127	Picked up the small portrait again
ETC_20150323_010128	Discarding the small portrait
ETC_20150323_010129	Discarded the small portrait at the tombstone
ETC_20150323_010130	Took out handkerchief from the box.
ETC_20150323_010131	Placed the handkerchief back in the box. You can take it out again. 
ETC_20150323_010132	There is no key {nl}Find the key from the monsters. 
ETC_20150323_010133	Soul of the Pilgrim is attacking the crystal!
ETC_20150323_010134	The monster's HP is too high!
ETC_20150323_010135	The altar has cooled enough!
ETC_20150323_010136	Destroying the magic circle
ETC_20150323_010137	Cannot be used in the Fedimian Suburbs!
ETC_20150323_010138	Out of time to use it
ETC_20150323_010139	Get the patterned stones gain entrance. 
ETC_20150323_010140	Approach the stunned Scorpio and extract its venom!
ETC_20150323_010141	Extracting venom
ETC_20150323_010142	Extracted the poison!
ETC_20150323_010143	You cannot extract poison from a conscious Scorpio!
ETC_20150323_010144	Nipping off Sweet Herbs
ETC_20150323_010145	Acquired the Sweet Herb!
ETC_20150323_010146	The thorns of the Sweet Herb poked you!
ETC_20150323_010147	It seems that you have entered a spot where food gets spoiled
ETC_20150323_010148	Go meet Malus and get some new rice cake!
ETC_20150323_010149	The new rice cake is not spoiled! Bring it to Dalius!
ETC_20150323_010150	The new rice cake is spoiled! Throw away the spoiled cake and go to Malus to get the new rice cake!
ETC_20150323_010151	Throwing away the spoiled rice cake
ETC_20150323_010152	An Orange Hamming suddenly appeared
ETC_20150323_010153	As you throw away the spoiled rice cake, an Orange Hamming appeared!
ETC_20150323_010154	Fainted a bit from the foul odor!
ETC_20150323_010155	Rubbing it off
ETC_20150323_010156	It seems that you've eliminated the strange energy!
ETC_20150323_010157	Maybe it wasn't real! Find another one!
ETC_20150323_010158	It seems that there isn't any strange energy!
ETC_20150323_010159	Extracting the crops and looking at them
ETC_20150323_010160	Nothing seems to be wrong with the crops
ETC_20150323_010161	The leaves were cut down so you can't check anything wrong. Try extracting others!
ETC_20150323_010162	The crops died in black!
ETC_20150323_010163	Making an awkward magic circle with the trees
ETC_20150323_010164	Burning the Letter of Spells
ETC_20150323_010165	Eliminating the strange jewel
ETC_20150323_010166	As you removed the jewel, you've taken some damage!
ETC_20150323_010167	As you removed the jewel, monsters appeared!
ETC_20150323_010168	Burying the first bottle
ETC_20150323_010169	Burying the second bottle
ETC_20150323_010170	The magic circle absorbed the monster's evil aura!
ETC_20150323_010171	You've been transferred to a strange location due to the Goddess Statue malfunctioning!
ETC_20150323_010172	You will be slowed down for 5 seconds due to the Goddess Statue malfunctioning!
ETC_20150323_010173	You've dug up the head of the Goddess Statue without any trouble
ETC_20150323_010174	The monsters will be lured since you've installed the pots. The installed pots will disappear in 20 seconds.
ETC_20150323_010175	Installed Poisonous Pot
ETC_20150323_010176	You fell into sleep due to the curse of the sealed magic circle
ETC_20150323_010177	The stones all fell down. Go to Albina to get the stones
ETC_20150323_010178	The magic circle is destroyed!
ETC_20150323_010179	Sealing Magic Circle
ETC_20150323_010180	Successfully threw in the stones!
ETC_20150323_010181	Failed to throw in the stones!
ETC_20150323_010182	Setting the magic circle
ETC_20150323_010183	Persuading the Farmer
ETC_20150323_010184	Give
ETC_20150323_010185	I don't have it
ETC_20150323_010186	I have it. Show it
ETC_20150323_010187	I don't want to show it.
ETC_20150323_010188	You threw the stones, but the magic circle flooded!
ETC_20150323_010189	This isn't the magic circle
ETC_20150323_010190	You've succeeded throwing the stones into the magic circle, but you fell into sleep!
ETC_20150323_010191	The magic circle made the monsters fell into sleep that attack the humans!{nl}Please report this to Joana!
ETC_20150323_010192	Monster's Soul
ETC_20150323_010193	The magic circle is not responding
ETC_20150323_010194	The monster is trying to run away!
ETC_20150323_010195	Placing the Goddess Statue
ETC_20150323_010196	Receive the Goddess Statue
ETC_20150323_010197	Making a wooden hammer
ETC_20150323_010198	Obtaining the materials for a hammer
ETC_20150323_010199	You failed to obtain usable trees!
ETC_20150323_010200	Instead of usable trees, an Orange Dandel appeared!
ETC_20150323_010201	Explaining the Compact
ETC_20150323_010202	Gladly give
ETC_20150323_010203	It's a waste of money
ETC_20150323_010204	Give them to him so you can closely take a look at them
ETC_20150323_010205	Don't give to them since you may get stolen
ETC_20150323_010206	Given 5000 silver
ETC_20150323_010207	It's impossible to give, if money is requested
ETC_20150323_010208	Given 2000 silver
ETC_20150323_010209	Cannot give any money
ETC_20150323_010210	Give
ETC_20150323_010211	Will never give any
ETC_20150323_010212	Give 5000 vis to use as medicine
ETC_20150323_010213	Cannot do favors that involve money
ETC_20150323_010214	Breaking the container
ETC_20150323_010215	Fluttering Dust provoked a monster
ETC_20150323_010216	The Spirit Essence blew away like dust
ETC_20150323_010217	It's a very old and dirty scripture
ETC_20150323_010218	Found details about Naktis
ETC_20150323_010219	Did not find details about Naktis.{nl}Need to go through it again.
ETC_20150323_010220	Seems good enough to use as medicine
ETC_20150323_010221	Use the key
ETC_20150323_010222	Just leave it
ETC_20150323_010223	Used the key and opened the device
ETC_20150323_010224	I know where the key is
ETC_20150323_010225	I know the location of the key hidden by the humans
ETC_20150323_010226	You have to find it quickly
ETC_20150323_010227	This is your only chance
ETC_20150323_010228	Transformation successful!{nl}Lure the subordinates of Naktis to Apgaule Altar.
ETC_20150323_010229	Confirm
ETC_20150323_010230	Ask about the second device
ETC_20150323_010231	How to charge the sign of spiritual power
ETC_20150323_010232	How to get the third key
ETC_20150323_010233	It is too withered to use as medicine
ETC_20150323_010234	Found details on demon transformation
ETC_20150323_010235	Seems like it is full of useless things
ETC_20150323_010236	Naktis' servants destroyed Laukimas Altar
ETC_20150323_010237	About the Plan
ETC_20150323_010238	About the documents related to demons
ETC_20150323_010239	Now I can breathe
ETC_20150323_010240	Catch them
ETC_20150323_010241	Get back my powers from them
ETC_20150323_010242	Damn...{nl}Are you releasing me?
ETC_20150323_010243	Where is Vakarine Goddess?
ETC_20150323_010244	How can I trust you?
ETC_20150323_010245	Now what are you going to do?
ETC_20150323_010246	Here...{nl}Come closer...
ETC_20150323_010247	You've been deceived like me...{nl}Revelator...
ETC_20150323_010248	You've removed the small dimensional crack.
ETC_20150323_010249	Released the Rwalda seal.
ETC_20150323_010250	Release the Casa Seal.
ETC_20150323_010251	Release the Rada Seal.
ETC_20150323_010252	The monster is not reacting.
ETC_20150323_010253	You can't guide the body when its eyes are open.
ETC_20150323_010254	Already guiding another body.
ETC_20150323_010255	There are no more details related to Naktis
ETC_20150323_010256	Retrieving Priest's Book
ETC_20150323_010257	Retrieving Key of Maven
ETC_20150323_010258	Using Key of Maven
ETC_20150323_010259	Use Purifying Scroll
ETC_20150323_010260	Give me more meat!
ETC_20150323_010261	I'm starving!
ETC_20150323_010262	I can't eat any more...
ETC_20150323_010263	The altar is activated
ETC_20150323_010264	Activating the Altar
ETC_20150323_010265	Kill the demons near the sign of spiritual power to charge the sign.
ETC_20150323_010266	Checking device
ETC_20150323_010267	The demons are guarding it
ETC_20150323_010268	Using the key
ETC_20150323_010269	Retrieving Cursed Orb
ETC_20150323_010270	Successfully retrieved murky holy water
ETC_20150323_010271	Can see the altar with the holy water
ETC_20150323_010272	Use the medicine
ETC_20150323_010273	Defeat the demon monster while marked with the sign of purification
ETC_20150323_010274	the footstep is falling down
ETC_20150323_010275	Identity of the candle
ETC_20150323_010276	Secret of Maven
ETC_20150323_010277	The footstep is pressed down
ETC_20150323_010278	Setting up the fence
ETC_20150323_010279	Monsters have appeared while repairing!
ETC_20150323_010280	Retrieve the big plant suppressor
ETC_20150323_010281	Install small plant suppressor
ETC_20150323_010282	Collecting Soil Samples
ETC_20150323_010283	Inspecting the pile of soil
ETC_20150323_010284	Opening the box
ETC_20150323_010285	You exerted your power, but somehow it can't be opened
ETC_20150323_010286	Picking Dandelion
ETC_20150323_010287	Searching the bundle
ETC_20150323_010288	Name of an unknown person is written.
ETC_20150323_010289	Gathering Grape Roots
ETC_20150323_010290	Gathering the gold grapes
ETC_20150323_010291	Gold grapes are losing their color
ETC_20150323_010292	You can't use the gold grapes anymore
ETC_20150323_010293	Looking into the rubbish
ETC_20150323_010294	Opening the Wooden Chest
ETC_20150323_010295	Shaking the Bush
ETC_20150323_010296	Curing the poison
ETC_20150323_010297	Addicted Farmer
ETC_20150323_010298	Thanks! I am alive because of you!
ETC_20150323_010299	I will never forget about this!
ETC_20150323_010300	Thanks! I am alive due to you!
ETC_20150323_010301	I will never forget about this!
ETC_20150323_010302	Using the Obedience Stick
ETC_20150323_010303	You've succeeded controlling the monsters!
ETC_20150323_010304	There is already a monster that has been trained.
ETC_20150323_010305	Good job.
ETC_20150323_010306	This will be enough.
ETC_20150323_010307	Getting water
ETC_20150323_010308	Spraying Herbicide
ETC_20150323_010309	Inspecting the bag
ETC_20150323_010310	Cannot find anything
ETC_20150323_010311	Going into the Underground Tunnel
ETC_20150323_010312	Picking up the Bag
ETC_20150323_010313	This does not look like a medicine pouch
ETC_20150323_010314	Soldier who was left behind
ETC_20150323_010315	Making antidote
ETC_20150323_010316	Antidote complete! {nl}Give it to Gytis.
ETC_20150323_010317	Collected all materials. {nl}Mix it into the medicine Hunter Master gave you, to make the antidote.
ETC_20150323_010318	Deliver the antidote
ETC_20150323_010319	Successfully delivered
ETC_20150323_010320	Failed to deliver
ETC_20150323_010321	The hysteria has calmed down a bit
ETC_20150323_010322	Don't give me weird medicine like this!
ETC_20150323_010323	Doesn't feel good. 
ETC_20150323_010324	You can feel something not good from the greenery
ETC_20150323_010325	Demon Summoning Crystal
ETC_20150323_010326	Buff Removal Item
ETC_20150323_010327	This item is currently equipped.
ETC_20150323_010328	You cannot add more than one of each type.
ETC_20150323_010329	The buyer does not want this item.
ETC_20150323_010330	Are you sure you want to sell this?
ETC_20150323_010331	Awakening
ETC_20150323_010332	Can only be used in Tenet Garden
ETC_20150323_010333	Can only be used in Ramstis Ridge Area
ETC_20150323_010334	{@st42b}Advancement Date: 
ETC_20150323_010335	{@st42b}Play Time: 
ETC_20150323_010336	The people from the village were demons.{nl}Run away to portal of Veja Ravine.
ETC_20150323_010337	Great Cathedral Completion Stone
ETC_20150323_010338	Briquetting
ETC_20150323_010339	Black 
ETC_20150323_010340	Blue 
ETC_20150323_010341	Pink
ETC_20150323_010342	Long Ponytail
ETC_20150323_010343	Long Wave Twintail
ETC_20150323_010344	Dvasia Peak_1_2
ETC_20150323_010345	Priest
ETC_20150323_010346	Badge Signature
ETC_20150323_010347	Platform of Love
ETC_20150323_010348	Old Book
ETC_20150323_010349	Torn Page
ETC_20150323_010350	Old Document
ETC_20150323_010351	Tildas Valley
ETC_20150323_010352	The Fortress of the Great Land59_2
ETC_20150323_010353	The Fortress of the Great Land59_3
ETC_20150323_010354	The Fortress of the Great Land59_1
ETC_20150323_010355	Gate Entrance x
ETC_20150323_010356	Demon Prison District 3
ETC_20150323_010357	Demon Prison District 5
ETC_20150323_010358	Demon Prison District 2
ETC_20150323_010359	Demon Prison District 4
ETC_20150323_010360	Small Dimensional Crack
ETC_20150323_010361	Leader Horaceus {img star_mark 20 20}
ETC_20150323_010362	Food Drier {img star_mark 20 20}
ETC_20150323_010363	Food Storage
ETC_20150323_010364	Sealed Magic Circle {img star_mark 20 20}
ETC_20150323_010365	Goddess Statue's Head {img star_mark 20 20}
ETC_20150323_010366	Goddess Statue's Wing {img star_mark 20 20}
ETC_20150323_010367	Unstable Magic Circle {img star_mark 20 20}
ETC_20150323_010368	Event outside incomplete magic circle 
ETC_20150323_010369	[Baron Allerno]{nl}    Asta
ETC_20150323_010370	Baron Secretary Arunas
ETC_20150323_010371	Baron Areluno {img star_mark 20 20}
ETC_20150323_010372	Baron Secretary Benyus
ETC_20150323_010373	Power Supply {img star_mark 20 20}
ETC_20150323_010374	Awkward Seal Magic Circle
ETC_20150323_010375	Baron's Storage {img star_mark 20 20}
ETC_20150323_010376	Detect strange aura
ETC_20150323_010377	The place to bury the bottle
ETC_20150323_010378	Manticen appearance trigger
ETC_20150323_010379	A spot to set the Magic Circle
ETC_20150323_010380	Polluted Pile of Soil
ETC_20150323_010381	Young Dandelion
ETC_20150323_010382	Old Bag
ETC_20150323_010383	Grape Vines
ETC_20150323_010384	Potion Trigger
ETC_20150323_010385	Crates
ETC_20150323_010386	Poisoned Tenant Farmer
ETC_20150323_010387	Farm Soldier Upham
ETC_20150323_010388	Underground Tunnel Entrance
ETC_20150323_010389	Underground Tunnel Exit
ETC_20150323_010390	Medicine Pouch
ETC_20150323_010391	Boss Trigger
ETC_20150323_010392	Safety Zone Trigger
ETC_20150323_010393	Gytis Farm
ETC_20150323_010394	Tripede
ETC_20150323_010395	Transformed Tree Root Crystals of Laziness*
ETC_20150323_010396	The spirit of the pilgrim in wrath*
ETC_20150323_010397	The diary of someone
ETC_20150323_010398	Forest of Prayer Notice
ETC_20150323_010399	Pile of fallen leaves
ETC_20150323_010400	Shop Stand
ETC_20150323_010401	Tree of Faith Notice
ETC_20150323_010402	Dallas' Body
ETC_20150323_010403	Pot of boiling medicine
ETC_20150323_010404	[Chronomancer Master]{nl} Lucid Winterspoon
ETC_20150323_010405	[Elementalist Master]{nl} Wican Celestic
ETC_20150323_010406	Pile of wood
ETC_20150323_010407	Farmland49_2
ETC_20150323_010408	Sack
ETC_20150323_010409	Spoiled Food Event
ETC_20150323_010410	Sleeping Scorpio
ETC_20150323_010411	Place to install small plant suppressor
ETC_20150323_010412	Place to install the fences
ETC_20150323_010413	Blurred Astral Body
ETC_20150323_010414	Gate Entrance x
ETC_20150323_010415	Statue guiding the soul
ETC_20150323_010416	Blurred Box
ETC_20150323_010417	Bleak Shadow
ETC_20150401_010418	Captured Loxodon
ETC_20150401_010419	Melatinun
ETC_20150401_010420	Earth Wood Goblin
ETC_20150401_010421	Earth Bushspider
ETC_20150401_010422	Earth Old Kepa
ETC_20150401_010423	Earth Spectra
ETC_20150401_010424	Earth Apparition
ETC_20150401_010425	Earth Raflower
ETC_20150401_010426	Earth Shredded
ETC_20150401_010427	Earth Deadborn Scap
ETC_20150401_010428	Earth Hallowventer
ETC_20150401_010429	Earth Templeshooter
ETC_20150401_010430	Earth Canceril
ETC_20150401_010431	Earth Archon
ETC_20150401_010432	Catacombs Candle Spider 
ETC_20150401_010433	Confined Yognome
ETC_20150401_010434	Confined Long-Branched Tree
ETC_20150401_010435	Catacombs Mushcarfung
ETC_20150401_010436	Confined Firent
ETC_20150401_010437	Ashrong
ETC_20150401_010438	Cornuts
ETC_20150401_010439	Papayam
ETC_20150401_010440	Terapede
ETC_20150401_010441	Crocoman
ETC_20150401_010442	Skull
ETC_20150401_010443	Offering Box
ETC_20150401_010444	Russian Blue
ETC_20150401_010445	Grape Ellum
ETC_20150401_010446	Farm Keposeed
ETC_20150401_010447	Guards Graveyard
ETC_20150401_010448	2nd Demon Prison
ETC_20150401_010449	Royal Mausoleum Workers Lodge
ETC_20150401_010450	Royal Mausoleum Guard
ETC_20150401_010451	Royal Mausoleum Storage
ETC_20150401_010452	Residence of the Fallen Legwyn Family
ETC_20150401_010453	Secret Statue
ETC_20150401_010454	Storage Keeper Farmer
ETC_20150401_010455	Attack and destroy the magic circle!
ETC_20150401_010456	Take kindling from the Orange Dandel to keep the fire alive!
ETC_20150401_010457	What is this taste? 
ETC_20150401_010458	The crops suddenly dies and turns dark!
ETC_20150401_010459	Oh... No...
ETC_20150401_010460	Need the 2nd circle of Alchemist
ETC_20150401_010461	Need the 3rd circle of Alchemist
ETC_20150401_010462	Need the 2nd circle of Druid
ETC_20150401_010463	Need the 3rd circle of Druid
ETC_20150401_010464	Fletcher 2nd Circle required
ETC_20150401_010465	Need the 3rd circle of Fletcher
ETC_20150401_010466	Monk 2nd Circle required
ETC_20150401_010467	Need the 3rd circle of Monk
ETC_20150401_010468	Need the 2nd circle of Necromancer
ETC_20150401_010469	Need the 3rd circle of Necromancer
ETC_20150401_010470	Rogue 2nd Circle required
ETC_20150401_010471	Need the 3rd circle of Rogue
