SKILL_20150317_000001	Attack
SKILL_20150317_000835	[Woodspirit card] physical non-magical
SKILL_20150317_000836	[Cyclops card] physical darkness attribute damage
SKILL_20150317_000837	[Salamander Card] Magic Fire Attribute Magic
SKILL_20150317_000838	[Bearkaras Card] Physical Free Attribute Magic
SKILL_20150317_000839	[Specter Card of Dazzle] Magic Dark Attribute Strike
SKILL_20150317_000840	[Stone Whale Card] Magic Free Attribute Strike
SKILL_20150317_000841	[Ginklas Card] Physical Fire Attribute Strike
SKILL_20150317_000842	[Carapace Card] Physical Free Attribute Strike
SKILL_20150317_000843	[Spector Master] Magic Dark Attribute Magic
SKILL_20150317_000844	[NetherBovine Card] Physical Dark Attribute Sting
SKILL_20150317_000845	[Mirtis Card] Magic Dark Attribute Slash
SKILL_20150317_000846	[Sequoia Card] Physical Fire Attribute Magic
SKILL_20150317_000847	[Rikaus Card] Physical Dark Attribute Slash
SKILL_20150317_000848	[Werewolf Card] Physical Dark Attribute Magic
SKILL_20150317_000849	[ShadowGaoler Card] Magic Dark Attribute Slash
SKILL_20150317_000850	[Carnivore Card] Physical Poison Attribute Magic
SKILL_20150317_000851	[Minotaurss Card] Magic Fire Attribute Magic
SKILL_20150317_000852	[Thronewever Card] Magic Poison Attribute Strike
SKILL_20150317_000853	[Biterizina Card] Physical Free Attribute Sting
SKILL_20150317_000854	[Chapparition card] Magic darkness magical
SKILL_20150317_000855	[Mommy gust card] physical darkness magical
SKILL_20150317_000856	Ice Breath
SKILL_20150317_000857	[Ironbaum card] physical fire attribute damage
SKILL_20150317_000858	Stab wound in the Gorgon card] Magic darkness attribute
SKILL_20150317_000859	[Dora ferry luck card] sting of physical darkness attribute
SKILL_20150317_000860	Sword [Unicorn card] Magic darkness attribute
SKILL_20150317_000861	[Moldyhorn Card] magic poison magical
SKILL_20150317_000862	[RytaSwort card] sting of magic poison attribute
SKILL_20150317_000863	Sword [Hull peer card] physical electrical characteristics
SKILL_20150317_000864	[Mothstem card] physical electrical characteristics
SKILL_20150317_000865	Sword [merge card] physical non-attribute
SKILL_20150317_000866	[Clymen card] physical poison attribute damage
SKILL_20150317_000867	[Devilglove card] Magic electrical attribute damage
SKILL_20150317_000868	[Necro vendor of card] Magic darkness magical
SKILL_20150317_000869	[Molich Card] The physical darkness attribute damage
SKILL_20150317_000870	[Yonazolem card] Magic non-attribute damage
SKILL_20150317_000871	Sword [word Pome Nation card] physical darkness attribute
SKILL_20150317_000872	[Gills stab wounds of North card] physical darkness attribute
SKILL_20150317_000873	[Air conditioning card] physical fire attribute damage
SKILL_20150317_000874	[Gaigalas card] physical fire magical
SKILL_20150317_000875	[Bramble card] Magic arm attribute damage
SKILL_20150317_000876	[Honeypin card] physical poison attribute damage
SKILL_20150317_000877	[Bebraspion card] physical electrical attribute damage
SKILL_20150317_000878	[Giant Redwood Card Magic Fire magical
SKILL_20150317_000879	[Giant Wood Goblin card] Magic no magical
SKILL_20150317_000880	[Kirmerleech Card] sting of physical poison attribute
SKILL_20150317_000881	MagBurk] physical fire magical
SKILL_20150317_000882	[Kepa Chieftain card] physical poison attribute damage
SKILL_20150317_000883	[Achat Card] Magic no magical
SKILL_20150317_000884	[Shnayim card] Magic electrical magical
SKILL_20150317_000885	[Tomb Lord card] Magic darkness magical
SKILL_20150317_000886	[Denoptic card] Magic electrical characteristics sword
SKILL_20150317_000887	[Iltiswort card] physical poison magical
SKILL_20150317_000888	[Scorpio card] sting of physical poison attribute
SKILL_20150317_000889	[Enchant Poison] magic poison magical
SKILL_20150317_000890	[Feed] card physical poison attribute damage of rubber
SKILL_20150317_000891	[Rajatoad card] can be physical attribute magic
SKILL_20150317_000892	[Anna wolfberry card] physical darkness attribute damage
SKILL_20150317_000893	[Saltistter card] physical water attribute damage
SKILL_20150317_000894	Sword [dead this card] physical non-attribute
SKILL_20150317_000895	[Corrupted card] magic sacred magical
SKILL_20150317_000896	[Malletwyvern card] Magic non-attribute damage
SKILL_20150317_000897	[Moyabruka card] physical non-attribute damage
SKILL_20150317_000898	[Collie Men shea card] physical water attribute damage
SKILL_20150317_000899	[Rajapearl card] water attribute damage of Magic
SKILL_20150317_000900	[Mushwort card] Magic poison magical
SKILL_20150317_000901	[Lepus card] sting of physical water attribute
SKILL_20150317_000902	[Sparnas Ccard] physical electrical magical
SKILL_20150317_000903	[Cactusvel card] physical poison magical
SKILL_20150317_000904	[Throw] physical non-attribute damage
SKILL_20150317_000905	[Belo Chad card] magic poison magical
SKILL_20150317_000906	[Lutopus card] sting of physical non-attribute
SKILL_20150317_000907	[Dio near card] magic no magical
SKILL_20150317_000908	[Gauge golem card] physical fire attribute damage
SKILL_20150317_000909	[Leaves summons] Magic no magical
SKILL_20150317_000910	[Hydra card] physical thing
SKILL_20150317_000911	[Collected card] physical non-attribute damage
SKILL_20150317_000912	[[Jack-o-Lantern Card] Magic Fire attribute
SKILL_20150317_000913	[Top] Chikenkado physical non-magical
SKILL_20150317_000914	[Mineloader card] physical electrical magical
SKILL_20150317_000915	[Grinender Card] Magic Fire magical
SKILL_20150317_000916	The sword [Helgasercle card] physical darkness attribute
SKILL_20150317_000917	[Yekub Card] Magic arm attribute damage
SKILL_20150317_000918	Physical Shield] Magic no magical
SKILL_20150317_000919	[Sparnasman card] physical non-magical
SKILL_20150317_000920	Thrust
SKILL_20150317_000921	{#DD5500}{ol}[Physical] - [Sting] {/} {/} {nl} Sting and push the enemy away.
SKILL_20150317_000922	Attack power #{SkillAtkAdd}#{nl}Splash #{SkillSR}#
SKILL_20150317_000923	Bash
SKILL_20150317_000924	{#DD5500}{ol}[Physical] - [Slash] {/} {/} {nl} Swing the weapon to damage the target.
SKILL_20150317_000925	Gung Ho
SKILL_20150317_000926	Increase attack power while decreasing defense.
SKILL_20150317_000927	Increase Physical Damage by #{CaptionRatio}#{nl} Decrease Physical Defense by #{CaptionRatio2}# {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_000928	Concentrate
SKILL_20150317_000929	Increase skill attack power.
SKILL_20150317_000930	Additional Damage + #{CaptionRatio2}#{nl}#{CaptionRatio}# times the number of attacks {nl}#{CaptionTime}# seconds duration
SKILL_20150317_000931	Restrain
SKILL_20150317_000932	Lower your maximum HP, and increases attack power.
SKILL_20150317_000933	Increases Physical Attack by #{CaptionRatio}#{nl}Reduce maximum HP by #{CaptionRatio2}# {nl} Duration #{CaptionTime}# seconds 
SKILL_20150317_000934	Umbo Blow
SKILL_20150317_000935	{#DD5500}{ol}[Physical] - [Strike] {/} {/} {nl} attack with your shield. {nl} Attack after blocking enemy for additional damage.
SKILL_20150317_000936	Rim Blow
SKILL_20150317_000937	{#DD5500}{ol}[Physical] - [Strike] {/} {/} {nl} attack with shield edges. {nl} Attack when enemy is petrified or frozen for additional damage.
SKILL_20150317_000938	Swash Buckling
SKILL_20150317_000939	Threathen enemy by swinging the shield.
SKILL_20150317_000940	Target #{SkillSR}#{nl}Increase max provoke by #{CaptionRatio}# for #{CaptionTime}# seconds 
SKILL_20150317_000941	Reduce attack power and increase defense.
SKILL_20150317_000942	Increases Physical Defense #{CaptionRatio}#{nl}#{CaptionRatio2}# Physical Damage Reduction {nl}#{CaptionTime}# seconds duration
SKILL_20150317_000943	Shield Lob
SKILL_20150317_000944	{#DD5500}{ol}[Physical] [Strike] {/} {/} {nl} enemy will throw his shield damage.
SKILL_20150317_000945	High Guard
SKILL_20150317_000946	Butterfly
SKILL_20150317_000947	Wagon Wheel
SKILL_20150317_000948	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl} Hit as hard as and uppercut enemy using weapons.
SKILL_20150317_000949	Cartar Stroke
SKILL_20150317_000950	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl} To hit the ground gathering strength as a weapon to attack the enemy
SKILL_20150317_000951	Attack power #{SkillAtkAdd}#{nl}Casting time 0.5 seconds{nl}Splash #{SkillSR}#
SKILL_20150317_000952	Crown
SKILL_20150317_000953	{#DD5500}{ol}[Physical] [Strike] {/} {/} {nl} Whack the head of a strong enemy attack. Temporarily decreases the enemy's intelligence and spirit.
SKILL_20150317_000954	Attack power #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}{#339999}{ol}[Shock]{/}{/} Duration #{CaptionTime}# seconds
SKILL_20150317_000955	Cross Guard
SKILL_20150317_000956	Take a defensive stance using a weapon.
SKILL_20150317_000957	Increases armor #{CaptionRatio}#{nl}#{CaptionRatio2}# increasing block
SKILL_20150317_000958	Moulinet
SKILL_20150317_000959	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl} To make an continuing attack to the enemy in front.
SKILL_20150317_000960	Stabbing
SKILL_20150317_000961	{#DD5500}{ol}[Physical] - [Sting]{/}{/}{nl}consecutive attacks to target using spear.
SKILL_20150317_000962	Pierce
SKILL_20150317_000963	{#DD5500}{ol}[Physical] - [Sting]{/}{/}{nl} It will strongly increase damage by stabbing the enemies{nl}  According to the size of enemy, an additional damage of blow upon blow will be applied.
SKILL_20150317_000964	Attack power #{SkillAtkAdd}#{nl}Medium target 2 attacks{nl}Large target 3 attacks
SKILL_20150317_000965	Finestra
SKILL_20150317_000966	I will convert the stance in the window attitude. {Nl} critical occurrence is increased, but avoidance is reduced.
SKILL_20150317_000967	Increased critical strike occurred #{CaptionRatio}#{nl}#{CaptionRatio2}# reduce evasion {nl}#{CaptionTime}# seconds duration
SKILL_20150317_000968	Synchro Thrusting
SKILL_20150317_000969	{#DD5500}{ol}[Physical] - [Sting] - [Strike]{/}{/}{nl} using shields and spears will attack the enemy.
SKILL_20150317_000970	Spear Damage #{SkillAtkAdd}#{nl}Shield Attack #{CaptionRatio}#{nl}Splash #{SkillSR}#
SKILL_20150317_000971	Long Stride
SKILL_20150317_000972	{#DD5500}{ol}[Physical] - [Sting]{/}{/}{nl} Damage to enemies within range to momentarily jump to a specified location.
SKILL_20150317_000973	Spear Throw
SKILL_20150317_000974	Shield Charge
SKILL_20150317_000975	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl} Runs carrying a shield. Closed the target fall over from hitting the shield.
SKILL_20150317_000976	Attack power #{SkillAtkAdd}#{nl}Max. Duration 10 seconds{nl}STA consumed
SKILL_20150317_000977	Montano
SKILL_20150317_000978	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Attack strongly on the bottom of the target.
SKILL_20150317_000979	Attack power #{SkillAtkAdd}#{nl}{#339999}{ol}[Stun]{/}{/} Duration 7 seconds
SKILL_20150317_000980	Targe Smash
SKILL_20150317_000981	{#DD5500}{ol}[Physical] [Strike] {/} {/} {nl} Whack strongly subject to the shield will increase. Target is stuck in a dark state with high probability.
SKILL_20150317_000982	Attack power #{SkillAtkAdd}#{nl}{#339999}{ol}[Darkness]{/}{/} Duration 3 seconds{nl}Splash #{SkillSR}#
SKILL_20150317_000983	Shield Push
SKILL_20150317_000984	{#DD5500}{ol}[Physical] [Strike] {/} {/} {nl} interfere with the enemy act as a shield {nl} Target is stuck in an unbalanced state.
SKILL_20150317_000985	Attack power #{SkillAtkAdd}#{nl}{#339999}{ol}[Unbalance]{/}{/} Duration 5 seconds
SKILL_20150317_000986	Impaler
SKILL_20150317_000987	{#DD5500}{ol}[Sting] {/} {/} {nl} I go to plug through the small monsters in the window. If you use the skill to take down to the ground after you plug in the window will increase.
SKILL_20150317_000988	Earth Wave
SKILL_20150317_000989	{#DDD300}{ol}[Strike]{/}{/}{nl} To hit the ground gathering strength as a weapon to attack the enemy
SKILL_20150317_000990	Trout
SKILL_20150317_000991	Movement speed will increase.
SKILL_20150317_000992	#{CaptionRatio}#% movement speed increase duration {nl}#{CaptionTime}# seconds
SKILL_20150317_000993	Stead Charge
SKILL_20150317_000994	{#DDD300}{ol}[Strike] {/} {/} {nl} rushing vigorously push forward and discard the target.
SKILL_20150317_000995	Doom Spike
SKILL_20150317_000996	{#DDD300}{ol}[Strike] {/} {/} {nl} gather a strong enemy force jjireupnida.
SKILL_20150317_000997	Rush
SKILL_20150317_000998	{#DD5500}{ol}[Slash]{/}{/}{nl} To attack continuously in front of enemy while spinning the spear over head.
SKILL_20150317_000999	Attack power #{SkillAtkAdd}#{nl}Max. Duration 10 seconds{nl}Splash #{SkillSR}#
SKILL_20150317_001000	Dragging Death
SKILL_20150317_001001	{#DDD300}{ol}[Sting] {/} {/} {nl} to the continuous attacks of the enemy front.
SKILL_20150317_001002	Embowel
SKILL_20150317_001003	{#DD5500}{ol}[Sting]{/}{/}{nl} Kick the enemies after strongly stinging.
SKILL_20150317_001004	Flange
SKILL_20150317_001005	If You make a continuous attack by the basic attack skills after using skills to target , your attack power will increase.
SKILL_20150317_001006	Attack power increase by #{CaptionRatio}#{nl}Max. overlap #{CaptionRatio2}# times {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001007	Aggressor
SKILL_20150317_001008	Your attack must hit, but your critical strike chance, critical evasion decreases.
SKILL_20150317_001009	Critical Chance #{CaptionRatio}#%reduction{nl}Critical Evasion #{CaptionRatio}#% reduction{nl}Duration #{CaptionTime}#sec
SKILL_20150317_001010	Savagery
SKILL_20150317_001011	While the buff is activating {#DD5500}{ol}[Sting]{/}{/} The batter attack bonus will be added to the attribute attack.
SKILL_20150317_001012	{#DD5500}{ol}[Sting]{/}{/} Batter Bonus {nl} Duration #{CaptionTime}#sec
SKILL_20150317_001013	Warcry
SKILL_20150317_001014	Reduces the target's armor close to you and then to add a reducing defense in their offense.
SKILL_20150317_001015	Covered #{CaptionRatio}#player{nl} MAX Physical DEF #{CaptionRatio2}# Reduce{nl}Duration #{CaptionTime}#sec
SKILL_20150317_001016	Stomping Kick
SKILL_20150317_001017	{#DD5500}{ol}[Strike] {/} {/} {nl} When in the air, landing hard to give damage to the target.
SKILL_20150317_001018	Weapon Maintenance
SKILL_20150317_001019	무기를 손질할 수 있는 상점을 개설합니다.
SKILL_20150317_001020	Armor Maintenance
SKILL_20150317_001021	Create shop for repairing armors.
SKILL_20150317_001022	리페어
SKILL_20150317_001023	By pushing the shield, disturb the action of the enemy.
SKILL_20150317_001024	Arrest
SKILL_20150317_001025	Jolly Roger
SKILL_20150317_001026	Iron hook
SKILL_20150317_001027	Keelhauling
SKILL_20150317_001028	Unlock Chest
SKILL_20150317_001029	Cancel Sub Weapon
SKILL_20150317_001030	{#DDD300}{ol}[Buff]{/}{/}{nl} While the buff is activating {#CC3300}{ol}[Sting]{/}{/}The batter attack bonus will be added to the attribute attack.
SKILL_20150317_001031	#{CaptionTime}#{nl} continue sec{nl} Consumption SP #{SpendSP}#
SKILL_20150317_001032	Conscript
SKILL_20150317_001033	Phalanx
SKILL_20150317_001034	Tercio
SKILL_20150317_001035	Winged Formation
SKILL_20150317_001036	Wedge formation
SKILL_20150317_001037	Schiltron Formation
SKILL_20150317_001038	Testuto
SKILL_20150317_001039	SKirmisher
SKILL_20150317_001040	Change Direction
SKILL_20150317_001041	Deeds Of Valor
SKILL_20150317_001042	Increase ASP, Increase Attack Rate during hit, Decrease DEF
SKILL_20150317_001043	Pane barrier
SKILL_20150317_001044	#{CaptionTime}#Move Speed sec #{CaptionRatio}#% Increase
SKILL_20150317_001045	Mordschlag
SKILL_20150317_001046	{#CC3300}{ol}[Sting]{/}{/} Attribute{nl}Damage #{SkillFactor}#%{nl}Splash #{SkillSR}#{nl} Consumption SP #{SpendSP}#
SKILL_20150317_001047	Double Pay Earn
SKILL_20150317_001048	Three times of hit damage
SKILL_20150317_001049	Punish
SKILL_20150317_001050	Cyclone
SKILL_20150317_001051	I will a strong rotation attack in the vicinity of the enemy.
SKILL_20150317_001052	Lv.1 Attack Rate #{SkillFactor}#, Splash 3Lv.2 Attack Rate  #{SkillFactor}#, Splash 6Lv.3 Attack Rate  #{SkillFactor}#, Splash 9Lv.4 Attack Rate #{SkillFactor}#, Splash 12Lv.5 Attack Rate #{SkillFactor}#, Splash 15
SKILL_20150317_001053	Suicide Bombing
SKILL_20150317_001054	Clone
SKILL_20150317_001055	Prepare for Attack
SKILL_20150317_001056	Murmillo 1
SKILL_20150317_001057	Murmillo 2
SKILL_20150317_001058	I will defend the enemy attack.
SKILL_20150317_001059	Buff Duration #{CaptionTime}#sec{nl}#Paering Probability {CaptionRatio}#%
SKILL_20150317_001060	Hit the shoulder and pushed the enemy.
SKILL_20150317_001061	{#CC3300}{ol}[Strike]{/}{/} Attribute{nl} Attack Damage #{SkillFactor}#%+#{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl} Consumption SP #{SpendSP}#
SKILL_20150317_001062	Increase Knockdown Power
SKILL_20150317_001063	By using the chain, turn fullest catch the nearby enemies.
SKILL_20150317_001064	Curse
SKILL_20150317_001065	Energy Bolt
SKILL_20150317_001066	{#993399}{ol}[Magic] {/} {/} {nl} Attack target with powerful energy.
SKILL_20150317_001067	Attack power #{SkillAtkAdd}#{nl}Casting time 1 seconds{nl}Splash #{SkillSR}#
SKILL_20150317_001068	Lethargy
SKILL_20150317_001069	Make target become lethargic
SKILL_20150317_001070	Physical damage reduced by #{CaptionRatio}#{nl} Magic Attack reduced by #{CaptionRatio}#{nl} Evasion reduced by #{CaptionRatio2}#{nl} {#339999}{ol}[Lethargy] {/} {/} Duration #{CaptionTime}# seconds
SKILL_20150317_001071	Sleep
SKILL_20150317_001072	Make target fall into sleep. Enemies in sleep will wake when reaching attack limit.
SKILL_20150317_001073	{#339999}{ol}[Sleep] {/} {/} Duration #{SkillFactor}# seconds {nl}Attack limit #{CaptionRatio}# times
SKILL_20150317_001074	Reflect Shield
SKILL_20150317_001075	Create a barrier reflecting attack of the enemy
SKILL_20150317_001076	Damage Reflection #{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds {nl}Reflect count #{CaptionRatio2}# times
SKILL_20150317_001077	Earth Quake
SKILL_20150317_001078	{#993399}{ol}[Magic] - [Earth] {/} {/} {nl}Cause a massive earthquake to damage the target.
SKILL_20150317_001079	Surespell
SKILL_20150317_001080	Being attacked does not cancel casting when skill is used.
SKILL_20150317_001081	Duration #{CaptionTime}# seconds
SKILL_20150317_001082	Magic Missile
SKILL_20150317_001083	{#993399}{ol}[Magic] {/} {/} {nl} Fire Magic Missile to target
SKILL_20150317_001084	Attack power #{SkillAtkAdd}#{nl}3 Magic Missiles
SKILL_20150317_001085	Quick Cast
SKILL_20150317_001086	Skill casting time decreases.
SKILL_20150317_001087	Casting time reduced by #{CaptionRatio}#% {nl} Duration #{CaptionTime}# seconds
SKILL_20150317_001088	Fire Ball
SKILL_20150317_001089	{#993399}{ol}[Magic] - [Fire] {/} {/} {nl} Summons a Fire sphere. You can blow the sword attack sphere.
SKILL_20150317_001090	Attack power #{SkillAtkAdd}#{nl}Attack count #{SkillSR}# times{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001091	Fire Wall
SKILL_20150317_001092	{#993399}{ol}[Magic] - [Fire] {/} {/} {nl} will create a fire barrier damage to adjacent enemies.
SKILL_20150317_001093	Attack power #{SkillAtkAdd}#{nl}#{CaptionRatio}# Fire wall #{nl}Attack count #{CaptionRatio2}# times{nl}Duration 15 seconds
SKILL_20150317_001094	Enchant Fire
SKILL_20150317_001095	Grant the fire attribute attack force to the target. When basic attack additional damage is applied.
SKILL_20150317_001096	Property Damage Fire #{CaptionRatio}#{nl} Add Damage increased + #{CaptionRatio2}#{nl}#{CaptionTime}# seconds duration
SKILL_20150317_001097	Flare
SKILL_20150317_001098	{#993399}{ol}[Magic] - [Fire] {/} {/} {nl} took over the state will increase by an enemy explosion. Petrochemical and freezing conditions are excluded.
SKILL_20150317_001099	Attack power #{SkillAtkAdd}#
SKILL_20150317_001100	Fire pillar
SKILL_20150317_001101	{#993399}{ol}[Magic] - [Fire] {/} {/} {nl} will increase to summon the target firestorm.
SKILL_20150317_001102	Attack power #{SkillAtkAdd}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001103	Hell Breath
SKILL_20150317_001104	{#993399}{ol}[Magic] - [Fire] {/} {/} {nl} towards the front indicates Roast on an ongoing basis.
SKILL_20150317_001105	Attack power #{SkillAtkAdd}#{nl}Consume #{CaptionRatio}#% SP per 0.5 seconds
SKILL_20150317_001106	Ice bolt
SKILL_20150317_001107	{#993399} {ol} [Magic] - [Ice] - [Sting] {/} {/} {nl} to give away the Ice force subject to damage in freezing conditions to take a chance.
SKILL_20150317_001108	Attack power #{SkillAtkAdd}#{nl}{#339999}{ol}[Frozen]{/}{/} Duration 3 seconds
SKILL_20150317_001109	Ice Pike
SKILL_20150317_001110	{#993399}{ol}[Magic] - [Ice] - [Sting] {/} {/}} {nl} waves cause the Ice to give damage to target the front to take a chance on freezing conditions.
SKILL_20150317_001111	Attack power #{SkillAtkAdd}#{nl}{#339999}{ol}[Frozen]{/}{/} Duration 4 seconds
SKILL_20150317_001112	By creating a wall of ice, so that you applied to the freezing state the target with a certain probability.
SKILL_20150317_001113	Ice Wall #{CaptionRatio}# {nl} {#339999} {ol} [ice] {/} {/} {nl} Ice Wall duration of three seconds duration time of 10 seconds Month
SKILL_20150317_001114	Ice Blast
SKILL_20150317_001115	{#993399} {ol} [Magic] - [Ice] {/} {/} {nl} to blast the Ice will increase the target on the front straight.
SKILL_20150317_001116	{#339999}{ol}[Ice] {/} {/} Target to Attack #{SkillAtkAdd}#
SKILL_20150317_001117	For a while, you can defend against enemy attacks by creating a wall of ice.
SKILL_20150317_001118	Attack enemies {#339999}{ol}[ice] {/} {/} probability 50% {nl} {#339999}{ol}[ice] {/} {/} duration of three seconds
SKILL_20150317_001119	Gust
SKILL_20150317_001120	And causing the high winds, and pushing the target. The target freezing state or ice month close, you damage.
SKILL_20150317_001121	Frost pillar
SKILL_20150317_001122	Summoned the wood floor of ice, pull the peripheral target.
SKILL_20150317_001123	{#339999}{ol}[Ice] {/} {/} probability #{CaptionRatio}#% {nl}#{CaptionTime}# seconds duration
SKILL_20150317_001124	Psychic pressure
SKILL_20150317_001125	{#993399}{ol}[Magic] {/} {/} {nl} gives a lasting damage to targets in front.
SKILL_20150317_001126	Attack power #{SkillAtkAdd}#{nl}Splash #{CaptionRatio}#{nl}1 seconds 당 SP #{CaptionRatio2}#%소비
SKILL_20150317_001127	Telekinesis
SKILL_20150317_001128	{#993399}{ol}[Magic] {/} {/} {nl} I caught the target of the forward teleported. {nl} captured after throwing the target in the input direction arrow will increase.
SKILL_20150317_001129	Attack power #{SkillAtkAdd}#{nl}Attack count #{CaptionRatio}# times {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001130	Swap
SKILL_20150317_001131	you can change the enemy and their position in the specified location.
SKILL_20150317_001132	Covered #{CaptionRatio}#{nl} 20 {nl} limited distance
SKILL_20150317_001133	Teleportation
SKILL_20150317_001134	I will teleport to any position.
SKILL_20150317_001135	The maximum distance teleportation #{CaptionRatio}#
SKILL_20150317_001136	Magnetic Force
SKILL_20150317_001137	{#993399}{ol}[Magic] {/} {/} {nl} suck the destination of the specified location will increase.
SKILL_20150317_001138	Raise
SKILL_20150317_001139	I will lift the object around them in the air.
SKILL_20150317_001140	Covered #{CaptionRatio}#{nl}#{CaptionRatio2}# seconds duration
SKILL_20150317_001141	Gravity Pole
SKILL_20150317_001142	It generates a gravitational field of date type, you can pull the target.
SKILL_20150317_001143	Covered #{CaptionRatio}#{nl} The maximum duration of 5 seconds
SKILL_20150317_001144	Unbind
SKILL_20150317_001145	I will release the all connected links.
SKILL_20150317_001146	Cut all links at once {nl} 1 level master
SKILL_20150317_001147	Physical link
SKILL_20150317_001148	Over a link to the party members will divide the damage.
SKILL_20150317_001149	Less damage is large number of links {nl} #{CaptionRatio}# maximum number of links than {nl} Duration #{CaptionTime}# {nl} seconds stamina consumption by 16%
SKILL_20150317_001150	Joint penalty
SKILL_20150317_001151	I will put a link to the enemy. Link to took enemy was Mashi at the same time mouth damage.
SKILL_20150317_001152	Maximum number of links than #{SkillFactor}#{nl}#{CaptionTime}# seconds duration
SKILL_20150317_001153	Hangman's Knot
SKILL_20150317_001154	Collect the point that it is the enemy took to link.
SKILL_20150317_001155	gather time of 0.3 seconds
SKILL_20150317_001156	Spiritual Chain
SKILL_20150317_001157	Share the buff effect over a link to the party members.
SKILL_20150317_001158	Umbilical Cord
SKILL_20150317_001159	I will distribute to the target that has been linked to his defense and HP resilience.
SKILL_20150317_001160	Physical Defense is passed #{CaptionRatio}#{nl} HP recovery that is passed #{CaptionRatio2}#{nl}#{CaptionTime}# seconds duration
SKILL_20150317_001161	Enhance left arm
SKILL_20150317_001162	The larger the left hand of the subject to you increases the attack power.
SKILL_20150317_001163	Increases Physical Damage #{CaptionRatio}#{nl}#{CaptionRatio}# Increases magic attack {nl}#{CaptionTime}# seconds duration
SKILL_20150317_001164	Shrink Body
SKILL_20150317_001165	I will reduce the size of the subject's body.
SKILL_20150317_001166	Large -> Medium -> Small {nl}#{CaptionTime}# seconds duration
SKILL_20150317_001167	Swell Body
SKILL_20150317_001168	I will increase the size of the subject's body.
SKILL_20150317_001169	Small -> Medium -> Large {nl}#{CaptionTime}# seconds duration
SKILL_20150317_001170	Transpose
SKILL_20150317_001171	I will change for a while his intelligence and physical strength.
SKILL_20150317_001172	Reversi
SKILL_20150317_001173	I will change the enemy of magic in magic team of allies.
SKILL_20150317_001174	Enemy magic of change at the specified location {nl} 1 level master
SKILL_20150317_001175	Swell Right Arm
SKILL_20150317_001176	The larger the right hand of the subject to you increases the attack power.
SKILL_20150317_001177	Use brain full capacity
SKILL_20150317_001178	Head is increased.
SKILL_20150317_001179	Electrocute
SKILL_20150317_001180	{#993399}{ol}[Magic] - [electricity] {/} {/} {nl} launched the electric chain to attack the target of the forward order.
SKILL_20150317_001181	Attack power #{SkillAtkAdd}#{nl}Target #{CaptionRatio}#
SKILL_20150317_001182	Stone Curse
SKILL_20150317_001183	I will target to stone state.
SKILL_20150317_001184	Duration #{CaptionTime}#{nl} seconds splash #{CaptionRatio}#
SKILL_20150317_001185	Hail
SKILL_20150317_001186	{#993399}{ol}[Magic] - [Ice] {/} {/} {nl} disappointed thousands of pieces of Ice fell to the specified location will increase your destination.
SKILL_20150317_001187	Prominence
SKILL_20150317_001188	{#993399}{ol}[Magic] - [Fire] {/} {/} {nl} Releases prominences around. Prominences has been going to the target, inflicting damage anywhere.
SKILL_20150317_001189	Attack power #{SkillAtkAdd}#{nl}Duration 15 seconds
SKILL_20150317_001190	Meteor
SKILL_20150317_001191	{#993399}{ol}[Magic] - [Fire] {/} {/} {nl} dropped meteorites in the specified location will increase your destination.
SKILL_20150317_001192	Attack power #{SkillAtkAdd}#{nl}Casting time #{CaptionTime}# seconds{nl}Splash #{SkillSR}#
SKILL_20150317_001193	Summoning
SKILL_20150317_001194	I will summon the spirits according to their own.
SKILL_20150317_001195	Attack Ground
SKILL_20150317_001196	to attack the nearby enemies while moving to the location where spirits-specified summoned person.
SKILL_20150317_001197	Obey
SKILL_20150317_001198	Summoned person is riding on top of the spirits.
SKILL_20150317_001199	Variation
SKILL_20150317_001200	Quicken
SKILL_20150317_001201	Ally I will grant a buff that will increase the attack speed to one.
SKILL_20150317_001202	Reincarnate
SKILL_20150317_001203	Kill the monster over the buff, just before the monster to die appears again.
SKILL_20150317_001204	{#6644FF}{ol}[Fire] {/} {/} attribute {nl} 0.5 seconds every ATK #{SkillFactor}#% + #{SkillAtkAdd}# damage {nl} 10 second duration consume SP #{{nl} SpendSP}#
SKILL_20150317_001205	Stop
SKILL_20150317_001206	Monster hold state, all of the action stop of monsters in the area
SKILL_20150317_001207	Slow
SKILL_20150317_001208	Speed ??#{CaptionRatio}#% reduction in duration of 5 seconds slower {nl} {nl} consumption SP #{SpendSP}#
SKILL_20150317_001209	Haste
SKILL_20150317_001210	Back Masking
SKILL_20150317_001211	I return the time in the region in all skill use previous state.
SKILL_20150317_001212	Gather Corpse
