SKILL_20150317_000001	Attack
SKILL_20150317_000931	$Restrain
SKILL_20150317_000932	{memo X}Decreases your maximum HP, but increases your attack.
SKILL_20150317_000933	{memo X}Physical Attack + #{CaptionRatio}#{nl}Maximum HP - #{CaptionRatio2}# {nl} Duration #{CaptionTime}# seconds
SKILL_20150317_000934	$Umbo Blow
SKILL_20150317_000935	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Attack by bumping your shield. {nl} Inflicts more damage after blocking an enemy's attack.
SKILL_20150317_000936	$Rim Blow
SKILL_20150317_000937	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Attack by using the edge of your shield. {nl} Inflicts more damage to both petrified and frozen enemies.
SKILL_20150317_000938	$Swash Buckling
SKILL_20150317_000939	{memo X}$Strike your shield to provoke nearby enemies.
SKILL_20150317_000940	$Targets: #{SkillSR}#{nl}Maximum Provocation: +#{CaptionRatio}# for #{CaptionTime}# seconds
SKILL_20150317_000941	{memo X}Decreases your attack, but increases your defense.
SKILL_20150317_000942	$Physical Defense: +#{CaptionRatio}#{nl}Physical Damage: -#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150317_000943	$Shield Lob
SKILL_20150317_000944	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl} Throw shield to attack enemy.
SKILL_20150317_000945	$High Guard
SKILL_20150317_000946	$Butterfly
SKILL_20150317_000947	$Wagon Wheel
SKILL_20150317_000948	{memo X}{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl} Perform an uppercut with your weapon, launching enemies.
SKILL_20150317_000949	$Cartar Stroke
SKILL_20150317_000950	{memo X}$ {#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl} Gather up power and use your weapon to attack targets by smashing it to the ground.
SKILL_20150317_000951	{memo X}Attack #{SkillAtkAdd}#{nl}Cast Time 0.5 seconds{nl}Splash #{SkillSR}#
SKILL_20150317_000952	$Crown
SKILL_20150317_000953	{memo X}{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl} Release a powerful attack by smashing on the enemy's head. Temporarily decreases the enemy's INT and SPR.
SKILL_20150317_000954	{memo X}Attack #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}{#339999}{ol}[Shock]{/}{/} Duration #{CaptionTime}# seconds
SKILL_20150317_000955	$Cross Guard
SKILL_20150317_000956	{memo X}Use your weapon to take a defensive stance.
SKILL_20150317_000957	$Defense: +#{CaptionRatio}#{nl}Block: +#{CaptionRatio2}#
SKILL_20150317_000958	$Moulinet
SKILL_20150317_000959	{memo X}${#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Deal five consecutive frontal attacks to an enemy.
SKILL_20150317_000960	$Stabbing
SKILL_20150317_000961	{memo X}${#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl} Attack an enemy consecutively with a spear.
SKILL_20150317_000962	$Pierce
SKILL_20150317_000963	{memo X}${#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl} Inflicts damage on an enemy with a strong stab.{nl} A continuous attack bonus will apply depending on the enemy's size.
SKILL_20150317_000964	{memo X}Attack #{SkillAtkAdd}#{nl}Medium target 2 attacks{nl}Large target 3 attacks
SKILL_20150317_000965	$Finestra
SKILL_20150317_000966	{memo X}$Switch into the Window stance.{nl} Increases Critical Rate, but decreases Evasion.
SKILL_20150317_000967	{memo X}Critical + #{CaptionRatio}#{nl}Evasion - #{CaptionRatio2}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_000968	$Synchro Thrusting
SKILL_20150317_000969	{memo X}${#DD5500}{ol}[Physical] - [Pierce] - [Strike]{/}{/}{nl} Inflicts damage on an enemy by using a shield and spear.
SKILL_20150317_000970	{memo X}Spear Attack #{SkillAtkAdd}#{nl}Shield Attack #{CaptionRatio}#{nl}Splash #{SkillSR}#
SKILL_20150317_000971	$Long Stride
SKILL_20150317_000972	${#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl} Inflicts damage to an enemy by jumping to your designated location.
SKILL_20150317_000973	$Throwing Spear
SKILL_20150317_000974	$Shield Charge
SKILL_20150317_000975	{memo X}${#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl} Run while holding up your shield. The first target hit by the shield falls down.
SKILL_20150317_000976	{memo X}Attack #{SkillAtkAdd}#{nl}Max. Duration 10 seconds{nl}Consume STA
SKILL_20150317_000977	$Montano
SKILL_20150317_000978	{memo X}${#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl} Uses a strong attack on the lower part of a target.
SKILL_20150317_000979	{memo X}Attack #{SkillAtkAdd}#{nl}{#339999}{ol}[Stun]{/}{/} Duration 7 seconds
SKILL_20150317_000980	$Targe Smash
SKILL_20150317_000981	{memo X}${#DD5500}{ol}[Physical] [Strike]{/}{/}{nl} Inflicts damage by strongly smashing your shield to the target. Has a high chance to inflict the Darkness status effect to the target.
SKILL_20150317_000982	{memo X}Attack #{SkillAtkAdd}#{nl}{#339999}{ol}[Dark]{/}{/} Duration 3 seconds{nl}Splash #{SkillSR}#
SKILL_20150317_000983	$Shield Push
SKILL_20150317_000984	{memo X}${#DD5500}{ol}[Physical] [Strike]{/}{/}{nl} Use your shield to interfere with an enemy.{nl} Inflicts the Unbalanced status effect to the target. 
SKILL_20150317_000985	{memo X}Attack #{SkillAtkAdd}#{nl}{#339999}{ol}[Unbalanced]{/}{/} Duration 5 seconds
SKILL_20150317_000986	$Impaler
SKILL_20150317_000987	{memo X}${#DD5500}{ol}[Pierce]{/}{/}{nl} Impales a small monster with a spear. Using this skill while a monster is skewered inflicts damage.
SKILL_20150317_000988	$Earth Wave
SKILL_20150317_000989	{memo X}${#DDD300}{ol}[Strike]{/}{/}{nl} Gather up power and use your weapon to attack the enemy by smashing it to the ground.
SKILL_20150317_000990	$Trot
SKILL_20150317_000991	$Increases your movement speed.
SKILL_20150317_000992	{memo X}Movement Speed +#{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_000993	$Steed Charge
SKILL_20150317_000994	{memo X}${#DDD300}{ol}[Strike]{/}{/}{nl}Rush forward with power to throw your target away.
SKILL_20150317_000995	$Doom Spike
SKILL_20150317_000996	{memo X}${#DDD300}{ol}[Pierce]{/}{/}{nl} Gather up power to release a strong stab to an enemy.
SKILL_20150317_000997	$Rush
SKILL_20150317_000998	{memo X}${#DD5500}{ol}[Slash]{/}{/}{nl} Continuously spin your spear above your head to attack an enemy.
SKILL_20150317_000999	{memo X}Attack #{SkillAtkAdd}#{nl}Max. Duration 10 seconds{nl}Splash #{SkillSR}#
SKILL_20150317_001000	$Dragging Death
SKILL_20150317_001001	{memo X}{#DDD300}{ol}[Pierce]{/}{/}{nl}Continuously attack enemies in front.
SKILL_20150317_001002	$Embowel
SKILL_20150317_001003	{memo X}${#DD5500}{ol}[Pierce]{/}{/}{nl} Release a strong stab to an enemy then kick it away afterwards.
SKILL_20150317_001004	$Frenzy
SKILL_20150317_001005	{memo X}$Increases your attack when you use consecutive basic attacks on the target.
SKILL_20150317_001006	{memo X}$Attack +#{CaptionRatio}# {nl} Stacks up to #{CaptionRatio2}# times {nl} Duration #{CaptionTime}# seconds
SKILL_20150317_001007	$Aggressor
SKILL_20150317_001008	{memo X}$Your attacks are guaranteed to hit, but your Critical Rate and Critical Evasion decreases.
SKILL_20150317_001009	{memo X}Critical Chance -#{CaptionRatio}#%{nl}Critical Evasion -#{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001010	$Savagery
SKILL_20150317_001011	{memo X}$While the buff is active, a continuous attack bonus applies to {#DD5500}{ol}[Pierce]{/}{/} attacks.
SKILL_20150317_001012	${#DD5500}{ol}[Pierce]{/}{/} Continuous Attack Bonus {nl} Duration: #{CaptionTime}# seconds
SKILL_20150317_001013	$Warcry
SKILL_20150317_001014	{memo X}Reduces the nearby target's defense and add it to your attack.
SKILL_20150317_001015	$Targets: #{CaptionRatio}#{nl} Maximum Physical Defense: -#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150317_001016	$Stomping Kick
SKILL_20150317_001017	{memo X}${#DD5500}{ol}[Strike]{/}{/}{nl} Stomp down on a target while airborne.
SKILL_20150317_001018	{memo X}Weapon Maintenance
SKILL_20150317_001019	{memo X}Open a shop to repair weapons.
SKILL_20150317_001020	{memo X}Armor Maintenance
SKILL_20150317_001021	{memo X}Open a shop to repair armor.
SKILL_20150317_001022	$Repair
SKILL_20150317_001023	{memo X}Use your shield to interfere with an enemy by pushing it down.
SKILL_20150317_001024	$Arrest
SKILL_20150317_001025	$Jolly Roger
SKILL_20150317_001026	$Iron Hook
SKILL_20150317_001027	$Keel Hauling
SKILL_20150317_001028	$Unlock Chest
SKILL_20150317_001029	{memo X}Cancel Sub Weapon
SKILL_20150317_001030	{memo X}${#DDD300}{ol}[Buff]{/}{/}{nl} While the buff is active, a continuous attack bonus bonus applies to {#CC3300}{ol}[Pierce]{/}{/} attacks.
SKILL_20150317_001031	{memo X}Duration #{CaptionTime}# seconds{nl} Consumes #{SpendSP}# SP
SKILL_20150317_001032	$Conscript
SKILL_20150317_001033	$Phalanx
SKILL_20150317_001034	$Tercio
SKILL_20150317_001035	$Winged Formation
SKILL_20150317_001036	$Wedge Formation
SKILL_20150317_001037	$Schiltron Formation
SKILL_20150317_001038	$Testuto
SKILL_20150317_001039	$Skirmisher
SKILL_20150317_001040	$Change Direction
SKILL_20150317_001041	$Deeds of Valor
SKILL_20150317_001042	{memo X}$Increases your attack speed and attack rate when attacked, while decreasing your defense.
SKILL_20150317_001043	$Pain Barrier
SKILL_20150317_001044	{memo X}Increased Movement Speed +#{CaptionTime}# for #{CaptionRatio}#% seconds
SKILL_20150317_001045	$Mordschlag
SKILL_20150317_001046	{memo X}{#CC3300}{ol}[Pierce]{/}{/} Attribute{nl}Damage #{SkillFactor}#%{nl}Splash #{SkillSR}#{nl} Consumption SP #{SpendSP}#
SKILL_20150317_001047	$Double Pay Earn
SKILL_20150317_001048	{memo X}Three times of hit damage
SKILL_20150317_001049	$Punish
SKILL_20150317_001050	$Cyclone
SKILL_20150317_001051	{memo X}$Inflicts damage by releasing a powerful spinning attack to nearby enemies.
SKILL_20150317_001052	{memo X}Lv.1 Attack Rate #{SkillFactor}#, Splash 3Lv.2 Attack Rate #{SkillFactor}#, Splash 6Lv.3 Attack Rate #{SkillFactor}#, Splash 9Lv.4 Attack Rate #{SkillFactor}#, Splash 12Lv.5 Attack Rate #{SkillFactor}#, Splash 15
SKILL_20150317_001053	{memo X}$Selfdestruct
SKILL_20150317_001054	$Shadow Clone
SKILL_20150317_001055	$Prepare for Attack
SKILL_20150317_001056	$Murmillo 1
SKILL_20150317_001057	$Murmillo 2
SKILL_20150317_001058	$Defend yourself against attacks from enemies.
SKILL_20150317_001059	{memo X}Buff Duration #{CaptionTime}#sec{nl}#Paering Probability {CaptionRatio}#%
SKILL_20150317_001060	{memo X}Use shoulder to tackle and push away enemy
SKILL_20150317_001061	{memo X}{#CC3300}{ol}[Strike]{/}{/} Attribute{nl} Attack #{SkillFactor}#%+#{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl} SP Consumed #{SpendSP}#
SKILL_20150317_001062	{memo X}Increase Knockdown Power
SKILL_20150317_001063	{memo X}Use chain to capture and fling nearby enemy.
SKILL_20150317_001064	$Curse
SKILL_20150317_001065	$Energy Bolt
SKILL_20150317_001066	{memo X}${#993399}{ol}[Magic]{/}{/}{nl} Attack a target with powerful energy.
SKILL_20150317_001067	{memo X}Attack #{SkillAtkAdd}#{nl}Cast Time 1 second{nl}Splash #{SkillSR}#
SKILL_20150317_001068	$Lethargy
SKILL_20150317_001069	{memo X}Inflict lethargy upon the target.
SKILL_20150317_001070	$Physical Attack: -#{CaptionRatio}#{nl}Magic Attack: -#{CaptionRatio}#{nl}Evasion: -#{CaptionRatio2}#{nl}{#339999}{ol}[Lethargy]{/}{/} Duration: #{CaptionTime}# seconds
SKILL_20150317_001071	$Sleep
SKILL_20150317_001072	{memo X}Inflicts sleep upon targets. Enemies will awake upon taking a certain number of hits, or once sleep runs out.
SKILL_20150317_001073	${#339999}{ol}[Sleep]{/}{/} Duration: #{SkillFactor}# seconds{nl}Attack Threshold: #{CaptionRatio}#
SKILL_20150317_001074	$Reflect Shield
SKILL_20150317_001075	{memo X}$Creates a protective shield that reflects the amplified damage to the target.
SKILL_20150317_001076	$Damage Reflection: #{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds{nl}Reflects #{CaptionRatio2}# times
SKILL_20150317_001077	$Earthquake
SKILL_20150317_001078	${#993399}{ol}[Magic] - [Earth]{/}{/}{nl} Inflicts damage on an enemy by causing a powerful earthquake in front of you.
SKILL_20150317_001079	$Surespell
SKILL_20150317_001080	$The casting of a skill won't be canceled when you are being attacked.
SKILL_20150317_001081	$Duration #{CaptionTime}# seconds
SKILL_20150317_001082	$Magic Missile
SKILL_20150317_001083	{memo X}{#993399}{ol}[Magic]{/}{/}{nl} Fires Magic Missiles at the target
SKILL_20150317_001084	$Attack #{SkillAtkAdd}#{nl}3 Magic Missiles
SKILL_20150317_001085	$Quick Cast
SKILL_20150317_001086	{memo X}Cast Time decreased.
SKILL_20150317_001087	$Cast Time -#{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001088	$Fireball
SKILL_20150317_001089	{memo X}${#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Summons a stationary fireball. You can blow it up by hitting it with a sword attack.
SKILL_20150317_001090	{memo X}Attack #{SkillAtkAdd}#{nl}Attack #{SkillSR}# times{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001091	$Fire Wall
SKILL_20150317_001092	{memo X}${#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Creates a flame barrier inflicting damage to nearby enemies.
SKILL_20150317_001093	{memo X}Attack #{SkillAtkAdd}#{nl}#{CaptionRatio}# Fire Wall #{nl}Attack #{CaptionRatio2}# times{nl}Duration 15 seconds
SKILL_20150317_001094	$Enchant Fire
SKILL_20150317_001095	{memo X}$Grants Fire property to the target. Additional damage applies to your basic attack.
SKILL_20150317_001096	$Fire Property Attack: +#{CaptionRatio}#{nl}Additional Damage: +#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150317_001097	$Flare
SKILL_20150317_001098	{memo X}${#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Inflicts damage by exploding the enemy affected by a status effect. This excludes both petrified and frozen status effects.
SKILL_20150317_001099	$Attack #{SkillAtkAdd}#
SKILL_20150317_001100	$Fire Pillar
SKILL_20150317_001101	{memo X}${#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Summon a fire pillar to damage a target.
SKILL_20150317_001102	{memo X}Attack #{SkillAtkAdd}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001103	$Hell Breath
SKILL_20150317_001104	{memo X}${#993399}{ol}[Magic] - [Fire]{/}{/}{nl} Continuously burn enemies with a cone of fire.
SKILL_20150317_001105	{memo X}Attack #{SkillAtkAdd}#{nl}Consume #{CaptionRatio}#% SP per 0.5 seconds
SKILL_20150317_001106	$Ice Bolt
SKILL_20150317_001107	{memo X}${#993399}{ol}[Magic] - [Ice] - [Pierce]{/}{/}{nl} Inflicts damage to a target by launching a bolt of ice and has a chance to freeze the the target.
SKILL_20150317_001108	{memo X}Attack #{SkillAtkAdd}#{nl}{#339999}{ol}[Frozen]{/}{/} Duration 3 seconds
SKILL_20150317_001109	$Ice Pike
SKILL_20150317_001110	{memo X}${#993399}{ol}[Magic] - [Ice] - [Pierce] {/} {/}} {nl} Inflicts damage to a target by launching a wave of ice and has a chance to freeze the target.
SKILL_20150317_001111	{memo X}Attack #{SkillAtkAdd}#{nl}{#339999}{ol}[Frozen]{/}{/} Duration 4 seconds
SKILL_20150317_001112	{memo X}$Create a barrier of ice with a chance to freeze enemies.
SKILL_20150317_001113	{memo X}Ice Wall #{CaptionRatio}# {nl}{#339999}{ol}[Ice]{/}{/}{nl} Duration 3 seconds {nl} Ice Wall Duration 10 seconds
SKILL_20150317_001114	$Ice Blast
SKILL_20150317_001115	{memo X}${#993399}{ol}[Magic] - [Ice]{/}{/}{nl} Inflicts damage by shattering a frozen target.
SKILL_20150317_001116	${#339999}{ol}[Ice]{/}{/} Attacks to Targets #{SkillAtkAdd}#
SKILL_20150317_001117	{memo X}$Create a wall of ice to temporarily defend yourself against attacks from enemies.
SKILL_20150317_001118	{memo X}Enemies attacked {#339999}{ol}[Ice]{/}{/}Rate 50% {nl} {#339999}{ol}[Ice]{/}{/}Duration 3 seconds
SKILL_20150317_001119	$Gust
SKILL_20150317_001120	{memo X}$Creates a gust of wind that pushes the target away. Inflicts damage on targets that are frozen or nearby an Ice Wall.
SKILL_20150317_001121	$Frost Pillar
SKILL_20150317_001122	$Summons a tree of ice on the ground to pull nearby targets in and freeze them by chance.
SKILL_20150317_001123	${#339999}{ol}[Ice]{/}{/}Chance #{CaptionRatio}#%{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001124	$Psychic Pressure
SKILL_20150317_001125	{memo X}{#993399}{ol}[Magic]{/}{/}{nl}Inflicts continuous damage to targets in front of you.
SKILL_20150317_001126	{memo X}Attack #{SkillAtkAdd}#{nl}Splash #{CaptionRatio}#{nl}Consume #{CaptionRatio2}#% of SP per second.
SKILL_20150317_001127	$Telekinesis
SKILL_20150317_001128	{memo X}${#993399}{ol}[Magic]{/}{/}{nl}Captures targets in front of you using psychokinesis.{nl}Inflicts damage by throwing the captured target to a direction using your arrow keys. 
SKILL_20150317_001129	{memo X}Attack #{SkillAtkAdd}#{nl}Attack count #{CaptionRatio}# times {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001130	$Swap
SKILL_20150317_001131	{memo X}$Swaps your position with that of the enemy.
SKILL_20150317_001132	$Targets #{CaptionRatio}#{nl}Limited Range 20{nl}
SKILL_20150317_001133	$Teleportation
SKILL_20150317_001134	{memo X}$Teleports you to a random location.
SKILL_20150317_001135	$Maximum Teleport Distance #{CaptionRatio}#
SKILL_20150317_001136	$Magnetic Force
SKILL_20150317_001137	{memo X}${#993399}{ol}[Magic]{/}{/}{nl}Inflicts damage by drawing in the target at a targeted area. 
SKILL_20150317_001138	$Raise
SKILL_20150317_001139	{memo X}Lift targets into the air.
SKILL_20150317_001140	$Targets: #{CaptionRatio}#{nl}Duration: #{CaptionRatio2}# seconds
SKILL_20150317_001141	$Gravity Pole
SKILL_20150317_001142	{memo X}Create a gravitational field that pulls all nearby enemies.
SKILL_20150317_001143	{memo X}Target #{CaptionRatio}#{nl}Max. duration 5 seconds
SKILL_20150317_001144	$Unbind
SKILL_20150317_001145	$Disconnect all links.
SKILL_20150317_001146	$Disconnect all links at once.{nl}Maximum Level: 1
SKILL_20150317_001147	$Physical Link
SKILL_20150317_001148	Link party members to divide damage taken.
SKILL_20150317_001149	{memo X}More links results to less damage{nl} Max. Link #{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds{nl}Consume 16% of Stamina
SKILL_20150317_001150	$Joint Penalty
SKILL_20150317_001151	{memo X}Link enemies together. Damage inflicted on one linked enemy is inflicted upon all linked ones.
SKILL_20150317_001152	$Maximum Links #{SkillFactor}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001153	$Hangman's Knot
SKILL_20150317_001154	{memo X}Groups together all linked enemies.
SKILL_20150317_001155	{memo X}Gather time of 0.3 seconds
SKILL_20150317_001156	$Spiritual Chain
SKILL_20150317_001157	{memo X}Link party members and share buff effects.
SKILL_20150317_001158	{memo X}$Umbilical Cord
SKILL_20150317_001159	{memo X}Share defense and HP with the linked target.
SKILL_20150317_001160	{memo X}Physical Defense passed #{CaptionRatio}#{nl} HP recovery passed #{CaptionRatio2}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001161	$Swell Left Arm
SKILL_20150317_001162	{memo X}$Increases your attack by enlarging your left hand.
SKILL_20150317_001163	$Physical Attack +#{CaptionRatio}#{nl}Magic Attack +#{CaptionRatio}#{nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001164	$Shrink Body
SKILL_20150317_001165	$Shrinks the size of a target's body.
SKILL_20150317_001166	$Large → Medium → Small {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001167	$Swell Body
SKILL_20150317_001168	{memo X}$Enlarges the size of a target's body. 
SKILL_20150317_001169	{memo X}$Small → Medium → Large {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001170	$Transpose
SKILL_20150317_001171	{memo X}$Temporarily replaces your INT and CON.
SKILL_20150317_001172	$Reversi
SKILL_20150317_001173	{memo X}$Changes the enemy's magic square to a friendly magic square. 
SKILL_20150317_001174	Changes the enemy's magic circle to friendly at a targeted area.{nl}Maximum Level: 1
SKILL_20150317_001175	$Swell Right Arm
SKILL_20150317_001176	{memo X}$Increases your attack by enlarging your right hand.
SKILL_20150317_001177	{memo X}$Swell Brain
SKILL_20150317_001178	{memo X}$Enlarges your head. 
SKILL_20150317_001179	$Electrocute
SKILL_20150317_001180	{memo X}{#993399}{ol}[Magic] - [Lightningity]{/}{/}{nl}Shoot lightning that chains between nearby enemies.
SKILL_20150317_001181	{memo X}Attack #{SkillAtkAdd}#{nl}Target #{CaptionRatio}#
SKILL_20150317_001182	$Stone Curse
SKILL_20150317_001183	{memo X}Petrify target.
SKILL_20150317_001184	{memo X}Duration #{CaptionTime}# seconds{nl}Splash #{CaptionRatio}#
SKILL_20150317_001185	$Hail
SKILL_20150317_001186	{memo X}{#993399}{ol}[Magic] - [Ice]{/}{/}{n}Shards of ice fall upon the targeted area and damage enemies.
SKILL_20150317_001187	$Prominence
SKILL_20150317_001188	{memo X}{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Swathes of fire appear around you. Fire randomly moves and damage enemies.
SKILL_20150317_001189	{memo X}Attack #{SkillAtkAdd}#{nl}Duration 15 seconds
SKILL_20150317_001190	$Meteor
SKILL_20150317_001191	{memo X}{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Drop a meteor on the targeted area to damage enemies.
SKILL_20150317_001192	{memo X}Attack #{SkillAtkAdd}#{nl}Cast Time #{CaptionTime}# seconds{nl}Splash #{SkillSR}#
SKILL_20150317_001193	$Summoning
SKILL_20150317_001194	{memo X}Summon spirits that follow you.
SKILL_20150317_001195	$Attack Ground
SKILL_20150317_001196	{memo X}Summoned being moves to target area and attacks enemies nearby.
SKILL_20150317_001197	$Riding
SKILL_20150317_001198	{memo X}Ride on top of summoned spirit.
SKILL_20150317_001199	$Morph
SKILL_20150317_001200	$Quicken
SKILL_20150317_001201	{memo X}Give buff that increases movement speed to 1 ally.
SKILL_20150317_001202	$Reincarnate
SKILL_20150317_001203	{memo X}Respawns the monster immediately after it is killed.
SKILL_20150317_001204	{memo X}{#6644FF}{ol}[Fire]{/}{/}Attribute {nl} Attack #{SkillFactor}#% + #{SkillAtkAdd} per 0.5 seconds# damage {nl} Duration 10 seconds {nl}Consume #{{nl} SpendSP}# SP
SKILL_20150317_001205	$Stop
SKILL_20150317_001206	{memo X}Monsters hold their current state. All monsters in the area will stop their actions.
SKILL_20150317_001207	$Slow
SKILL_20150317_001208	{memo X}Movement Speed -#{CaptionRatio}#%{nl}Slow Duration: 5 seconds {nl}Consumes #{SpendSP}# SP
SKILL_20150317_001209	$Haste
SKILL_20150317_001210	$Back Masking
SKILL_20150317_001211	{memo X}Reverses time in target area to a previous state.
SKILL_20150317_001212	$Gather Corpse
SKILL_20150317_001213	{memo X}Gather body parts from enemies killed in target area.
SKILL_20150317_001214	$Create Shoggoth
SKILL_20150317_001215	{memo X}Use corpses to summon a Shoggoth from the necronomicon.
SKILL_20150317_001216	{memo X}Flesh Cannon
SKILL_20150317_001217	{memo X}Throw dead parts at target area.
SKILL_20150317_001218	{memo X}Flesh Hoop
SKILL_20150317_001219	{memo X}Surround yourself with wall of corpses that inflict damage on monsters within radius.
SKILL_20150317_001220	$Dirty Wall
SKILL_20150317_001221	$Disinter
SKILL_20150317_001222	$Combustion
SKILL_20150317_001223	{memo X}Magic Pavise
SKILL_20150317_001224	$Dig
SKILL_20150317_001225	{memo X}Roasting
SKILL_20150317_001226	$Briquetting
SKILL_20150317_001227	$Tincturing
SKILL_20150317_001228	$Magnum Opus
SKILL_20150317_001229	{memo X}Create magic barrier on target area that blocks enemy attacks.
SKILL_20150317_001230	{memo X}Lv.1 Duration #{CaptionTime}# seconds, block 6 times, max. target #{CaptionRatio}# Lv.2 Duration #{CaptionTime}# seconds, block 6 times, max. target #{CaptionRatio}# Lv.3 Duration #{CaptionTime}# seconds, block 6 times, max. target #{CaptionRatio}#
SKILL_20150317_001231	{memo X}Create an area of fog in front. Accuracy of enemies located in the fog decrease.
SKILL_20150317_001232	{memo X}Duration #{CaptionTime}# seconds, Accuracy -#{CaptionRatio}#%{nl}Consume #{SpendSP}# SP
SKILL_20150317_001233	{memo X}Shock the enemies under [Freeze] nearby and inflict damage.
SKILL_20150317_001234	{memo X}Lv.1 Attack rate #{SkillFactor}#, Splash #{SkillSR}# Lv.2 Attack rate #{SkillFactor}#, Splash #{SkillSR}# Lv.3 Attack rate #{SkillFactor}#, Splash #{SkillSR}# Lv.4 Attack rate #{SkillFactor}#, Splash #{SkillSR}# Lv.5 Attack rate #{SkillFactor}#, Splash #{SkillSR}#
SKILL_20150317_001235	{memo X}Apply [Curse] to the target and reduce its defense
SKILL_20150317_001236	{memo X}Lv.1 Defense, Magic resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv.2 Defense, Magic resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv. 3 Defense, Magic resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv.4 Defense, Magic resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second Lv.5 Defense , Magic resistance - #{CaptionRatio}#% {nl}Duration #{CaptionTime}# second
SKILL_20150317_001237	{memo X}Inflict damage on target under [Curse]. Every 3rd attack inflicts greater damage.
SKILL_20150317_001238	{memo X}Lv.1 Attack rate #{SkillFactor}#, Attack rate every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}# Lv.2 Attack rate #{SkillFactor}#, Attack rate every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}# Lv.3 Attack rate #{SkillFactor}#, Attack rate every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}# Lv.4Attack rate #{SkillFactor}#, Attack rate every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}# Lv.5 Attack rate #{SkillFactor}#, Attack rate every 3rd attack #{CaptionRatio}#{nl}Range #{Arg1}#
SKILL_20150317_001239	{memo X}Inflict damage to nearby enemies by summoning an aura of [Addiction].
SKILL_20150317_001240	{memo X}Lv.1 attack rate #{SkillFactor}# of damage every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.2 attack rate every #{SkillFactor}# of damage every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.3 attack rate every #{SkillFactor}# of damage every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.4 attack rate every #{SkillFactor}# of damage every 0.5 seconds {nl}Duration #{CaptionTime}# seconds Lv.5 attack rate every #{SkillFactor}# of damage every 0.5 seconds {nl}Duration #{CaptionTime}# seconds
SKILL_20150317_001241	{memo X}Draw the Noir of War on the ground. Increases strength and intelligence of active allies.
